Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L
BRCA_TCGA-BH-A0EI	4	0	1	1	0	0	3	3	9	3	0	0
BRCA_TCGA-BH-A0H3	2	0	0	1	0	0	0	0	6	7	1	0
BRCA_TCGA-BH-A0H5	0	8	18	1	0	0	0	0	18	0	124	0
BRCA_TCGA-BH-A0H7	4	1	1	0	0	2	3	1	0	0	5	0
BRCA_TCGA-BH-A0H9	0	0	1	1	0	0	3	0	3	8	3	4
BRCA_TCGA-BH-A0HA	96	0	4	25	52	0	114	28	10	9	37	7
BRCA_TCGA-BH-A0HI	6	4	1	0	0	0	4	0	10	4	6	0
BRCA_TCGA-BH-A0HK	1	0	6	8	0	0	0	0	15	5	28	0
BRCA_TCGA-BH-A0HN	8	0	4	0	0	0	0	3	5	9	5	0
BRCA_TCGA-BH-A0HP	3	11	19	1	0	9	0	0	18	0	296	0
BRCA_TCGA-BH-A0RX	19	0	5	0	4	0	2	3	6	6	4	0
BRCA_TCGA-BH-A0W3	2	1	0	0	0	0	0	4	6	7	3	0
BRCA_TCGA-BH-A0W4	5	0	6	0	0	0	3	3	3	10	8	1
BRCA_TCGA-BH-A0W5	7	1	2	1	1	1	3	2	2	9	0	0
BRCA_TCGA-BH-A0W7	4	3	13	0	4	0	0	12	0	0	225	0
BRCA_TCGA-BH-A0WA	1	3	0	1	8	2	4	5	29	41	19	0
BRCA_TCGA-BH-A18F	7	3	8	0	1	2	2	0	19	9	16	0
BRCA_TCGA-BH-A18G	325	8	15	175	373	51	434	229	47	1	0	10
BRCA_TCGA-BH-A18H	0	0	3	3	7	0	6	0	13	8	11	3
BRCA_TCGA-BH-A18I	9	0	4	4	0	0	0	0	2	7	5	0
BRCA_TCGA-BH-A18J	3	3	0	6	3	0	4	5	1	5	81	0
BRCA_TCGA-BH-A18K	0	1	4	3	0	0	5	0	14	11	27	3
BRCA_TCGA-BH-A18L	13	1	3	7	0	6	5	0	11	16	3	0
BRCA_TCGA-BH-A18M	5	0	1	0	1	0	2	0	4	0	5	0
BRCA_TCGA-BH-A18N	9	0	1	5	0	0	5	6	0	16	1	0
BRCA_TCGA-BH-A18P	0	0	39	10	0	6	0	0	41	0	342	0
BRCA_TCGA-BH-A18Q	0	1	1	2	8	4	2	2	12	64	9	2
BRCA_TCGA-BH-A18R	1	2	1	0	2	0	0	7	4	18	7	0
BRCA_TCGA-BH-A18S	1	1	3	3	3	2	6	0	0	15	2	1
BRCA_TCGA-BH-A18T	6	1	1	1	13	5	7	0	3	48	17	0
BRCA_TCGA-BH-A18U	15	0	5	2	10	3	3	11	24	28	77	0
BRCA_TCGA-BH-A18V	3	12	1	0	9	2	0	15	0	103	99	6
BRCA_TCGA-BH-A1EO	17	0	3	3	0	0	0	0	6	15	6	0
BRCA_TCGA-BH-A1ET	5	4	0	1	2	0	5	3	5	8	0	0
BRCA_TCGA-BH-A1EU	5	0	1	0	0	0	7	3	5	11	2	0
BRCA_TCGA-BH-A1EV	13	3	13	2	2	0	7	1	13	12	63	0
BRCA_TCGA-BH-A1EW	0	0	3	2	0	0	2	0	8	3	3	0
BRCA_TCGA-BH-A1EX	5	0	6	2	0	0	3	3	2	14	0	0
BRCA_TCGA-BH-A1EY	8	0	5	0	5	0	6	1	1	13	16	0
BRCA_TCGA-BH-A1F0	2	3	5	3	0	2	1	9	17	35	18	0
BRCA_TCGA-BH-A1F2	14	3	2	3	0	1	5	0	15	11	17	0
BRCA_TCGA-BH-A1F5	6	2	4	0	0	2	1	0	16	11	2	0
BRCA_TCGA-BH-A1F6	9	0	0	5	3	0	3	1	6	16	7	3
BRCA_TCGA-BH-A1F8	6	6	11	1	1	1	3	0	30	8	125	0
BRCA_TCGA-BH-A1FC	16	3	4	6	6	3	9	0	2	36	38	7
BRCA_TCGA-BH-A1FE	0	2	3	3	0	1	0	0	6	6	4	1
BRCA_TCGA-BH-A1FG	6	0	1	1	5	1	0	3	1	2	1	0
BRCA_TCGA-BH-A1FH	8	0	1	0	1	1	1	0	8	7	5	1
BRCA_TCGA-BH-A1FJ	9	0	0	0	1	0	0	0	23	11	1	0
BRCA_TCGA-BH-A1FL	1	0	3	4	0	0	0	6	9	2	1	0
BRCA_TCGA-BH-A1FM	11	0	8	3	0	3	2	0	1	16	18	0
BRCA_TCGA-BH-A1FN	3	3	0	2	3	0	0	10	5	38	78	4
BRCA_TCGA-BH-A1FR	3	0	1	2	1	0	0	2	0	6	2	0
BRCA_TCGA-BH-A1FU	4	4	8	7	5	0	9	14	9	32	20	6
BRCA_TCGA-BH-A201	2	3	3	0	3	2	2	7	2	0	3	0
BRCA_TCGA-BH-A202	6	4	0	0	3	0	3	0	0	9	3	0
BRCA_TCGA-BH-A203	28	0	9	0	13	3	0	4	5	13	24	0
BRCA_TCGA-BH-A204	4	3	4	5	0	3	2	0	11	14	6	0
BRCA_TCGA-BH-A208	7	0	3	0	0	0	2	4	18	12	36	0
BRCA_TCGA-BH-A209	3	1	8	0	3	0	0	2	4	5	93	0
BRCA_TCGA-BH-A28Q	7	0	0	4	3	0	0	0	3	4	3	2
BRCA_TCGA-BH-A2L8	3	4	28	2	0	3	0	0	27	0	561	0
BRCA_TCGA-BH-A42U	1	0	5	0	0	1	0	0	8	3	14	0
BRCA_TCGA-BH-A42V	3	0	5	0	0	0	2	0	7	0	38	0
BRCA_TCGA-BH-A5IZ	9	2	0	0	0	6	9	0	17	40	13	0
BRCA_TCGA-BH-A5J0	3	1	13	8	0	2	1	6	14	4	50	0
BRCA_TCGA-BH-A6R8	10	0	3	1	3	0	2	0	2	10	6	0
BRCA_TCGA-BH-A6R9	2	2	3	1	0	1	0	0	6	9	0	1
BRCA_TCGA-BH-A8FY	0	1	0	8	0	0	0	3	13	22	8	1
BRCA_TCGA-BH-A8FZ	6	3	1	8	2	2	9	3	0	38	14	5
BRCA_TCGA-BH-A8G0	4	0	2	0	1	0	3	3	3	0	0	1
BRCA_TCGA-BH-AB28	6	0	2	8	3	3	0	4	4	4	6	3
BRCA_TCGA-C8-A12K	5	3	0	5	4	0	5	9	8	69	63	2
BRCA_TCGA-C8-A12L	3	0	3	7	12	0	0	0	11	47	6	0
BRCA_TCGA-C8-A12M	14	1	10	5	9	0	3	7	11	20	1	1
BRCA_TCGA-C8-A12N	8	2	0	0	4	0	3	0	0	6	4	0
BRCA_TCGA-C8-A12O	16	1	3	0	0	1	0	3	12	10	3	0
BRCA_TCGA-C8-A12P	16	5	13	1	7	0	7	2	12	25	108	6
BRCA_TCGA-C8-A12Q	0	4	17	5	0	3	5	7	15	5	78	0
BRCA_TCGA-C8-A12T	13	9	6	0	8	1	1	0	3	8	165	0
BRCA_TCGA-C8-A12U	14	0	0	0	3	0	2	3	15	16	8	0
BRCA_TCGA-C8-A12V	3	0	2	0	11	5	1	2	1	20	4	3
BRCA_TCGA-C8-A12W	29	1	6	0	4	0	8	0	10	16	3	0
BRCA_TCGA-C8-A12X	13	0	4	5	2	0	0	9	18	9	1	4
BRCA_TCGA-C8-A12Y	11	0	1	9	4	3	2	8	0	5	3	0
BRCA_TCGA-C8-A12Z	9	2	2	2	3	0	4	0	14	4	21	0
BRCA_TCGA-C8-A130	21	0	5	0	1	0	1	9	0	9	7	1
BRCA_TCGA-C8-A131	0	1	10	12	0	1	2	3	15	21	7	2
BRCA_TCGA-C8-A132	9	1	0	0	7	0	4	0	2	27	32	2
BRCA_TCGA-C8-A133	0	1	2	0	3	4	0	4	6	7	4	2
BRCA_TCGA-C8-A134	2	9	2	2	6	9	2	8	14	57	6	0
BRCA_TCGA-C8-A135	21	1	3	7	4	2	8	0	0	22	9	0
BRCA_TCGA-C8-A137	7	0	9	0	0	1	2	0	5	10	26	2
BRCA_TCGA-C8-A138	8	4	1	0	0	4	6	0	14	15	0	0
BRCA_TCGA-C8-A1HE	1	0	3	2	0	0	0	3	13	3	28	1
BRCA_TCGA-C8-A1HF	2	1	2	3	0	2	0	5	7	3	14	0
BRCA_TCGA-C8-A1HG	15	0	3	5	0	0	6	3	14	16	7	0
BRCA_TCGA-C8-A1HI	15	2	0	0	9	0	6	0	7	17	16	0
BRCA_TCGA-C8-A1HJ	9	2	1	1	11	5	8	7	0	62	14	4
BRCA_TCGA-C8-A1HK	6	3	6	3	6	0	4	0	0	18	27	0
BRCA_TCGA-C8-A1HL	0	1	1	8	1	2	0	5	12	7	0	0
BRCA_TCGA-C8-A1HM	18	12	16	5	7	0	0	11	0	48	331	0
BRCA_TCGA-C8-A1HN	14	2	0	1	1	0	1	11	16	19	5	0
BRCA_TCGA-C8-A1HO	4	3	1	0	3	1	3	2	10	11	11	0
BRCA_TCGA-C8-A26V	7	1	6	5	0	0	0	12	0	14	49	2
BRCA_TCGA-C8-A26W	1	0	10	3	0	0	5	3	13	5	29	0
BRCA_TCGA-C8-A26X	9	1	4	5	0	2	0	10	20	19	5	0
BRCA_TCGA-C8-A26Y	11	30	39	3	9	0	14	20	7	91	668	24
BRCA_TCGA-C8-A26Z	10	2	3	6	0	0	0	0	9	17	1	1
BRCA_TCGA-C8-A273	5	1	2	0	3	0	0	0	2	9	1	1
BRCA_TCGA-C8-A274	10	4	12	9	8	6	6	3	0	19	204	0
BRCA_TCGA-C8-A275	6	0	11	2	8	0	1	0	8	9	94	3
BRCA_TCGA-C8-A278	9	2	4	0	4	0	4	0	2	15	13	0
BRCA_TCGA-C8-A27A	4	5	4	1	0	0	0	4	6	7	9	0
BRCA_TCGA-C8-A27B	2	3	2	7	1	1	3	6	0	58	74	5
BRCA_TCGA-C8-A3M7	6	4	25	8	0	8	0	0	38	0	132	0
BRCA_TCGA-C8-A3M8	7	0	3	6	0	0	5	7	4	18	12	0
BRCA_TCGA-C8-A8HP	8	6	27	8	10	0	0	0	0	12	202	0
BRCA_TCGA-C8-A8HQ	21	0	39	0	4	9	0	4	4	0	290	1
BRCA_TCGA-C8-A8HR	8	0	2	3	0	0	1	14	12	10	4	6
BRCA_TCGA-C8-A9FZ	8	0	0	4	1	0	3	0	0	8	5	0
BRCA_TCGA-D8-A13Y	4	2	3	2	1	0	7	6	21	10	23	3
BRCA_TCGA-D8-A13Z	17	2	3	0	10	0	0	0	3	45	16	7
BRCA_TCGA-D8-A140	6	2	7	16	5	3	10	0	30	29	25	1
BRCA_TCGA-D8-A141	4	0	1	0	0	0	0	1	7	8	0	0
BRCA_TCGA-D8-A142	31	1	5	0	0	7	10	2	24	63	14	9
BRCA_TCGA-D8-A143	9	0	0	3	3	0	0	0	11	30	3	2
BRCA_TCGA-D8-A145	9	0	0	4	2	0	4	4	4	17	3	0
BRCA_TCGA-D8-A146	4	0	6	5	0	0	5	2	11	3	4	1
BRCA_TCGA-D8-A147	4	1	6	0	17	8	3	0	5	80	62	14
BRCA_TCGA-D8-A1J8	54	26	60	56	124	0	32	29	37	9	534	0
BRCA_TCGA-D8-A1J9	3	14	29	3	1	0	0	1	0	13	209	5
BRCA_TCGA-D8-A1JB	2	1	2	1	3	2	4	0	12	25	7	4
BRCA_TCGA-D8-A1JC	9	2	10	0	5	2	2	0	11	14	66	1
BRCA_TCGA-D8-A1JD	4	5	4	4	23	0	0	0	5	49	25	3
BRCA_TCGA-D8-A1JE	9	2	0	0	5	1	2	5	1	12	3	0
BRCA_TCGA-D8-A1JF	8	0	2	5	10	0	2	2	0	14	6	0
BRCA_TCGA-D8-A1JG	18	44	22	6	4	4	6	0	19	28	15	3
BRCA_TCGA-D8-A1JH	2	0	1	2	0	3	2	3	1	8	2	0
BRCA_TCGA-D8-A1JI	0	0	3	2	5	0	3	4	17	8	0	0
BRCA_TCGA-D8-A1JJ	7	1	9	5	6	0	3	1	8	10	44	4
BRCA_TCGA-D8-A1JK	0	5	6	10	5	20	20	23	47	77	27	9
BRCA_TCGA-D8-A1JL	3	2	5	3	7	3	13	6	11	59	12	3
BRCA_TCGA-D8-A1JM	8	0	4	0	3	0	1	1	6	28	2	0
BRCA_TCGA-D8-A1JN	3	8	29	5	0	0	0	2	26	4	131	0
BRCA_TCGA-D8-A1JP	0	2	3	3	6	0	16	3	10	70	14	8
BRCA_TCGA-D8-A1JS	4	2	1	2	0	0	4	0	7	7	2	0
BRCA_TCGA-D8-A1JT	6	0	0	3	0	2	2	0	15	13	0	0
BRCA_TCGA-D8-A1JU	5	0	1	0	0	0	5	0	2	5	1	1
BRCA_TCGA-D8-A1X5	12	7	0	1	0	6	8	0	4	17	8	3
BRCA_TCGA-D8-A1X6	9	4	0	4	2	0	1	1	10	8	3	0
BRCA_TCGA-D8-A1X7	2	0	3	2	0	0	2	0	10	11	2	0
BRCA_TCGA-D8-A1X9	4	5	0	0	15	4	3	9	1	51	9	1
BRCA_TCGA-D8-A1XA	5	0	2	0	0	0	5	3	8	5	0	0
BRCA_TCGA-D8-A1XB	7	0	4	7	0	1	0	7	3	13	8	0
BRCA_TCGA-D8-A1XC	5	2	1	4	3	0	3	0	13	3	0	0
BRCA_TCGA-D8-A1XF	11	0	8	5	0	6	0	0	2	15	4	0
BRCA_TCGA-D8-A1XG	0	0	3	2	5	3	2	3	0	8	1	0
BRCA_TCGA-D8-A1XK	105	0	0	37	0	5	613	386	0	115	3	36
BRCA_TCGA-D8-A1XL	7	3	4	3	3	7	7	11	1	50	11	3
BRCA_TCGA-D8-A1XM	8	2	10	0	0	0	0	0	16	7	21	0
BRCA_TCGA-D8-A1XO	4	0	0	0	4	0	0	0	2	9	9	1
BRCA_TCGA-D8-A1XQ	168	6	16	36	150	2	216	203	17	154	43	20
BRCA_TCGA-D8-A1XR	4	0	1	5	7	3	3	1	1	3	3	1
BRCA_TCGA-D8-A1XS	3	0	5	3	0	0	0	0	0	10	5	0
BRCA_TCGA-D8-A1XT	6	0	2	4	0	3	2	0	10	11	5	2
BRCA_TCGA-D8-A1XU	2	0	1	1	2	0	2	0	9	6	12	0
BRCA_TCGA-D8-A1XV	9	0	0	0	0	0	2	2	7	12	4	0
BRCA_TCGA-D8-A1XW	9	0	2	2	7	0	10	0	4	62	17	9
BRCA_TCGA-D8-A1XY	16	1	2	4	0	5	0	3	12	8	8	0
BRCA_TCGA-D8-A1XZ	29	2	5	3	16	0	0	0	3	27	11	0
BRCA_TCGA-D8-A1Y0	6	4	1	0	7	3	7	0	8	29	15	1
BRCA_TCGA-D8-A1Y1	129	1	2	0	27	4	20	7	7	11	25	0
BRCA_TCGA-D8-A1Y2	6	0	1	0	1	0	1	0	0	0	13	0
BRCA_TCGA-D8-A1Y3	22	0	2	0	0	0	0	14	14	13	1	1
BRCA_TCGA-D8-A27E	1	0	2	0	2	0	0	0	2	3	1	0
BRCA_TCGA-D8-A27F	3	4	0	0	8	0	4	0	0	39	12	0
BRCA_TCGA-D8-A27G	0	24	72	11	1	3	0	0	34	0	1031	0
BRCA_TCGA-D8-A27H	9	0	0	0	4	3	10	2	0	70	60	2
BRCA_TCGA-D8-A27I	7	0	1	0	3	0	3	0	0	14	8	0
BRCA_TCGA-D8-A27K	5	0	1	0	1	0	0	3	5	5	1	0
BRCA_TCGA-D8-A27L	0	0	7	6	0	1	0	0	17	3	19	0
BRCA_TCGA-D8-A27M	4	5	5	6	0	3	2	6	1	43	15	0
BRCA_TCGA-D8-A27N	15	1	4	3	3	2	0	2	8	18	4	0
BRCA_TCGA-D8-A27P	1	0	1	8	1	0	1	1	5	11	1	0
BRCA_TCGA-D8-A27R	0	0	4	4	0	0	0	0	7	16	4	0
BRCA_TCGA-D8-A27T	8	0	0	4	0	1	0	8	4	2	4	0
BRCA_TCGA-D8-A27V	2	7	21	4	0	1	2	4	20	13	161	0
BRCA_TCGA-D8-A27W	21	0	2	3	5	0	3	0	3	12	5	1
BRCA_TCGA-D8-A3Z6	6	1	0	3	3	0	0	9	6	2	7	0
BRCA_TCGA-D8-A4Z1	0	1	7	4	0	0	0	0	6	0	28	0
BRCA_TCGA-D8-A73U	0	5	12	7	0	0	5	0	38	0	140	0
BRCA_TCGA-D8-A73W	10	0	0	10	5	0	0	0	10	8	4	5
BRCA_TCGA-D8-A73X	13	0	4	0	0	2	7	6	2	12	6	0
BRCA_TCGA-E2-A105	10	2	0	2	3	2	9	0	19	12	8	0
BRCA_TCGA-E2-A107	7	2	3	0	0	0	4	5	6	2	7	0
BRCA_TCGA-E2-A108	7	3	3	0	6	4	7	3	0	24	129	0
BRCA_TCGA-E2-A109	6	2	4	8	1	6	0	8	20	28	1	0
BRCA_TCGA-E2-A10A	0	0	0	5	0	0	1	0	8	4	10	0
BRCA_TCGA-E2-A10B	5	0	4	2	3	3	1	11	6	6	30	2
BRCA_TCGA-E2-A10C	0	11	42	3	0	1	0	0	26	0	436	0
BRCA_TCGA-E2-A10F	8	0	1	2	0	1	3	1	3	6	5	0
BRCA_TCGA-E2-A14N	2	0	6	5	1	0	1	5	12	47	22	8
BRCA_TCGA-E2-A14O	10	1	7	0	0	1	0	0	9	8	0	0
BRCA_TCGA-E2-A14P	12	4	10	9	0	0	7	4	24	14	28	0
BRCA_TCGA-E2-A14Q	9	1	0	0	0	1	0	8	11	4	5	1
BRCA_TCGA-E2-A14R	6	4	5	2	9	1	6	18	10	62	18	2
BRCA_TCGA-E2-A14T	6	0	4	5	1	0	0	0	0	13	8	6
BRCA_TCGA-E2-A14V	20	0	11	0	5	4	6	0	5	26	58	6
BRCA_TCGA-E2-A14W	0	0	6	4	6	2	1	6	11	50	13	3
BRCA_TCGA-E2-A14X	11	0	4	6	0	1	0	0	1	6	7	1
BRCA_TCGA-E2-A14Y	6	0	0	1	0	0	2	3	5	5	28	0
BRCA_TCGA-E2-A14Z	5	3	9	0	1	3	2	0	15	26	27	4
BRCA_TCGA-E2-A150	11	11	3	9	9	0	4	0	4	24	7	9
BRCA_TCGA-E2-A152	5	3	24	0	13	0	0	0	0	17	109	0
BRCA_TCGA-E2-A153	9	0	1	1	1	0	3	0	2	2	7	0
BRCA_TCGA-E2-A154	13	3	6	1	6	1	0	0	0	26	2	0
BRCA_TCGA-E2-A155	10	3	3	3	10	0	2	3	11	21	14	1
BRCA_TCGA-E2-A156	3	0	1	0	1	0	0	5	5	5	5	0
BRCA_TCGA-E2-A158	8	1	3	0	11	3	2	4	4	51	5	5
BRCA_TCGA-E2-A159	10	1	2	3	0	0	1	5	8	20	145	6
BRCA_TCGA-E2-A15A	5	3	0	5	0	2	2	0	11	25	5	4
BRCA_TCGA-E2-A15C	12	0	1	4	4	2	4	0	11	10	2	0
BRCA_TCGA-E2-A15D	10	3	1	2	5	0	5	0	1	4	1	2
BRCA_TCGA-E2-A15E	9	1	0	0	0	0	5	9	2	8	6	0
BRCA_TCGA-E2-A15F	8	0	0	0	2	0	2	0	6	9	1	0
BRCA_TCGA-E2-A15G	9	0	5	0	1	0	4	9	14	24	7	0
BRCA_TCGA-E2-A15H	5	0	2	5	0	0	0	6	11	4	0	0
BRCA_TCGA-E2-A15I	12	2	0	0	0	0	2	0	10	12	5	0
BRCA_TCGA-E2-A15J	1	0	0	6	0	0	1	0	6	8	0	0
BRCA_TCGA-E2-A15K	7	1	2	5	0	5	1	2	15	13	2	0
BRCA_TCGA-E2-A15L	12	0	1	0	0	0	2	6	0	9	4	0
BRCA_TCGA-E2-A15M	12	2	3	8	0	3	4	3	17	23	33	0
BRCA_TCGA-E2-A15O	8	0	2	0	2	0	1	1	2	14	2	2
BRCA_TCGA-E2-A15P	4	0	1	3	0	0	2	3	10	4	1	0
BRCA_TCGA-E2-A15R	12	0	6	0	0	0	2	1	15	7	4	0
BRCA_TCGA-E2-A15S	5	0	0	0	5	4	9	0	7	20	12	6
BRCA_TCGA-E2-A15T	10	0	1	0	2	0	5	0	7	12	3	0
BRCA_TCGA-E2-A1AZ	0	1	12	7	0	0	0	11	0	24	24	0
BRCA_TCGA-E2-A1B0	10	0	7	1	0	0	15	0	7	10	8	2
BRCA_TCGA-E2-A1B1	6	2	2	0	0	0	1	0	20	1	34	0
BRCA_TCGA-E2-A1B4	0	0	5	8	0	2	1	0	5	14	7	0
BRCA_TCGA-E2-A1B5	6	0	5	3	0	0	4	0	4	1	21	2
BRCA_TCGA-E2-A1B6	8	0	0	4	4	2	1	0	0	32	4	1
BRCA_TCGA-E2-A1BC	2	0	0	8	0	0	0	6	5	17	3	0
BRCA_TCGA-E2-A1BD	14	1	2	0	1	0	0	5	11	9	0	0
BRCA_TCGA-E2-A1IE	4	0	1	0	4	3	2	0	6	8	0	2
BRCA_TCGA-E2-A1IF	2	0	1	2	0	0	2	7	2	8	0	0
BRCA_TCGA-E2-A1IG	6	0	8	1	0	1	4	0	16	14	7	0
BRCA_TCGA-E2-A1IH	5	2	2	4	0	0	7	6	6	16	36	1
BRCA_TCGA-E2-A1II	6	1	0	2	0	0	0	13	0	11	1	0
BRCA_TCGA-E2-A1IJ	5	0	0	0	2	1	1	0	2	5	0	2
BRCA_TCGA-E2-A1IK	2	0	5	1	0	0	2	0	0	6	1	0
BRCA_TCGA-E2-A1IL	1	1	4	6	0	0	0	3	5	10	0	1
BRCA_TCGA-E2-A1IN	12	0	8	3	12	0	1	4	0	26	180	2
BRCA_TCGA-E2-A1IO	6	0	2	0	0	0	2	0	0	5	1	0
BRCA_TCGA-E2-A1IU	2	0	7	0	2	0	0	0	0	13	6	1
BRCA_TCGA-E2-A1L6	0	0	7	2	3	0	0	5	5	5	1	0
BRCA_TCGA-E2-A1L7	5	3	0	0	2	4	6	3	11	37	5	5
BRCA_TCGA-E2-A1L8	5	0	0	0	0	4	7	0	7	8	7	0
BRCA_TCGA-E2-A1L9	5	0	2	1	3	1	1	3	2	6	3	1
BRCA_TCGA-E2-A1LA	6	1	1	2	8	0	2	19	7	46	10	5
BRCA_TCGA-E2-A1LB	3	3	4	0	2	3	3	0	6	6	25	0
BRCA_TCGA-E2-A1LG	8	2	16	0	6	3	0	0	2	9	171	2
BRCA_TCGA-E2-A1LH	12	10	1	0	0	9	16	7	7	97	63	9
BRCA_TCGA-E2-A1LI	1	0	2	1	1	3	0	2	0	16	11	0
BRCA_TCGA-E2-A1LK	23	0	7	9	0	0	0	7	0	4	3	1
BRCA_TCGA-E2-A1LL	6	1	0	5	1	2	5	0	6	24	5	6
BRCA_TCGA-E2-A2P6	0	1	21	16	0	0	0	0	35	0	113	0
BRCA_TCGA-E2-A56Z	8	2	4	6	1	0	11	0	10	15	1	2
BRCA_TCGA-E2-A570	5	0	1	1	0	0	3	0	12	6	1	1
BRCA_TCGA-E2-A572	9	0	0	0	0	0	6	0	0	11	3	0
BRCA_TCGA-E2-A573	6	4	2	9	4	2	7	0	3	25	7	3
BRCA_TCGA-E2-A574	8	2	17	12	0	3	2	0	24	23	63	2
BRCA_TCGA-E2-A576	18	0	4	0	10	0	1	0	16	19	1	1
BRCA_TCGA-E2-A9RU	20	7	10	11	0	0	3	5	16	15	19	1
BRCA_TCGA-E9-A1N3	2	3	0	3	3	2	0	2	0	11	3	2
BRCA_TCGA-E9-A1N4	6	0	4	0	2	0	0	0	0	10	12	0
BRCA_TCGA-E9-A1N5	2	0	0	2	10	0	3	0	0	8	13	1
BRCA_TCGA-E9-A1N8	0	4	6	1	0	0	8	1	0	8	8	0
BRCA_TCGA-E9-A1N9	12	0	1	0	0	6	0	11	10	17	9	0
BRCA_TCGA-E9-A1NA	5	4	6	3	5	4	1	2	14	50	22	1
BRCA_TCGA-E9-A1NE	0	7	0	8	1	1	3	0	5	30	7	0
BRCA_TCGA-E9-A1NF	2	0	6	1	2	0	2	1	19	7	21	0
BRCA_TCGA-E9-A1NG	4	0	1	0	4	0	1	0	4	6	1	0
BRCA_TCGA-E9-A1NH	6	1	0	0	0	0	6	3	7	11	2	1
BRCA_TCGA-E9-A1QZ	2	0	1	2	0	1	4	0	0	13	0	0
BRCA_TCGA-E9-A1R0	8	0	4	3	0	0	1	0	10	1	8	0
BRCA_TCGA-E9-A1R2	4	0	1	1	0	0	7	9	2	27	14	1
BRCA_TCGA-E9-A1R3	5	0	2	1	2	0	0	4	0	8	3	0
BRCA_TCGA-E9-A1R4	1	5	9	7	0	2	1	5	20	17	86	0
BRCA_TCGA-E9-A1R5	12	1	2	0	1	0	3	3	5	19	5	0
BRCA_TCGA-E9-A1R6	10	3	5	0	2	0	2	0	4	8	1	1
BRCA_TCGA-E9-A1R7	0	1	0	7	2	0	2	1	16	19	11	4
BRCA_TCGA-E9-A1RA	3	2	1	0	0	0	1	0	7	3	5	3
BRCA_TCGA-E9-A1RB	5	0	0	2	4	2	0	10	5	10	0	0
BRCA_TCGA-E9-A1RC	11	0	5	5	0	1	3	8	3	17	1	1
BRCA_TCGA-E9-A1RD	3	0	1	2	2	0	0	0	4	5	6	0
BRCA_TCGA-E9-A1RE	15	0	4	7	6	0	6	0	9	16	3	0
BRCA_TCGA-E9-A1RF	18	7	4	6	9	1	3	2	10	88	22	0
BRCA_TCGA-E9-A1RG	4	0	1	1	0	3	4	0	5	14	9	0
BRCA_TCGA-E9-A1RH	12	4	5	0	4	2	10	1	22	35	15	1
BRCA_TCGA-E9-A1RI	3	3	0	3	1	0	2	0	6	6	5	0
BRCA_TCGA-E9-A226	5	1	11	5	0	0	1	0	6	5	45	0
BRCA_TCGA-E9-A227	0	0	2	0	1	0	0	2	5	5	4	0
BRCA_TCGA-E9-A228	13	0	0	3	0	4	1	0	14	2	12	3
BRCA_TCGA-E9-A229	5	1	0	4	0	0	0	1	5	5	7	2
BRCA_TCGA-E9-A22A	5	0	1	0	2	0	1	0	0	18	9	0
BRCA_TCGA-E9-A22B	11	1	4	5	0	0	0	7	12	19	13	4
BRCA_TCGA-E9-A22D	13	2	7	4	0	0	0	0	0	8	6	0
BRCA_TCGA-E9-A22E	10	3	0	1	3	3	5	0	9	64	37	9
BRCA_TCGA-E9-A22G	1	3	2	2	2	3	14	18	11	47	8	6
BRCA_TCGA-E9-A22H	10	0	1	0	0	0	2	2	4	5	2	0
BRCA_TCGA-E9-A243	7	4	1	1	10	0	7	5	0	33	20	1
BRCA_TCGA-E9-A244	16	7	0	4	12	0	0	10	7	56	7	2
BRCA_TCGA-E9-A245	0	2	1	0	2	0	1	1	2	12	1	1
BRCA_TCGA-E9-A247	17	0	2	11	1	2	2	0	1	9	1	1
BRCA_TCGA-E9-A248	7	1	0	5	0	5	0	0	3	1	6	0
BRCA_TCGA-E9-A249	6	0	2	5	0	0	0	2	0	9	1	0
BRCA_TCGA-E9-A24A	4	3	2	0	0	0	0	2	5	6	0	0
BRCA_TCGA-E9-A295	26	7	3	0	0	13	2	0	3	49	6	0
BRCA_TCGA-E9-A2JS	24	0	6	3	0	7	2	4	14	26	1	2
BRCA_TCGA-E9-A2JT	0	2	0	0	1	0	0	1	0	0	24	0
BRCA_TCGA-E9-A3HO	0	0	2	1	9	0	4	2	6	38	8	2
BRCA_TCGA-E9-A3QA	2	0	1	0	4	1	0	3	2	26	23	0
BRCA_TCGA-E9-A3X8	3	0	1	2	0	0	0	0	12	10	6	3
BRCA_TCGA-E9-A54Y	9	2	3	3	0	0	2	3	13	6	16	1
BRCA_TCGA-E9-A5FK	5	2	0	2	5	0	1	0	10	10	3	1
BRCA_TCGA-E9-A5FL	4	3	5	10	8	1	5	10	1	60	24	2
BRCA_TCGA-E9-A5UO	7	0	0	2	3	1	1	2	8	13	1	0
BRCA_TCGA-E9-A6HE	3	0	3	4	0	0	1	1	8	1	0	1
BRCA_TCGA-EW-A1IW	12	2	1	0	4	0	0	3	20	16	68	1
BRCA_TCGA-EW-A1IX	0	2	0	0	8	0	0	0	0	4	28	0
BRCA_TCGA-EW-A1IY	0	0	9	0	0	2	4	0	9	0	14	0
BRCA_TCGA-EW-A1IZ	120	0	25	41	85	32	61	46	9	9	4	3
