Samples	SBS96A	SBS96B	SBS96C	SBS96D
MSH2_0_multinomial_train1.93	1.04E-41	1.00E-26	8.47E-42	1.00E-26
MSH2_0_multinomial_train1.94	1.04E-41	1.00E-26	8.47E-42	1.00E-26
MSH2_0_multinomial_train1.95	1.04E-41	1.00E-26	8.47E-42	1.00E-26
MSH2_0_multinomial_train1.96	1.04E-41	1.00E-26	8.47E-42	1.00E-26
MSH2_0_multinomial_train1.97	1.04E-41	1.00E-26	8.47E-42	1.00E-26
MSH2_0_multinomial_train1.98	1.04E-41	1.00E-26	8.47E-42	1.00E-26
MSH6_1_multinomial_train1	1.49E-01	1.33E-26	5.95E-03	1.33E-26
MSH6_1_multinomial_train1.1	1.44E-01	1.33E-26	6.36E-03	1.33E-26
MSH6_0_multinomial_train1	1.44E-01	1.33E-26	6.95E-03	2.46E-03
MSH6_0_multinomial_train1.1	1.41E-01	4.80E-22	7.49E-03	5.52E-03
MSH6_1_multinomial_train1.2	1.46E-01	1.33E-26	6.45E-03	1.33E-26
MSH6_0_multinomial_train1.2	1.45E-01	1.33E-26	6.11E-03	8.63E-04
MSH6_0_multinomial_train1.3	1.43E-01	1.33E-26	6.67E-03	1.33E-26
MSH6_0_multinomial_train1.4	1.44E-01	1.33E-26	7.10E-03	2.57E-03
MSH6_1_multinomial_train1.3	1.47E-01	1.33E-26	6.29E-03	1.33E-26
MSH6_0_multinomial_train1.5	1.40E-01	1.33E-26	7.43E-03	4.45E-03
MSH6_0_multinomial_train1.6	1.46E-01	1.33E-26	6.33E-03	1.33E-26
MSH6_0_multinomial_train1.7	1.43E-01	1.33E-26	5.47E-03	1.33E-26
MSH6_1_multinomial_train1.4	1.46E-01	1.33E-26	6.79E-03	1.33E-26
MSH6_1_multinomial_train1.5	1.46E-01	1.33E-26	6.31E-03	1.33E-26
MSH6_0_multinomial_train1.8	1.41E-01	1.33E-26	6.14E-03	2.32E-03
MSH6_1_multinomial_train1.6	1.45E-01	1.33E-26	5.96E-03	1.33E-26
MSH6_1_multinomial_train1.7	1.49E-01	1.53E-26	6.65E-03	1.33E-26
MSH6_0_multinomial_train1.9	1.47E-01	1.33E-26	5.96E-03	7.56E-04
MSH6_1_multinomial_train1.8	1.49E-01	8.38E-12	1.33E-26	8.55E-04
MSH6_1_multinomial_train1.9	1.42E-01	1.33E-26	7.66E-03	1.33E-26
MSH6_1_multinomial_train1.10	1.45E-01	1.33E-26	6.79E-03	1.33E-26
MSH6_1_multinomial_train1.11	1.42E-01	1.33E-26	6.71E-03	1.33E-26
MSH6_0_multinomial_train1.10	1.44E-01	1.33E-26	6.68E-03	1.86E-03
MSH6_1_multinomial_train1.12	1.44E-01	1.33E-26	5.85E-03	1.33E-26
MSH6_1_multinomial_train1.13	1.45E-01	1.33E-26	7.54E-03	1.33E-26
MSH6_1_multinomial_train1.14	1.48E-01	1.33E-26	6.35E-03	1.33E-26
MSH6_1_multinomial_train1.15	1.44E-01	1.33E-26	6.91E-03	1.33E-26
MSH6_0_multinomial_train1.11	1.47E-01	1.33E-26	6.69E-03	1.19E-11
MSH6_1_multinomial_train1.16	1.41E-01	1.33E-26	8.46E-03	1.33E-26
MSH6_1_multinomial_train1.17	1.47E-01	1.33E-26	7.29E-03	1.33E-26
MSH6_1_multinomial_train1.18	1.45E-01	1.33E-26	8.02E-03	1.33E-26
MSH6_1_multinomial_train1.19	1.40E-01	1.33E-26	8.34E-03	1.33E-26
MSH6_0_multinomial_train1.12	1.46E-01	1.33E-26	6.12E-03	1.28E-03
MSH6_1_multinomial_train1.20	1.48E-01	1.53E-26	6.04E-03	1.33E-26
MSH6_1_multinomial_train1.21	1.45E-01	1.33E-26	5.89E-03	1.33E-26
MSH6_0_multinomial_train1.13	1.43E-01	1.33E-26	6.10E-03	2.60E-03
MSH6_0_multinomial_train1.14	1.46E-01	1.33E-26	5.86E-03	9.56E-04
MSH6_0_multinomial_train1.15	1.42E-01	1.33E-26	6.91E-03	2.88E-03
MSH6_0_multinomial_train1.16	1.42E-01	1.33E-26	6.55E-03	1.53E-03
MSH6_0_multinomial_train1.17	1.44E-01	1.33E-26	6.79E-03	2.25E-03
MSH6_0_multinomial_train1.18	1.42E-01	1.33E-26	6.53E-03	2.68E-03
MSH6_1_multinomial_train1.22	1.45E-01	1.33E-26	6.16E-03	1.33E-26
MSH6_1_multinomial_train1.23	1.46E-01	1.33E-26	8.03E-03	1.33E-26
MSH6_1_multinomial_train1.24	1.49E-01	1.33E-26	5.55E-03	1.33E-26
MSH6_0_multinomial_train1.19	1.45E-01	1.33E-26	6.93E-03	1.94E-03
MSH6_0_multinomial_train1.20	1.46E-01	1.33E-26	6.17E-03	1.86E-03
MSH6_0_multinomial_train1.21	1.46E-01	1.33E-26	6.67E-03	1.14E-03
MSH6_1_multinomial_train1.25	1.44E-01	1.33E-26	5.34E-03	1.33E-26
MSH6_1_multinomial_train1.26	1.47E-01	1.33E-26	6.69E-03	1.33E-26
MSH6_1_multinomial_train1.27	1.52E-01	7.72E-13	1.33E-26	5.46E-04
MSH6_0_multinomial_train1.22	1.45E-01	1.33E-26	6.70E-03	2.06E-03
MSH6_1_multinomial_train1.28	1.42E-01	1.33E-26	7.98E-03	1.33E-26
MSH6_0_multinomial_train1.23	1.45E-01	1.33E-26	7.40E-03	2.56E-03
MSH6_1_multinomial_train1.29	1.45E-01	1.33E-26	5.83E-03	1.33E-26
MSH6_1_multinomial_train1.30	1.49E-01	9.66E-04	3.49E-17	9.85E-04
MSH6_0_multinomial_train1.24	1.43E-01	1.33E-26	5.44E-03	1.08E-03
MSH6_0_multinomial_train1.25	1.46E-01	1.33E-26	5.98E-03	1.33E-26
MSH6_0_multinomial_train1.26	1.43E-01	1.33E-26	7.04E-03	3.02E-03
MSH6_1_multinomial_train1.31	1.43E-01	1.33E-26	6.34E-03	1.33E-26
MSH6_1_multinomial_train1.32	1.47E-01	1.33E-26	7.50E-03	1.33E-26
MSH6_1_multinomial_train1.33	1.46E-01	1.33E-26	4.91E-03	1.33E-26
MSH6_0_multinomial_train1.27	1.42E-01	1.33E-26	7.64E-03	3.87E-03
MSH6_1_multinomial_train1.34	1.46E-01	1.33E-26	7.20E-03	1.33E-26
MSH6_1_multinomial_train1.35	1.45E-01	1.33E-26	6.05E-03	1.33E-26
MSH6_0_multinomial_train1.28	1.46E-01	6.74E-10	6.36E-03	1.55E-03
MSH6_1_multinomial_train1.36	1.49E-01	1.33E-26	6.69E-03	1.33E-26
MSH6_0_multinomial_train1.29	1.44E-01	1.33E-26	5.46E-03	5.56E-25
MSH6_1_multinomial_train1.37	1.46E-01	1.33E-26	6.41E-03	1.33E-26
MSH6_0_multinomial_train1.30	1.46E-01	1.33E-26	5.21E-03	1.33E-26
MSH6_0_multinomial_train1.31	1.45E-01	1.33E-26	6.42E-03	1.07E-03
MSH6_0_multinomial_train1.32	1.39E-01	1.33E-26	7.48E-03	3.45E-03
MSH6_1_multinomial_train1.38	1.49E-01	1.33E-26	5.89E-03	1.33E-26
MSH6_0_multinomial_train1.33	1.47E-01	1.33E-26	5.55E-03	1.33E-26
MSH6_0_multinomial_train1.34	1.40E-01	1.33E-26	7.46E-03	3.17E-03
MSH6_0_multinomial_train1.35	1.42E-01	1.33E-26	6.75E-03	1.91E-03
MSH6_0_multinomial_train1.36	1.47E-01	1.33E-26	6.57E-03	1.33E-26
MSH6_1_multinomial_train1.39	1.46E-01	1.33E-26	8.19E-03	1.33E-26
MSH6_0_multinomial_train1.37	1.45E-01	1.33E-26	6.32E-03	1.65E-03
MSH6_0_multinomial_train1.38	1.47E-01	1.33E-26	5.20E-03	1.33E-26
MSH6_0_multinomial_train1.39	1.40E-01	1.33E-26	7.93E-03	3.70E-03
MSH6_0_multinomial_train1.40	1.41E-01	1.33E-26	6.71E-03	2.63E-03
MSH6_0_multinomial_train1.41	1.46E-01	1.33E-26	5.75E-03	1.33E-26
MSH6_1_multinomial_train1.40	1.46E-01	1.33E-26	8.39E-03	1.33E-26
MSH6_0_multinomial_train1.42	1.44E-01	1.33E-26	6.94E-03	3.21E-03
MSH6_0_multinomial_train1.43	1.44E-01	1.33E-26	5.80E-03	1.90E-03
MSH6_1_multinomial_train1.41	1.46E-01	1.33E-26	5.06E-03	1.33E-26
MSH6_0_multinomial_train1.44	1.43E-01	1.33E-26	6.38E-03	1.65E-03
MSH6_1_multinomial_train1.42	1.46E-01	1.33E-26	6.80E-03	1.33E-26
MSH6_0_multinomial_train1.45	1.47E-01	1.33E-26	4.99E-03	1.33E-26
MSH6_0_multinomial_train1.46	1.45E-01	1.33E-26	6.15E-03	1.27E-03
MSH6_0_multinomial_train1.47	1.47E-01	1.33E-26	5.94E-03	1.33E-26
MSH6_0_multinomial_train1.48	1.46E-01	1.33E-26	5.96E-03	1.15E-03
MSH6_0_multinomial_train1.49	1.47E-01	1.33E-26	5.84E-03	1.08E-03
MSH6_0_multinomial_train1.50	1.44E-01	1.33E-26	7.35E-03	2.40E-08
MSH6_0_multinomial_train1.51	1.44E-01	1.33E-26	7.52E-03	2.53E-03
MSH6_0_multinomial_train1.52	1.45E-01	1.33E-26	5.72E-03	1.33E-26
MSH6_1_multinomial_train1.43	1.42E-01	1.33E-26	8.44E-03	1.33E-26
MSH6_0_multinomial_train1.53	1.44E-01	1.33E-26	6.89E-03	3.17E-21
PMS1_0_multinomial_train1	8.49E-02	5.30E-02	1.50E-01	1.08E-01
PMS1_0_multinomial_train1.1	9.05E-02	5.35E-02	1.50E-01	1.10E-01
PMS1_0_multinomial_train1.2	1.02E-01	5.47E-02	1.59E-01	1.18E-01
PMS1_0_multinomial_train1.3	1.05E-01	5.56E-02	1.63E-01	1.21E-01
PMS1_0_multinomial_train1.4	9.20E-02	5.62E-02	1.49E-01	1.13E-01
PMS1_0_multinomial_train1.5	9.58E-02	4.99E-02	1.52E-01	1.19E-01
PMS1_0_multinomial_train1.6	1.02E-01	5.84E-02	1.59E-01	1.18E-01
PMS1_0_multinomial_train1.7	9.82E-02	5.49E-02	1.53E-01	1.24E-01
PMS1_0_multinomial_train1.8	1.04E-01	5.79E-02	1.61E-01	1.20E-01
PMS1_0_multinomial_train1.9	9.96E-02	5.71E-02	1.58E-01	1.14E-01
PMS1_0_multinomial_train1.10	9.64E-02	5.38E-02	1.51E-01	1.20E-01
PMS1_0_multinomial_train1.11	9.63E-02	5.46E-02	1.51E-01	1.19E-01
PMS1_0_multinomial_train1.12	9.16E-02	5.11E-02	1.50E-01	1.11E-01
PMS1_0_multinomial_train1.13	9.20E-02	5.29E-02	1.49E-01	1.12E-01
PMS1_0_multinomial_train1.14	1.03E-01	5.98E-02	1.56E-01	1.23E-01
PMS1_0_multinomial_train1.15	1.03E-01	5.57E-02	1.56E-01	1.21E-01
PMS1_0_multinomial_train1.16	8.84E-02	5.43E-02	1.47E-01	1.11E-01
PMS1_0_multinomial_train1.17	1.06E-01	5.77E-02	1.57E-01	1.23E-01
PMS1_0_multinomial_train1.18	9.33E-02	5.28E-02	1.51E-01	1.12E-01
PMS1_0_multinomial_train1.19	9.49E-02	5.67E-02	1.53E-01	1.16E-01
PMS1_0_multinomial_train1.20	9.39E-02	5.51E-02	1.51E-01	1.14E-01
PMS1_0_multinomial_train1.21	9.02E-02	5.25E-02	1.49E-01	1.10E-01
PMS1_0_multinomial_train1.22	9.29E-02	5.64E-02	1.51E-01	1.17E-01
PMS1_0_multinomial_train1.23	1.05E-01	5.61E-02	1.57E-01	1.28E-01
PMS1_0_multinomial_train1.24	9.59E-02	5.27E-02	1.50E-01	1.18E-01
PMS1_0_multinomial_train1.25	8.91E-02	5.44E-02	1.48E-01	1.07E-01
PMS1_0_multinomial_train1.26	9.86E-02	5.69E-02	1.52E-01	1.18E-01
PMS1_0_multinomial_train1.27	9.44E-02	5.48E-02	1.52E-01	1.18E-01
PMS1_0_multinomial_train1.28	9.28E-02	5.03E-02	1.49E-01	1.16E-01
PMS1_0_multinomial_train1.29	9.79E-02	5.53E-02	1.54E-01	1.15E-01
PMS1_0_multinomial_train1.30	8.81E-02	5.12E-02	1.44E-01	1.08E-01
PMS1_0_multinomial_train1.31	9.86E-02	5.32E-02	1.54E-01	1.17E-01
PMS1_0_multinomial_train1.32	8.82E-02	5.12E-02	1.47E-01	1.12E-01
PMS1_0_multinomial_train1.33	1.00E-01	4.95E-02	1.54E-01	1.25E-01
PMS1_0_multinomial_train1.34	8.51E-02	5.42E-02	1.45E-01	1.01E-01
PMS1_0_multinomial_train1.35	1.09E-01	5.75E-02	1.58E-01	1.26E-01
PMS1_0_multinomial_train1.36	8.79E-02	5.25E-02	1.48E-01	1.04E-01
PMS1_0_multinomial_train1.37	9.15E-02	5.72E-02	1.47E-01	1.12E-01
PMS1_0_multinomial_train1.38	9.50E-02	5.71E-02	1.51E-01	1.10E-01
PMS1_0_multinomial_train1.39	8.57E-02	5.11E-02	1.46E-01	1.10E-01
PMS1_0_multinomial_train1.40	1.01E-01	5.87E-02	1.53E-01	1.19E-01
PMS1_0_multinomial_train1.41	9.90E-02	5.75E-02	1.59E-01	1.13E-01
PMS1_0_multinomial_train1.42	9.24E-02	5.09E-02	1.51E-01	1.14E-01
PMS1_0_multinomial_train1.43	1.04E-01	5.89E-02	1.58E-01	1.20E-01
PMS1_0_multinomial_train1.44	1.04E-01	6.14E-02	1.65E-01	1.20E-01
PMS1_0_multinomial_train1.45	1.07E-01	5.83E-02	1.62E-01	1.24E-01
PMS1_0_multinomial_train1.46	1.09E-01	6.07E-02	1.61E-01	1.27E-01
PMS1_0_multinomial_train1.47	9.77E-02	5.22E-02	1.52E-01	1.18E-01
PMS1_0_multinomial_train1.48	9.65E-02	5.59E-02	1.54E-01	1.19E-01
PMS1_0_multinomial_train1.49	9.01E-02	5.37E-02	1.46E-01	1.11E-01
PMS1_0_multinomial_train1.50	1.03E-01	5.64E-02	1.54E-01	1.19E-01
PMS1_0_multinomial_train1.51	8.86E-02	5.02E-02	1.44E-01	1.09E-01
PMS1_0_multinomial_train1.52	9.87E-02	5.17E-02	1.54E-01	1.25E-01
PMS1_0_multinomial_train1.53	9.16E-02	5.57E-02	1.49E-01	1.11E-01
PMS1_0_multinomial_train1.54	1.00E-01	5.84E-02	1.54E-01	1.17E-01
PMS1_0_multinomial_train1.55	9.58E-02	5.28E-02	1.58E-01	1.10E-01
PMS1_0_multinomial_train1.56	8.20E-02	5.22E-02	1.44E-01	9.68E-02
PMS1_0_multinomial_train1.57	8.83E-02	5.07E-02	1.46E-01	1.08E-01
PMS1_0_multinomial_train1.58	1.00E-01	5.35E-02	1.55E-01	1.18E-01
PMS1_0_multinomial_train1.59	9.27E-02	5.20E-02	1.51E-01	1.17E-01
PMS1_0_multinomial_train1.60	9.43E-02	5.36E-02	1.51E-01	1.19E-01
PMS1_0_multinomial_train1.61	1.01E-01	5.57E-02	1.59E-01	1.16E-01
PMS1_0_multinomial_train1.62	1.05E-01	5.35E-02	1.57E-01	1.21E-01
PMS1_0_multinomial_train1.63	9.77E-02	5.69E-02	1.52E-01	1.12E-01
PMS1_0_multinomial_train1.64	9.08E-02	5.55E-02	1.51E-01	1.08E-01
PMS1_0_multinomial_train1.65	9.71E-02	5.36E-02	1.52E-01	1.16E-01
PMS1_0_multinomial_train1.66	9.95E-02	5.58E-02	1.56E-01	1.21E-01
PMS1_0_multinomial_train1.67	9.80E-02	5.71E-02	1.56E-01	1.11E-01
PMS1_0_multinomial_train1.68	8.80E-02	4.93E-02	1.48E-01	1.04E-01
PMS1_0_multinomial_train1.69	1.02E-01	5.50E-02	1.55E-01	1.25E-01
PMS1_0_multinomial_train1.70	1.02E-01	6.08E-02	1.63E-01	1.12E-01
PMS1_0_multinomial_train1.71	9.64E-02	5.67E-02	1.55E-01	1.10E-01
PMS1_0_multinomial_train1.72	9.67E-02	5.63E-02	1.51E-01	1.21E-01
PMS1_0_multinomial_train1.73	9.59E-02	5.62E-02	1.53E-01	1.14E-01
PMS1_0_multinomial_train1.74	9.51E-02	5.76E-02	1.51E-01	1.18E-01
PMS1_0_multinomial_train1.75	8.76E-02	5.41E-02	1.45E-01	1.08E-01
PMS1_0_multinomial_train1.76	9.25E-02	5.68E-02	1.49E-01	1.14E-01
PMS1_0_multinomial_train1.77	9.08E-02	4.84E-02	1.50E-01	1.09E-01
PMS1_0_multinomial_train1.78	1.02E-01	5.54E-02	1.57E-01	1.17E-01
PMS1_0_multinomial_train1.79	8.26E-02	5.24E-02	1.43E-01	9.92E-02
PMS1_0_multinomial_train1.80	1.00E-01	5.57E-02	1.57E-01	1.15E-01
PMS1_0_multinomial_train1.81	9.75E-02	5.63E-02	1.54E-01	1.14E-01
PMS1_0_multinomial_train1.82	1.01E-01	5.61E-02	1.55E-01	1.21E-01
PMS1_0_multinomial_train1.83	9.26E-02	5.40E-02	1.52E-01	1.15E-01
PMS1_0_multinomial_train1.84	8.91E-02	5.56E-02	1.46E-01	1.07E-01
PMS1_0_multinomial_train1.85	1.09E-01	6.04E-02	1.59E-01	1.23E-01
PMS1_0_multinomial_train1.86	8.74E-02	5.34E-02	1.46E-01	1.08E-01
PMS1_0_multinomial_train1.87	1.04E-01	5.84E-02	1.55E-01	1.20E-01
PMS1_0_multinomial_train1.88	9.47E-02	5.59E-02	1.51E-01	1.18E-01
PMS1_0_multinomial_train1.89	9.79E-02	5.54E-02	1.53E-01	1.23E-01
PMS1_0_multinomial_train1.90	9.35E-02	5.52E-02	1.51E-01	1.19E-01
PMS1_0_multinomial_train1.91	9.30E-02	5.44E-02	1.64E-01	1.08E-01
PMS1_0_multinomial_train1.92	9.58E-02	5.75E-02	1.50E-01	1.16E-01
PMS1_0_multinomial_train1.93	1.01E-01	5.76E-02	1.56E-01	1.16E-01
PMS1_0_multinomial_train1.94	8.26E-02	5.55E-02	1.43E-01	9.83E-02
PMS1_0_multinomial_train1.95	9.88E-02	5.84E-02	1.54E-01	1.17E-01
PMS1_0_multinomial_train1.96	9.21E-02	5.26E-02	1.50E-01	1.10E-01
PMS1_0_multinomial_train1.97	9.38E-02	5.63E-02	1.52E-01	1.15E-01
PMS1_0_multinomial_train1.98	8.34E-02	4.92E-02	1.40E-01	1.02E-01
PMS2_0_multinomial_train1	1.49E-01	1.84E-03	3.47E-03	5.16E-03
PMS2_0_multinomial_train1.1	1.52E-01	1.53E-26	6.10E-03	5.42E-03
PMS2_0_multinomial_train1.2	1.49E-01	1.53E-26	5.46E-03	7.46E-03
PMS2_0_multinomial_train1.3	1.51E-01	2.55E-03	4.18E-03	4.33E-03
PMS2_0_multinomial_train1.4	1.46E-01	2.70E-03	4.67E-03	5.50E-03
PMS2_0_multinomial_train1.5	1.48E-01	1.46E-03	3.95E-03	6.18E-03
PMS2_0_multinomial_train1.6	1.55E-01	1.53E-26	5.04E-03	3.75E-03
PMS2_0_multinomial_train1.7	1.51E-01	1.53E-26	6.15E-03	5.83E-03
PMS2_0_multinomial_train1.8	1.47E-01	2.05E-03	3.66E-03	6.64E-03
PMS2_0_multinomial_train1.9	1.52E-01	4.47E-03	5.20E-03	2.00E-03
PMS2_0_multinomial_train1.10	1.53E-01	3.46E-04	4.02E-03	3.95E-03
PMS2_0_multinomial_train1.11	1.51E-01	2.99E-03	4.12E-03	5.17E-03
PMS2_0_multinomial_train1.12	1.47E-01	2.93E-03	2.98E-03	7.07E-03
PMS2_0_multinomial_train1.13	1.48E-01	1.53E-26	5.21E-03	6.25E-03
PMS2_0_multinomial_train1.14	1.54E-01	1.53E-26	5.47E-03	4.47E-03
PMS2_0_multinomial_train1.15	1.49E-01	3.66E-03	3.40E-03	4.51E-03
PMS2_0_multinomial_train1.16	1.47E-01	1.51E-03	4.22E-03	6.55E-03
PMS2_0_multinomial_train1.17	1.54E-01	1.53E-26	5.73E-03	6.49E-03
PMS2_0_multinomial_train1.18	1.50E-01	1.53E-26	7.35E-03	7.20E-03
PMS2_0_multinomial_train1.19	1.54E-01	1.53E-26	6.55E-03	5.80E-03
PMS2_0_multinomial_train1.20	1.53E-01	1.93E-03	4.34E-03	4.29E-03
PMS2_0_multinomial_train1.21	1.51E-01	9.32E-04	3.49E-03	6.02E-03
PMS2_0_multinomial_train1.22	1.56E-01	1.53E-26	6.46E-03	5.61E-03
PMS2_0_multinomial_train1.23	1.47E-01	2.83E-03	3.70E-03	6.95E-03
PMS2_0_multinomial_train1.24	1.50E-01	2.84E-03	3.56E-03	5.64E-03
PMS2_0_multinomial_train1.25	1.52E-01	1.53E-26	7.48E-03	5.75E-03
PMS2_0_multinomial_train1.26	1.52E-01	1.53E-26	6.11E-03	5.68E-03
PMS2_0_multinomial_train1.27	1.54E-01	1.53E-26	4.52E-03	6.16E-03
PMS2_0_multinomial_train1.28	1.52E-01	1.53E-26	5.40E-03	6.17E-03
PMS2_0_multinomial_train1.29	1.51E-01	1.53E-26	6.63E-03	6.19E-03
PMS2_0_multinomial_train1.30	1.54E-01	1.53E-26	6.27E-03	5.26E-03
PMS2_0_multinomial_train1.31	1.50E-01	3.14E-03	5.73E-03	5.46E-03
PMS2_0_multinomial_train1.32	1.50E-01	1.53E-26	5.85E-03	7.61E-03
PMS2_0_multinomial_train1.33	1.45E-01	9.45E-04	4.70E-03	6.83E-03
PMS2_0_multinomial_train1.34	1.51E-01	1.53E-26	5.16E-03	5.71E-03
PMS2_0_multinomial_train1.35	1.50E-01	2.32E-03	4.93E-03	4.99E-03
PMS2_0_multinomial_train1.36	1.50E-01	3.53E-03	4.45E-03	4.45E-03
PMS2_0_multinomial_train1.37	1.50E-01	7.72E-06	5.16E-03	5.98E-03
PMS2_0_multinomial_train1.38	1.52E-01	1.53E-26	5.91E-03	4.77E-03
PMS2_0_multinomial_train1.39	1.52E-01	3.26E-03	4.33E-03	5.95E-03
PMS2_0_multinomial_train1.40	1.54E-01	1.53E-26	5.59E-03	4.53E-03
PMS2_0_multinomial_train1.41	1.51E-01	2.95E-03	5.24E-03	5.86E-03
PMS2_0_multinomial_train1.42	1.52E-01	1.53E-26	5.60E-03	6.11E-03
PMS2_0_multinomial_train1.43	1.51E-01	1.59E-03	4.82E-03	6.23E-03
PMS2_0_multinomial_train1.44	1.53E-01	1.53E-26	5.52E-03	6.60E-03
PMS2_0_multinomial_train1.45	1.50E-01	2.00E-03	4.29E-03	4.61E-03
PMS2_0_multinomial_train1.46	1.51E-01	1.53E-26	5.78E-03	4.81E-03
PMS2_0_multinomial_train1.47	1.49E-01	3.85E-03	5.22E-03	5.59E-03
PMS2_0_multinomial_train1.48	1.55E-01	1.53E-26	5.55E-03	4.57E-03
PMS2_0_multinomial_train1.49	1.51E-01	1.53E-26	6.38E-03	5.53E-03
PMS2_0_multinomial_train1.50	1.51E-01	1.38E-03	4.00E-03	5.79E-03
PMS2_0_multinomial_train1.51	1.48E-01	3.24E-03	4.37E-03	4.77E-03
PMS2_0_multinomial_train1.52	1.53E-01	1.53E-26	5.00E-03	5.17E-03
PMS2_0_multinomial_train1.53	1.55E-01	1.53E-26	5.90E-03	5.36E-03
PMS2_0_multinomial_train1.54	1.52E-01	1.53E-26	5.17E-03	6.54E-03
PMS2_0_multinomial_train1.55	1.56E-01	1.53E-26	6.30E-03	5.36E-03
PMS2_0_multinomial_train1.56	1.50E-01	5.87E-04	3.33E-03	4.97E-03
PMS2_0_multinomial_train1.57	1.52E-01	1.53E-26	6.65E-03	5.81E-03
PMS2_0_multinomial_train1.58	1.49E-01	1.53E-26	6.52E-03	6.72E-03
PMS2_0_multinomial_train1.59	1.53E-01	1.80E-03	4.34E-03	5.01E-03
PMS2_0_multinomial_train1.60	1.53E-01	1.53E-26	6.23E-03	5.27E-03
PMS2_0_multinomial_train1.61	1.51E-01	1.53E-26	5.25E-03	4.72E-03
PMS2_0_multinomial_train1.62	1.52E-01	1.53E-26	5.29E-03	6.45E-03
PMS2_0_multinomial_train1.63	1.51E-01	3.94E-04	4.25E-03	5.39E-03
PMS2_0_multinomial_train1.64	1.50E-01	1.53E-26	6.46E-03	5.65E-03
PMS2_0_multinomial_train1.65	1.54E-01	1.53E-26	6.04E-03	5.57E-03
PMS2_0_multinomial_train1.66	1.50E-01	1.53E-26	6.19E-03	5.70E-03
PMS2_0_multinomial_train1.67	1.51E-01	1.53E-26	6.28E-03	5.70E-03
PMS2_0_multinomial_train1.68	1.56E-01	1.98E-03	2.84E-03	4.41E-03
PMS2_0_multinomial_train1.69	1.48E-01	1.25E-03	5.50E-03	6.96E-03
PMS2_0_multinomial_train1.70	1.51E-01	1.53E-26	5.20E-03	6.40E-03
PMS2_0_multinomial_train1.71	1.54E-01	2.93E-14	5.15E-03	4.24E-03
PMS2_0_multinomial_train1.72	1.50E-01	2.44E-03	6.14E-03	6.59E-03
PMS2_0_multinomial_train1.73	1.53E-01	1.53E-26	4.98E-03	4.06E-03
PMS2_0_multinomial_train1.74	1.52E-01	1.53E-26	6.04E-03	5.37E-03
PMS2_0_multinomial_train1.75	1.52E-01	3.00E-03	5.36E-03	5.35E-03
PMS2_0_multinomial_train1.76	1.51E-01	1.53E-26	8.07E-03	7.07E-03
PMS2_0_multinomial_train1.77	1.47E-01	3.65E-03	5.25E-03	5.72E-03
PMS2_0_multinomial_train1.78	1.54E-01	1.53E-26	6.05E-03	5.22E-03
PMS2_0_multinomial_train1.79	1.48E-01	1.37E-26	6.37E-03	6.12E-03
PMS2_0_multinomial_train1.80	1.51E-01	1.53E-26	5.17E-03	6.13E-03
PMS2_0_multinomial_train1.81	1.53E-01	1.53E-26	5.83E-03	4.82E-03
PMS2_0_multinomial_train1.82	1.49E-01	3.55E-03	3.33E-03	7.88E-03
PMS2_0_multinomial_train1.83	1.50E-01	1.52E-26	6.61E-03	7.02E-03
PMS2_0_multinomial_train1.84	1.56E-01	1.53E-26	5.16E-03	3.14E-03
PMS2_0_multinomial_train1.85	1.51E-01	3.75E-07	4.90E-03	5.45E-03
PMS2_0_multinomial_train1.86	1.52E-01	1.16E-21	4.63E-03	5.34E-03
PMS2_0_multinomial_train1.87	1.54E-01	1.53E-26	6.03E-03	4.94E-03
PMS2_0_multinomial_train1.88	1.52E-01	1.53E-26	6.58E-03	7.92E-03
PMS2_0_multinomial_train1.89	1.56E-01	1.53E-26	5.55E-03	4.46E-03
PMS2_0_multinomial_train1.90	1.48E-01	1.39E-03	3.33E-03	6.06E-03
PMS2_0_multinomial_train1.91	1.49E-01	2.13E-13	3.73E-03	6.06E-03
PMS2_0_multinomial_train1.92	1.53E-01	8.20E-16	3.65E-03	4.29E-03
PMS2_0_multinomial_train1.93	1.56E-01	1.53E-26	6.89E-03	6.16E-03
PMS2_0_multinomial_train1.94	1.53E-01	1.53E-26	5.48E-03	4.79E-03
PMS2_0_multinomial_train1.95	1.53E-01	1.53E-26	6.98E-03	6.40E-03
PMS2_0_multinomial_train1.96	1.50E-01	2.02E-03	4.04E-03	5.77E-03
PMS2_0_multinomial_train1.97	1.48E-01	3.03E-03	6.13E-03	7.03E-03
PMS2_0_multinomial_train1.98	1.49E-01	1.53E-26	4.28E-03	7.34E-03
OGG1_1_real_train2	5.94E-06	6.97E-02	1.07E-01	1.01E-01
RNF168_1_real_train2	1.29E-01	1.63E-26	2.57E-02	5.18E-02
UNG_1_real_train2	6.19E-02	9.98E-02	1.36E-02	1.02E-02
ATP2B4_2_real_train2	6.49E-02	1.02E-01	6.48E-02	1.01E-01
ATP2B4_3_real_train2	6.52E-02	1.03E-01	6.45E-02	9.83E-02
MLH1_1_real_train2	1.25E-01	1.84E-03	3.51E-03	1.01E-01
MSH6_2_real_train2	1.42E-01	1.33E-26	7.08E-03	2.85E-03
MSH6_3_real_train2	1.44E-01	1.33E-26	4.67E-03	1.33E-26
PMS1_1_real_train2	9.46E-02	5.43E-02	1.53E-01	1.13E-01
