Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K
MSH2_0_multinomial_train1.46	1.10E-01	5.50E-02	4.61E-03	2.16E-03	5.59E-51	6.10E-03	1.26E-03	1.55E-01	1.13E-02	1.19E-01	1.71E-01
MSH2_0_multinomial_train1.47	1.12E-01	5.47E-02	1.93E-03	6.34E-03	0.00E+00	4.86E-03	2.25E-03	1.57E-01	1.25E-02	1.20E-01	1.72E-01
MSH2_0_multinomial_train1.48	1.14E-01	5.49E-02	1.25E-06	1.48E-06	0.00E+00	5.82E-03	1.71E-03	1.60E-01	1.10E-02	1.22E-01	1.76E-01
MSH2_0_multinomial_train1.49	1.14E-01	5.50E-02	3.10E-27	2.05E-03	5.14E-04	4.05E-03	1.23E-03	1.58E-01	9.63E-03	1.23E-01	1.77E-01
MSH2_0_multinomial_train1.50	1.12E-01	5.52E-02	1.85E-03	1.26E-03	2.68E-03	5.46E-03	2.51E-03	1.57E-01	9.86E-03	1.20E-01	1.74E-01
MSH2_0_multinomial_train1.51	1.10E-01	5.38E-02	4.60E-03	5.03E-34	9.95E-58	5.94E-03	4.42E-03	1.54E-01	9.97E-03	1.17E-01	1.68E-01
MSH2_0_multinomial_train1.52	1.14E-01	5.55E-02	6.08E-04	4.00E-03	3.49E-27	4.83E-03	4.01E-03	1.60E-01	9.44E-03	1.23E-01	1.78E-01
MSH2_0_multinomial_train1.53	1.13E-01	5.50E-02	9.87E-81	0.00E+00	3.11E-03	5.14E-03	4.31E-03	1.56E-01	8.04E-03	1.21E-01	1.75E-01
MSH2_0_multinomial_train1.54	1.14E-01	5.68E-02	2.38E-03	2.36E-03	7.50E-04	4.84E-03	3.45E-48	1.61E-01	9.41E-03	1.23E-01	1.78E-01
MSH2_0_multinomial_train1.55	1.10E-01	5.36E-02	4.13E-03	8.26E-69	1.07E-43	5.53E-03	4.44E-03	1.54E-01	8.65E-03	1.18E-01	1.68E-01
MSH2_0_multinomial_train1.56	1.13E-01	5.58E-02	2.04E-03	9.41E-04	6.62E-04	5.38E-03	1.26E-03	1.59E-01	8.21E-03	1.22E-01	1.77E-01
MSH2_0_multinomial_train1.57	1.10E-01	5.51E-02	8.40E-03	3.16E-03	4.89E-04	4.74E-03	2.90E-04	1.54E-01	1.02E-02	1.18E-01	1.69E-01
MSH2_0_multinomial_train1.58	1.12E-01	5.49E-02	4.70E-03	9.41E-04	6.99E-04	4.56E-03	7.78E-04	1.57E-01	8.87E-03	1.20E-01	1.71E-01
MSH2_0_multinomial_train1.59	1.12E-01	5.47E-02	2.83E-72	2.31E-03	2.61E-04	5.15E-03	3.64E-03	1.57E-01	1.02E-02	1.21E-01	1.74E-01
MSH2_0_multinomial_train1.60	1.12E-01	5.45E-02	2.14E-03	5.09E-87	1.35E-24	6.34E-03	9.45E-04	1.57E-01	1.04E-02	1.20E-01	1.72E-01
MSH2_0_multinomial_train1.61	1.12E-01	5.56E-02	4.11E-03	1.67E-73	4.62E-68	6.10E-03	1.91E-03	1.59E-01	1.01E-02	1.21E-01	1.75E-01
MSH2_0_multinomial_train1.62	1.14E-01	5.47E-02	5.89E-43	0.00E+00	2.51E-03	4.73E-03	3.42E-03	1.57E-01	8.64E-03	1.21E-01	1.76E-01
MSH2_0_multinomial_train1.63	1.16E-01	5.53E-02	1.26E-47	0.00E+00	0.00E+00	8.66E-03	4.24E-03	1.62E-01	1.24E-02	1.23E-01	1.78E-01
MSH2_0_multinomial_train1.64	1.12E-01	5.50E-02	2.94E-03	5.74E-104	1.86E-03	5.02E-03	2.07E-19	1.57E-01	9.76E-03	1.21E-01	1.74E-01
MSH2_0_multinomial_train1.65	1.10E-01	5.51E-02	4.54E-03	4.36E-03	9.07E-04	5.05E-03	1.21E-03	1.55E-01	1.08E-02	1.18E-01	1.70E-01
MSH2_0_multinomial_train1.66	1.12E-01	5.42E-02	1.83E-03	1.27E-03	3.17E-03	5.29E-03	1.94E-03	1.54E-01	9.57E-03	1.20E-01	1.73E-01
MSH2_0_multinomial_train1.67	1.16E-01	5.66E-02	5.09E-68	4.45E-03	1.02E-69	4.05E-03	1.26E-03	1.63E-01	1.00E-02	1.25E-01	1.80E-01
MSH2_0_multinomial_train1.68	1.10E-01	5.47E-02	3.63E-03	9.82E-04	1.29E-03	5.78E-03	3.89E-03	1.54E-01	7.95E-03	1.19E-01	1.71E-01
MSH2_0_multinomial_train1.69	1.13E-01	5.45E-02	7.09E-04	1.16E-115	5.64E-83	6.36E-03	1.89E-03	1.59E-01	1.01E-02	1.21E-01	1.75E-01
MSH2_0_multinomial_train1.70	1.13E-01	5.53E-02	2.47E-03	1.37E-03	2.42E-04	4.71E-03	1.88E-03	1.59E-01	9.45E-03	1.21E-01	1.75E-01
MSH2_0_multinomial_train1.71	1.13E-01	5.47E-02	2.65E-03	3.77E-116	3.58E-04	5.43E-03	3.55E-03	1.59E-01	1.01E-02	1.22E-01	1.76E-01
MSH2_0_multinomial_train1.72	1.12E-01	5.53E-02	2.97E-03	9.87E-05	1.88E-03	3.85E-03	4.91E-04	1.58E-01	9.17E-03	1.21E-01	1.75E-01
MSH2_0_multinomial_train1.73	1.12E-01	5.51E-02	3.80E-03	2.19E-03	5.35E-03	6.42E-03	2.03E-03	1.56E-01	9.53E-03	1.21E-01	1.75E-01
MSH2_0_multinomial_train1.74	1.11E-01	5.48E-02	2.47E-03	1.10E-03	6.43E-04	5.29E-03	8.76E-04	1.57E-01	9.62E-03	1.20E-01	1.73E-01
MSH2_0_multinomial_train1.75	1.14E-01	5.62E-02	4.09E-24	2.99E-03	4.77E-34	4.61E-03	1.42E-03	1.60E-01	8.08E-03	1.23E-01	1.78E-01
MSH2_0_multinomial_train1.76	1.12E-01	5.54E-02	1.57E-03	1.26E-03	2.29E-26	4.56E-03	2.86E-03	1.58E-01	8.77E-03	1.21E-01	1.75E-01
MSH2_0_multinomial_train1.77	1.16E-01	5.63E-02	2.60E-112	3.04E-03	2.83E-162	5.15E-03	4.35E-03	1.63E-01	1.08E-02	1.24E-01	1.79E-01
MSH2_0_multinomial_train1.78	1.14E-01	5.64E-02	2.54E-03	3.52E-03	6.53E-04	3.45E-03	1.19E-03	1.61E-01	8.74E-03	1.23E-01	1.77E-01
MSH2_0_multinomial_train1.79	1.16E-01	5.64E-02	2.48E-39	2.77E-03	2.35E-159	5.75E-03	1.63E-03	1.63E-01	1.02E-02	1.24E-01	1.79E-01
MSH2_0_multinomial_train1.80	1.18E-01	5.62E-02	1.08E-58	1.47E-148	6.53E-119	5.88E-03	5.01E-03	1.64E-01	9.49E-03	1.25E-01	1.81E-01
MSH2_0_multinomial_train1.81	1.16E-01	5.76E-02	1.43E-03	3.27E-03	8.30E-04	3.56E-03	8.07E-66	1.64E-01	9.27E-03	1.26E-01	1.82E-01
MSH2_0_multinomial_train1.82	1.13E-01	5.50E-02	6.11E-19	1.27E-115	1.07E-03	5.09E-03	2.88E-03	1.57E-01	8.23E-03	1.21E-01	1.75E-01
MSH2_0_multinomial_train1.83	1.14E-01	5.60E-02	1.85E-36	5.36E-03	1.20E-20	5.04E-03	1.14E-03	1.61E-01	1.15E-02	1.24E-01	1.79E-01
MSH2_0_multinomial_train1.84	1.16E-01	5.64E-02	1.17E-03	5.45E-131	0.00E+00	4.84E-03	2.13E-03	1.63E-01	6.34E-03	1.24E-01	1.80E-01
MSH2_0_multinomial_train1.85	1.10E-01	5.41E-02	2.37E-03	1.92E-03	2.19E-03	6.73E-03	3.28E-03	1.53E-01	1.04E-02	1.17E-01	1.69E-01
MSH2_0_multinomial_train1.86	1.14E-01	5.62E-02	3.52E-03	3.60E-03	8.29E-84	3.95E-03	1.43E-03	1.61E-01	1.00E-02	1.23E-01	1.77E-01
MSH2_0_multinomial_train1.87	1.13E-01	5.56E-02	6.40E-04	5.97E-03	4.29E-96	5.07E-03	7.85E-04	1.58E-01	1.09E-02	1.22E-01	1.77E-01
MSH2_0_multinomial_train1.88	1.10E-01	5.38E-02	1.59E-03	9.19E-36	6.64E-04	6.15E-03	1.30E-03	1.54E-01	1.21E-02	1.18E-01	1.70E-01
MSH2_0_multinomial_train1.89	1.13E-01	5.57E-02	2.39E-03	2.81E-03	0.00E+00	5.51E-03	1.51E-03	1.60E-01	1.02E-02	1.22E-01	1.76E-01
MSH2_0_multinomial_train1.90	1.10E-01	5.40E-02	2.87E-03	2.22E-146	2.88E-03	5.25E-03	2.25E-03	1.53E-01	9.36E-03	1.18E-01	1.70E-01
MSH2_0_multinomial_train1.91	1.14E-01	5.60E-02	4.82E-03	1.00E-28	3.23E-03	3.89E-03	3.12E-03	1.59E-01	9.57E-03	1.22E-01	1.78E-01
MSH2_0_multinomial_train1.92	1.14E-01	5.56E-02	7.17E-39	2.83E-03	0.00E+00	4.99E-03	2.21E-03	1.60E-01	9.14E-03	1.22E-01	1.77E-01
MSH2_0_multinomial_train1.93	1.14E-01	5.52E-02	1.27E-03	6.45E-04	3.62E-48	5.45E-03	2.63E-03	1.60E-01	8.15E-03	1.23E-01	1.77E-01
MSH2_0_multinomial_train1.94	1.12E-01	5.56E-02	2.74E-03	3.03E-03	1.64E-03	5.02E-03	3.45E-03	1.57E-01	1.08E-02	1.20E-01	1.74E-01
MSH2_0_multinomial_train1.95	1.13E-01	5.47E-02	1.15E-03	6.11E-83	1.48E-92	6.62E-03	2.74E-03	1.58E-01	9.82E-03	1.20E-01	1.74E-01
MSH2_0_multinomial_train1.96	1.11E-01	5.41E-02	1.33E-03	3.35E-03	2.24E-03	4.93E-03	1.84E-03	1.54E-01	1.12E-02	1.20E-01	1.72E-01
MSH2_0_multinomial_train1.97	1.17E-01	5.72E-02	1.29E-03	4.87E-03	2.56E-79	6.92E-03	8.55E-04	1.65E-01	1.17E-02	1.26E-01	1.83E-01
MSH2_0_multinomial_train1.98	1.11E-01	5.55E-02	5.25E-03	1.64E-03	5.07E-81	5.90E-03	2.44E-03	1.57E-01	1.05E-02	1.20E-01	1.72E-01
MSH6_1_multinomial_train1	5.51E-02	1.80E-01	1.25E-26	2.41E-03	8.43E-02	3.12E-02	1.26E-01	1.25E-26	1.77E-03	5.48E-03	3.58E-03
MSH6_1_multinomial_train1.1	5.13E-02	1.74E-01	1.25E-26	2.66E-03	8.50E-02	3.33E-02	1.23E-01	1.25E-26	2.93E-03	5.25E-03	1.25E-26
MSH6_0_multinomial_train1	5.20E-02	1.74E-01	1.25E-26	1.32E-03	8.44E-02	3.41E-02	1.22E-01	4.57E-03	3.00E-03	1.25E-26	3.13E-04
MSH6_0_multinomial_train1.1	5.10E-02	1.68E-01	1.25E-26	1.25E-26	8.37E-02	3.41E-02	1.18E-01	1.14E-02	8.12E-03	1.25E-26	1.52E-03
MSH6_1_multinomial_train1.2	5.33E-02	1.77E-01	2.98E-09	3.16E-03	8.48E-02	3.34E-02	1.23E-01	1.25E-26	2.00E-03	3.66E-03	2.85E-03
MSH6_0_multinomial_train1.2	5.28E-02	1.74E-01	1.25E-26	2.36E-05	8.32E-02	3.41E-02	1.21E-01	4.10E-03	3.09E-03	7.49E-04	2.11E-03
MSH6_0_multinomial_train1.3	5.06E-02	1.71E-01	2.20E-06	8.41E-04	8.42E-02	3.49E-02	1.18E-01	3.24E-03	3.05E-03	3.32E-03	4.83E-03
MSH6_0_multinomial_train1.4	5.24E-02	1.74E-01	1.25E-26	1.19E-03	8.46E-02	3.39E-02	1.22E-01	5.15E-03	3.93E-03	1.26E-03	1.62E-03
MSH6_1_multinomial_train1.3	5.39E-02	1.79E-01	9.92E-04	2.90E-03	8.44E-02	3.21E-02	1.26E-01	1.25E-26	2.67E-03	4.23E-03	1.25E-26
MSH6_0_multinomial_train1.5	5.13E-02	1.67E-01	1.25E-26	1.25E-26	8.19E-02	3.39E-02	1.17E-01	9.55E-03	6.50E-03	2.14E-04	2.44E-03
MSH6_0_multinomial_train1.6	5.27E-02	1.77E-01	1.25E-26	2.59E-03	8.54E-02	3.45E-02	1.24E-01	1.25E-26	2.23E-03	2.94E-06	1.43E-03
MSH6_0_multinomial_train1.7	5.04E-02	1.72E-01	1.25E-26	1.15E-03	8.43E-02	3.43E-02	1.21E-01	2.53E-05	1.82E-03	1.25E-26	1.25E-26
MSH6_1_multinomial_train1.4	5.34E-02	1.77E-01	1.25E-26	3.90E-03	8.40E-02	3.35E-02	1.25E-01	1.25E-26	3.48E-03	5.09E-03	1.25E-26
MSH6_1_multinomial_train1.5	5.32E-02	1.75E-01	1.25E-26	2.21E-03	8.30E-02	3.34E-02	1.20E-01	1.25E-26	1.14E-03	4.99E-03	7.73E-03
MSH6_0_multinomial_train1.8	5.02E-02	1.68E-01	1.25E-26	2.59E-03	8.30E-02	3.61E-02	1.17E-01	4.42E-03	3.14E-03	1.84E-04	8.79E-04
MSH6_1_multinomial_train1.6	5.19E-02	1.73E-01	1.25E-26	1.53E-03	8.34E-02	3.48E-02	1.19E-01	1.25E-26	1.24E-03	4.93E-03	6.93E-03
MSH6_1_multinomial_train1.7	5.66E-02	1.82E-01	1.25E-26	3.81E-03	8.35E-02	3.00E-02	1.27E-01	1.25E-26	2.91E-03	5.15E-03	3.21E-03
MSH6_0_multinomial_train1.9	5.38E-02	1.77E-01	1.25E-26	1.08E-03	8.40E-02	3.33E-02	1.24E-01	3.12E-03	2.34E-03	1.30E-04	4.32E-04
MSH6_1_multinomial_train1.8	5.45E-02	1.79E-01	1.25E-26	1.41E-03	8.37E-02	3.33E-02	1.26E-01	1.25E-26	1.43E-03	1.84E-03	1.25E-26
MSH6_1_multinomial_train1.9	5.00E-02	1.72E-01	1.34E-14	4.78E-03	8.49E-02	3.25E-02	1.19E-01	1.25E-26	3.18E-03	4.59E-03	4.20E-03
MSH6_1_multinomial_train1.10	5.33E-02	1.75E-01	1.25E-26	3.01E-03	8.28E-02	3.43E-02	1.19E-01	1.25E-26	2.46E-03	5.45E-03	7.95E-03
MSH6_1_multinomial_train1.11	5.02E-02	1.69E-01	1.25E-26	2.59E-03	8.28E-02	3.52E-02	1.17E-01	2.03E-03	2.54E-03	4.39E-03	4.72E-03
MSH6_0_multinomial_train1.10	5.21E-02	1.74E-01	1.25E-26	7.61E-04	8.46E-02	3.37E-02	1.21E-01	5.17E-03	4.29E-03	1.67E-03	4.29E-03
MSH6_1_multinomial_train1.12	5.11E-02	1.72E-01	1.25E-26	2.45E-03	8.40E-02	3.44E-02	1.19E-01	1.25E-26	1.48E-03	5.27E-03	4.96E-03
MSH6_1_multinomial_train1.13	5.13E-02	1.74E-01	4.28E-04	1.93E-03	8.50E-02	3.42E-02	1.23E-01	1.25E-26	3.69E-03	6.05E-03	3.11E-03
MSH6_1_multinomial_train1.14	5.40E-02	1.78E-01	1.25E-26	2.59E-03	8.42E-02	3.25E-02	1.23E-01	1.25E-26	1.71E-03	5.82E-03	6.02E-03
MSH6_1_multinomial_train1.15	5.21E-02	1.72E-01	1.25E-26	3.03E-03	8.22E-02	3.39E-02	1.17E-01	1.25E-26	2.97E-03	7.56E-03	9.76E-03
MSH6_0_multinomial_train1.11	5.44E-02	1.78E-01	1.25E-26	2.36E-03	8.36E-02	3.31E-02	1.25E-01	1.60E-03	3.05E-03	1.25E-26	8.81E-20
MSH6_1_multinomial_train1.16	5.04E-02	1.69E-01	4.78E-11	4.65E-03	8.26E-02	3.51E-02	1.18E-01	1.04E-03	3.56E-03	4.23E-03	2.73E-03
MSH6_1_multinomial_train1.17	5.45E-02	1.77E-01	1.25E-26	3.07E-03	8.30E-02	3.15E-02	1.23E-01	1.25E-26	2.69E-03	6.45E-03	4.52E-03
MSH6_1_multinomial_train1.18	5.27E-02	1.76E-01	2.43E-24	3.57E-03	8.44E-02	3.12E-02	1.22E-01	1.25E-26	3.14E-03	6.17E-03	3.87E-03
MSH6_1_multinomial_train1.19	4.84E-02	1.66E-01	5.23E-03	5.63E-03	8.26E-02	3.49E-02	1.14E-01	1.25E-26	4.67E-03	5.77E-03	6.61E-03
MSH6_0_multinomial_train1.12	5.32E-02	1.76E-01	1.25E-26	6.83E-04	8.39E-02	3.31E-02	1.23E-01	4.77E-03	4.05E-03	9.44E-04	4.04E-04
MSH6_1_multinomial_train1.20	5.53E-02	1.80E-01	1.25E-26	2.88E-03	8.40E-02	3.23E-02	1.27E-01	1.25E-26	2.62E-03	3.19E-03	1.25E-26
MSH6_1_multinomial_train1.21	5.12E-02	1.74E-01	3.28E-03	2.03E-03	8.51E-02	3.50E-02	1.23E-01	1.25E-26	1.92E-03	1.04E-03	1.25E-26
MSH6_0_multinomial_train1.13	5.09E-02	1.70E-01	1.25E-26	1.25E-26	8.42E-02	3.55E-02	1.19E-01	7.25E-03	4.97E-03	6.09E-05	1.48E-03
MSH6_0_multinomial_train1.14	5.20E-02	1.75E-01	1.25E-26	1.25E-26	8.51E-02	3.48E-02	1.22E-01	4.38E-03	3.63E-03	6.76E-04	1.65E-03
MSH6_0_multinomial_train1.15	5.02E-02	1.70E-01	1.25E-26	1.25E-26	8.49E-02	3.63E-02	1.19E-01	7.04E-03	5.64E-03	1.48E-03	2.07E-03
MSH6_0_multinomial_train1.16	5.01E-02	1.70E-01	1.25E-26	4.99E-03	8.46E-02	3.68E-02	1.17E-01	4.26E-03	1.78E-03	1.25E-26	8.58E-20
MSH6_0_multinomial_train1.17	5.20E-02	1.74E-01	1.25E-26	8.21E-04	8.43E-02	3.46E-02	1.22E-01	5.78E-03	3.98E-03	3.71E-04	2.95E-04
MSH6_0_multinomial_train1.18	5.05E-02	1.69E-01	1.25E-26	1.25E-26	8.38E-02	3.48E-02	1.19E-01	6.50E-03	5.58E-03	1.34E-03	2.02E-03
MSH6_1_multinomial_train1.22	5.29E-02	1.75E-01	1.25E-26	2.97E-03	8.36E-02	3.51E-02	1.23E-01	1.25E-26	2.52E-03	1.41E-03	1.25E-26
MSH6_1_multinomial_train1.23	5.43E-02	1.77E-01	1.25E-26	4.62E-03	8.29E-02	3.31E-02	1.23E-01	1.25E-26	3.60E-03	5.14E-03	3.48E-03
MSH6_1_multinomial_train1.24	5.51E-02	1.80E-01	1.25E-26	1.39E-03	8.43E-02	3.16E-02	1.25E-01	1.25E-26	2.57E-04	1.89E-03	4.03E-03
MSH6_0_multinomial_train1.19	5.31E-02	1.76E-01	1.25E-26	1.39E-03	8.49E-02	3.30E-02	1.24E-01	4.02E-03	3.41E-03	2.38E-03	2.23E-04
MSH6_0_multinomial_train1.20	5.33E-02	1.76E-01	1.25E-26	1.25E-26	8.47E-02	3.28E-02	1.23E-01	5.60E-03	3.56E-03	1.33E-04	1.28E-03
MSH6_0_multinomial_train1.21	5.28E-02	1.76E-01	2.53E-24	1.95E-03	8.48E-02	3.52E-02	1.22E-01	2.47E-03	1.80E-03	1.73E-03	3.32E-03
MSH6_1_multinomial_train1.25	5.17E-02	1.73E-01	1.72E-03	1.48E-03	8.38E-02	3.44E-02	1.21E-01	1.25E-26	1.11E-03	3.08E-03	2.26E-03
MSH6_1_multinomial_train1.26	5.43E-02	1.79E-01	1.25E-26	3.69E-03	8.44E-02	3.32E-02	1.26E-01	1.25E-26	3.00E-03	4.10E-04	1.25E-26
MSH6_1_multinomial_train1.27	5.64E-02	1.82E-01	1.25E-26	1.46E-03	8.40E-02	3.18E-02	1.27E-01	1.25E-26	1.06E-03	3.18E-03	2.33E-03
MSH6_0_multinomial_train1.22	5.25E-02	1.76E-01	1.25E-26	3.74E-04	8.45E-02	3.22E-02	1.23E-01	4.18E-04	4.04E-03	1.90E-03	1.98E-03
MSH6_1_multinomial_train1.28	5.04E-02	1.67E-01	1.25E-26	1.42E-03	8.26E-02	3.54E-02	1.16E-01	1.39E-26	2.16E-03	6.49E-03	7.52E-03
MSH6_0_multinomial_train1.23	5.36E-02	1.74E-01	1.25E-26	1.76E-03	8.34E-02	3.34E-02	1.21E-01	5.04E-03	3.44E-03	1.25E-26	2.79E-03
MSH6_1_multinomial_train1.29	5.23E-02	1.76E-01	1.25E-26	2.21E-03	8.43E-02	3.37E-02	1.24E-01	1.25E-26	2.07E-03	2.50E-03	1.25E-26
MSH6_1_multinomial_train1.30	5.53E-02	1.79E-01	1.25E-26	3.62E-03	8.30E-02	3.20E-02	1.24E-01	1.25E-26	2.48E-03	4.77E-03	3.45E-03
MSH6_0_multinomial_train1.24	5.07E-02	1.72E-01	1.25E-26	1.25E-26	8.42E-02	3.44E-02	1.21E-01	3.63E-03	2.40E-03	1.25E-26	6.20E-24
MSH6_0_multinomial_train1.25	5.29E-02	1.77E-01	1.25E-26	1.52E-03	8.48E-02	3.31E-02	1.23E-01	1.54E-03	1.12E-03	1.67E-03	3.59E-03
MSH6_0_multinomial_train1.26	5.09E-02	1.72E-01	1.25E-26	1.77E-04	8.62E-02	3.52E-02	1.22E-01	1.95E-03	5.28E-03	2.08E-03	2.32E-03
MSH6_1_multinomial_train1.31	4.87E-02	1.65E-01	7.82E-03	1.73E-03	8.42E-02	3.54E-02	1.14E-01	1.25E-26	4.28E-04	4.30E-03	6.25E-03
MSH6_1_multinomial_train1.32	5.47E-02	1.79E-01	1.25E-26	3.31E-03	8.38E-02	3.08E-02	1.23E-01	1.25E-26	2.43E-03	6.69E-03	6.87E-03
MSH6_1_multinomial_train1.33	5.32E-02	1.77E-01	1.25E-26	1.01E-03	8.37E-02	3.25E-02	1.23E-01	1.25E-26	2.39E-04	2.30E-03	3.68E-03
MSH6_0_multinomial_train1.27	5.16E-02	1.71E-01	1.25E-26	1.28E-03	8.39E-02	3.47E-02	1.20E-01	7.10E-03	5.08E-03	2.66E-04	1.30E-03
MSH6_1_multinomial_train1.34	5.34E-02	1.77E-01	1.25E-26	3.22E-03	8.41E-02	3.22E-02	1.22E-01	1.25E-26	2.36E-03	6.68E-03	6.47E-03
MSH6_1_multinomial_train1.35	5.18E-02	1.74E-01	1.04E-03	2.37E-03	8.43E-02	3.34E-02	1.21E-01	1.25E-26	1.52E-03	4.92E-03	4.94E-03
MSH6_0_multinomial_train1.28	5.32E-02	1.74E-01	3.52E-03	1.25E-26	8.30E-02	3.29E-02	1.22E-01	2.69E-03	2.40E-03	1.85E-04	2.95E-03
MSH6_1_multinomial_train1.36	5.58E-02	1.81E-01	1.25E-26	3.30E-03	8.41E-02	3.21E-02	1.26E-01	1.25E-26	2.00E-03	2.11E-03	3.07E-03
MSH6_0_multinomial_train1.29	5.10E-02	1.73E-01	3.11E-13	1.25E-26	8.41E-02	3.44E-02	1.21E-01	2.89E-03	2.43E-03	8.39E-04	1.25E-26
MSH6_1_multinomial_train1.37	5.28E-02	1.75E-01	1.25E-26	2.84E-03	8.33E-02	3.26E-02	1.21E-01	1.25E-26	2.63E-03	6.90E-03	5.80E-03
MSH6_0_multinomial_train1.30	5.15E-02	1.76E-01	1.25E-26	1.22E-03	8.57E-02	3.44E-02	1.23E-01	3.22E-25	9.35E-04	9.54E-04	1.67E-03
MSH6_0_multinomial_train1.31	5.18E-02	1.76E-01	1.25E-26	2.39E-03	8.56E-02	3.43E-02	1.24E-01	8.77E-04	2.12E-03	1.25E-26	4.78E-04
MSH6_0_multinomial_train1.32	4.94E-02	1.68E-01	1.25E-26	1.73E-03	8.41E-02	3.60E-02	1.17E-01	5.13E-03	3.69E-03	1.26E-03	1.68E-03
MSH6_1_multinomial_train1.38	5.63E-02	1.82E-01	1.25E-26	1.92E-03	8.39E-02	3.14E-02	1.27E-01	1.25E-26	1.34E-03	1.76E-03	1.76E-03
MSH6_0_multinomial_train1.33	5.35E-02	1.78E-01	1.25E-26	1.15E-03	8.46E-02	3.31E-02	1.24E-01	9.04E-04	1.61E-03	2.73E-23	2.53E-03
MSH6_0_multinomial_train1.34	4.83E-02	1.67E-01	1.33E-03	2.25E-03	8.51E-02	3.69E-02	1.15E-01	3.66E-03	2.54E-03	7.59E-04	3.43E-03
MSH6_0_multinomial_train1.35	5.02E-02	1.70E-01	1.25E-26	1.90E-03	8.42E-02	3.51E-02	1.19E-01	4.13E-03	3.18E-03	1.82E-03	2.36E-03
MSH6_0_multinomial_train1.36	5.35E-02	1.77E-01	7.38E-14	2.17E-03	8.43E-02	3.47E-02	1.23E-01	1.25E-26	1.45E-03	7.03E-04	4.58E-03
MSH6_1_multinomial_train1.39	5.40E-02	1.78E-01	1.25E-26	4.79E-03	8.38E-02	3.17E-02	1.23E-01	1.25E-26	3.43E-03	4.20E-03	3.74E-03
MSH6_0_multinomial_train1.37	5.15E-02	1.73E-01	1.25E-26	1.25E-26	8.48E-02	3.53E-02	1.21E-01	4.73E-03	3.97E-03	7.03E-04	3.08E-03
MSH6_0_multinomial_train1.38	5.27E-02	1.77E-01	1.25E-26	7.39E-04	8.48E-02	3.44E-02	1.23E-01	8.18E-04	1.92E-03	2.05E-04	2.55E-03
MSH6_0_multinomial_train1.39	5.01E-02	1.69E-01	1.25E-26	2.60E-03	8.43E-02	3.65E-02	1.18E-01	5.20E-03	4.07E-03	2.24E-03	1.78E-03
MSH6_0_multinomial_train1.40	4.96E-02	1.68E-01	1.25E-26	1.01E-03	8.31E-02	3.59E-02	1.16E-01	4.53E-03	3.65E-03	4.34E-04	3.14E-03
MSH6_0_multinomial_train1.41	5.26E-02	1.75E-01	1.25E-26	9.33E-04	8.43E-02	3.47E-02	1.21E-01	1.56E-03	8.36E-04	1.26E-03	4.40E-03
MSH6_1_multinomial_train1.40	5.43E-02	1.77E-01	1.25E-26	5.78E-03	8.27E-02	3.13E-02	1.23E-01	1.25E-26	5.00E-03	7.24E-03	2.94E-03
MSH6_0_multinomial_train1.42	5.28E-02	1.72E-01	1.25E-26	1.25E-26	8.35E-02	3.36E-02	1.20E-01	7.94E-03	5.91E-03	7.61E-04	3.25E-03
MSH6_0_multinomial_train1.43	5.15E-02	1.72E-01	1.25E-26	1.25E-26	8.41E-02	3.56E-02	1.21E-01	6.09E-03	3.91E-03	1.25E-26	7.46E-04
MSH6_1_multinomial_train1.41	5.36E-02	1.77E-01	1.25E-26	1.47E-03	8.34E-02	3.34E-02	1.24E-01	1.25E-26	1.53E-03	1.25E-26	1.25E-26
MSH6_0_multinomial_train1.44	5.16E-02	1.72E-01	1.25E-26	9.07E-04	8.37E-02	3.48E-02	1.21E-01	4.25E-03	2.73E-03	2.86E-04	7.16E-04
MSH6_1_multinomial_train1.42	5.24E-02	1.76E-01	1.25E-26	3.46E-03	8.53E-02	3.23E-02	1.22E-01	1.25E-26	1.98E-03	1.65E-03	3.53E-03
MSH6_0_multinomial_train1.45	5.27E-02	1.77E-01	1.25E-26	6.13E-04	8.49E-02	3.41E-02	1.24E-01	1.21E-06	1.69E-03	3.06E-04	2.13E-03
MSH6_0_multinomial_train1.46	5.23E-02	1.73E-01	2.04E-03	1.25E-26	8.29E-02	3.37E-02	1.21E-01	2.63E-03	2.63E-03	1.54E-03	2.56E-03
MSH6_0_multinomial_train1.47	5.32E-02	1.78E-01	1.25E-26	1.72E-03	8.45E-02	3.37E-02	1.25E-01	8.91E-04	2.04E-03	1.25E-26	5.88E-04
MSH6_0_multinomial_train1.48	5.21E-02	1.76E-01	1.25E-26	1.25E-26	8.54E-02	3.32E-02	1.23E-01	4.84E-03	3.67E-03	4.57E-04	1.82E-03
MSH6_0_multinomial_train1.49	5.39E-02	1.76E-01	1.25E-26	1.25E-26	8.43E-02	3.47E-02	1.22E-01	5.87E-03	4.47E-03	2.81E-04	3.60E-03
MSH6_0_multinomial_train1.50	5.06E-02	1.75E-01	1.25E-26	3.75E-03	8.62E-02	3.34E-02	1.23E-01	3.19E-04	3.31E-03	1.25E-26	2.45E-04
MSH6_0_multinomial_train1.51	5.25E-02	1.74E-01	1.25E-26	1.14E-03	8.48E-02	3.29E-02	1.21E-01	5.33E-03	4.22E-03	2.66E-03	4.67E-03
