Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T
BRCA_TCGA-AR-A252	0	2	0	1	2	6	0	0	0	0	2	0	0	2	0	4	0	0	0	0
BRCA_TCGA-AR-A254	1	2	4	7	2	2	0	0	0	0	0	1	3	7	2	0	0	5	1	5
BRCA_TCGA-AR-A255	7	1	6	2	3	9	0	0	1	3	4	4	5	0	29	4	0	4	4	3
BRCA_TCGA-AR-A256	4	5	5	2	3	5	3	3	5	17	8	5	0	24	18	10	6	74	14	13
BRCA_TCGA-AR-A2LE	12	3	31	0	6	0	0	0	0	0	0	0	0	114	214	0	1	0	5	8
BRCA_TCGA-AR-A2LH	1	3	6	1	0	0	0	1	1	0	0	2	0	21	29	0	0	0	0	6
BRCA_TCGA-AR-A2LK	0	4	2	7	0	5	0	5	3	2	0	0	0	9	1	1	0	3	2	4
BRCA_TCGA-AR-A2LL	3	0	2	14	0	2	0	0	0	2	1	1	1	3	0	4	0	4	0	0
BRCA_TCGA-AR-A2LM	0	0	2	1	0	0	0	0	0	0	2	1	0	1	0	4	0	5	1	0
BRCA_TCGA-AR-A2LN	0	2	5	2	0	2	0	1	4	0	0	0	1	22	10	0	0	0	1	4
BRCA_TCGA-AR-A2LO	0	1	1	1	0	1	0	0	0	0	0	0	0	1	2	0	2	3	0	5
BRCA_TCGA-AR-A2LQ	0	1	0	1	0	3	0	0	0	0	1	0	0	0	0	6	0	1	0	0
BRCA_TCGA-AR-A2LR	1	6	3	5	1	2	4	0	1	6	0	4	0	5	1	9	0	13	8	1
BRCA_TCGA-AR-A5QM	0	2	2	7	0	1	0	3	0	2	2	1	0	3	0	5	0	3	3	2
BRCA_TCGA-AR-A5QN	0	6	4	4	5	8	0	0	3	0	0	1	1	6	3	6	0	0	1	1
BRCA_TCGA-AR-A5QP	1	1	2	7	1	1	0	0	4	3	0	1	0	5	2	3	0	2	0	1
BRCA_TCGA-AR-A5QQ	1	1	1	2	8	11	1	0	7	3	4	0	0	2	10	14	4	22	2	3
BRCA_TCGA-B6-A0I1	0	0	4	17	0	0	0	0	3	7	0	1	0	5	3	3	0	19	9	9
BRCA_TCGA-B6-A0IH	0	8	3	2	2	2	0	0	1	1	0	1	5	4	0	5	0	0	3	4
BRCA_TCGA-B6-A0RH	0	0	2	7	0	0	2	0	1	6	0	0	3	5	12	0	0	4	0	3
BRCA_TCGA-B6-A0RL	1	4	4	5	4	11	0	0	2	8	0	0	0	5	12	3	2	0	2	6
BRCA_TCGA-B6-A0RM	0	2	2	6	4	2	2	0	1	0	0	1	1	3	4	3	0	0	1	4
BRCA_TCGA-B6-A0RN	0	2	2	6	3	3	0	1	1	3	2	0	0	1	1	2	1	4	1	0
BRCA_TCGA-B6-A0RO	0	1	5	0	4	3	0	1	0	5	2	1	0	1	3	8	1	7	0	1
BRCA_TCGA-B6-A0RP	0	3	0	0	0	5	0	0	1	3	1	0	0	5	0	5	0	3	2	2
BRCA_TCGA-B6-A0RQ	1	3	3	3	1	1	0	0	1	0	3	0	0	14	10	10	2	0	3	1
BRCA_TCGA-B6-A0RT	1	2	2	0	1	8	5	0	2	0	0	11	1	0	17	4	0	16	0	2
BRCA_TCGA-B6-A0RU	1	4	5	0	0	5	0	1	2	3	5	1	2	5	3	0	2	6	3	10
BRCA_TCGA-B6-A0RV	2	0	4	6	0	0	0	0	1	1	0	0	0	6	41	0	0	0	0	6
BRCA_TCGA-B6-A0WS	1	1	0	0	0	1	2	0	1	2	5	0	0	1	2	0	0	0	0	2
BRCA_TCGA-B6-A0WT	1	2	3	1	0	4	1	0	0	0	6	0	0	2	0	0	0	0	2	0
BRCA_TCGA-B6-A0WV	0	0	0	4	5	0	0	0	0	0	1	2	0	5	3	9	2	6	0	0
BRCA_TCGA-B6-A0WW	1	1	3	1	0	9	2	0	1	0	3	0	3	3	8	0	0	6	4	2
BRCA_TCGA-B6-A0WX	1	1	3	6	2	3	0	0	3	2	2	0	6	0	1	0	0	11	4	0
BRCA_TCGA-B6-A0WY	0	5	3	2	3	0	0	2	3	1	1	1	0	1	4	0	0	5	1	3
BRCA_TCGA-B6-A0WZ	1	2	6	0	2	0	0	0	0	2	0	0	1	24	48	0	0	0	1	8
BRCA_TCGA-B6-A0X0	1	0	2	1	0	6	0	0	0	0	1	1	1	0	1	4	0	2	3	2
BRCA_TCGA-B6-A0X1	1	1	5	0	4	4	0	1	5	7	5	0	0	9	13	8	0	29	0	0
BRCA_TCGA-B6-A0X4	3	0	6	1	0	5	0	0	0	1	0	0	0	2	0	1	0	2	1	0
BRCA_TCGA-B6-A0X5	5	2	7	0	0	0	1	0	3	5	3	2	0	1	4	5	0	0	10	0
BRCA_TCGA-B6-A0X7	0	0	2	5	3	2	0	0	0	0	1	0	0	3	4	2	0	0	1	0
BRCA_TCGA-B6-A1KN	5	4	0	5	1	3	0	1	2	9	4	5	0	9	2	5	0	8	6	3
BRCA_TCGA-B6-A2IU	0	5	8	0	4	6	0	0	1	0	3	0	2	9	10	1	0	0	2	3
BRCA_TCGA-B6-A401	0	4	2	2	1	1	0	0	0	5	0	0	0	1	1	7	1	3	0	0
BRCA_TCGA-B6-A409	0	3	3	8	0	4	0	0	0	5	3	5	2	5	5	3	2	4	4	0
BRCA_TCGA-B6-A40B	1	4	1	0	4	8	0	0	0	0	4	1	0	16	11	1	0	9	1	5
BRCA_TCGA-B6-A40C	3	1	0	15	2	3	0	0	0	0	2	1	4	6	3	3	0	5	4	2
BRCA_TCGA-BH-A0AU	0	2	0	4	3	0	0	0	0	0	0	6	1	0	3	0	1	0	1	2
BRCA_TCGA-BH-A0AV	1	2	2	0	5	2	4	2	4	5	5	1	0	10	10	7	0	25	0	2
BRCA_TCGA-BH-A0AY	1	1	5	5	0	1	0	0	1	6	0	2	2	3	5	1	0	2	6	5
BRCA_TCGA-BH-A0AZ	1	0	1	0	4	4	3	0	0	0	4	6	2	4	16	3	3	7	5	7
BRCA_TCGA-BH-A0B0	1	5	12	0	0	0	0	0	0	0	0	0	0	25	45	0	1	0	0	10
BRCA_TCGA-BH-A0B3	1	2	1	1	0	3	0	1	0	0	0	0	0	1	2	0	0	4	1	1
BRCA_TCGA-BH-A0B6	20	7	87	0	18	7	0	0	0	1	0	0	5	250	858	0	4	0	12	21
BRCA_TCGA-BH-A0B7	0	4	5	1	0	6	0	0	1	2	0	0	0	3	7	2	3	8	0	0
BRCA_TCGA-BH-A0B8	1	1	1	1	3	0	0	0	0	6	0	1	0	9	1	4	0	4	2	0
BRCA_TCGA-BH-A0BA	0	2	1	3	3	0	2	0	0	0	2	2	0	2	5	1	0	4	0	2
BRCA_TCGA-BH-A0BC	0	4	3	5	0	0	2	0	0	3	0	0	1	6	8	5	0	1	1	6
BRCA_TCGA-BH-A0BF	0	2	2	3	2	2	0	0	0	2	3	3	0	0	5	2	0	6	0	1
BRCA_TCGA-BH-A0BG	0	3	0	1	0	4	0	2	1	1	0	2	0	0	8	3	0	15	2	3
BRCA_TCGA-BH-A0BJ	0	1	1	1	0	0	0	0	1	3	0	2	0	1	0	0	0	0	4	3
BRCA_TCGA-BH-A0BL	3	2	3	6	0	4	0	0	0	0	0	4	6	0	1	9	0	25	6	0
BRCA_TCGA-BH-A0BM	1	1	0	0	0	1	0	0	1	4	0	0	0	2	2	2	0	0	5	0
BRCA_TCGA-BH-A0BO	0	0	2	3	3	2	0	0	0	2	11	0	1	0	4	3	0	0	0	0
BRCA_TCGA-BH-A0BP	4	7	14	11	7	14	0	1	2	10	2	7	1	20	38	1	0	40	10	7
BRCA_TCGA-BH-A0BQ	1	1	2	2	3	5	0	0	0	2	0	1	0	0	2	1	0	1	1	8
BRCA_TCGA-BH-A0BS	0	1	0	1	0	3	0	0	1	4	3	0	0	3	0	2	0	4	1	0
BRCA_TCGA-BH-A0BT	1	6	3	1	0	6	0	0	1	2	3	0	0	9	2	5	0	6	0	3
BRCA_TCGA-BH-A0BV	0	1	1	3	1	0	0	0	0	1	0	0	3	7	2	5	0	0	0	0
BRCA_TCGA-BH-A0BW	0	2	3	6	7	3	2	3	4	4	5	5	0	2	13	11	3	13	4	13
BRCA_TCGA-BH-A0BZ	12	11	3	3	13	8	5	2	8	16	9	10	5	13	31	19	4	101	21	2
BRCA_TCGA-BH-A0C0	0	2	2	1	0	3	0	7	0	0	5	0	8	3	3	0	0	10	1	3
BRCA_TCGA-BH-A0C1	0	7	2	5	7	3	0	0	1	4	0	0	0	5	5	2	2	0	3	4
BRCA_TCGA-BH-A0C3	0	0	1	5	0	0	0	0	3	2	1	2	0	0	0	1	0	2	1	0
BRCA_TCGA-BH-A0C7	0	3	2	12	5	0	2	4	1	0	0	0	3	2	3	7	0	6	8	0
BRCA_TCGA-BH-A0DD	0	6	3	6	0	1	0	0	4	3	0	0	0	4	4	1	0	2	1	2
BRCA_TCGA-BH-A0DE	1	0	1	3	2	0	0	0	2	0	0	2	2	7	0	8	0	4	1	0
BRCA_TCGA-BH-A0DG	1	0	6	1	5	1	0	2	1	1	1	2	1	2	12	2	2	5	2	0
BRCA_TCGA-BH-A0DH	0	3	4	7	3	3	2	0	0	4	3	0	0	5	10	0	1	0	1	6
BRCA_TCGA-BH-A0DI	0	5	1	5	0	0	1	1	1	1	1	0	1	7	15	0	0	10	8	5
BRCA_TCGA-BH-A0DK	3	0	1	5	0	3	0	0	3	1	2	3	5	3	5	0	0	5	11	3
BRCA_TCGA-BH-A0DL	1	7	3	4	4	7	0	0	1	0	3	3	0	3	17	2	4	0	0	6
BRCA_TCGA-BH-A0DO	0	3	3	1	0	0	0	0	1	9	0	0	0	0	5	2	0	3	0	3
BRCA_TCGA-BH-A0DP	0	0	1	0	0	3	0	0	1	3	1	0	0	4	2	0	0	3	1	0
BRCA_TCGA-BH-A0DQ	0	1	1	2	4	8	0	0	3	0	0	3	4	0	2	2	0	1	1	3
BRCA_TCGA-BH-A0DT	0	0	0	3	1	0	2	0	0	2	0	0	1	2	2	0	0	1	0	1
BRCA_TCGA-BH-A0DV	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	8	0	1	0	0
BRCA_TCGA-BH-A0DX	1	2	4	7	0	0	0	0	1	1	0	0	0	11	31	0	0	0	10	9
BRCA_TCGA-BH-A0DZ	5	1	16	1	0	0	4	0	0	0	1	3	0	30	152	0	0	1	3	0
BRCA_TCGA-BH-A0E0	0	2	2	3	0	4	0	2	0	0	0	0	0	3	1	1	3	3	0	0
BRCA_TCGA-BH-A0E1	0	0	3	4	1	0	0	0	0	0	0	0	1	0	5	3	0	2	0	0
BRCA_TCGA-BH-A0E9	0	4	1	3	0	5	0	1	0	4	1	2	0	2	1	0	0	3	0	1
BRCA_TCGA-BH-A0EA	0	3	3	2	5	0	0	0	0	0	0	0	0	3	3	8	0	1	1	3
BRCA_TCGA-BH-A0EI	0	1	1	2	1	4	0	0	1	2	2	0	3	3	0	0	0	1	3	0
BRCA_TCGA-BH-A0H3	0	0	0	3	0	0	0	0	0	1	0	0	0	3	0	7	0	1	1	1
BRCA_TCGA-BH-A0H5	7	1	15	0	0	0	0	0	0	0	0	0	0	40	100	0	0	0	4	2
BRCA_TCGA-BH-A0H7	1	0	1	4	0	0	0	1	1	0	2	0	3	0	4	0	0	0	0	0
BRCA_TCGA-BH-A0H9	0	1	1	1	0	0	0	0	2	0	0	0	2	3	2	1	4	5	1	0
BRCA_TCGA-BH-A0HA	0	36	12	61	43	16	0	9	75	3	32	0	0	14	30	39	5	0	5	2
BRCA_TCGA-BH-A0HI	2	0	2	4	1	6	2	0	3	0	0	0	0	5	4	2	0	1	2	1
BRCA_TCGA-BH-A0HK	0	5	5	3	0	0	0	0	0	5	0	0	0	18	21	0	0	0	2	4
BRCA_TCGA-BH-A0HN	0	1	4	4	0	5	0	0	0	0	1	3	0	3	4	4	0	3	0	2
BRCA_TCGA-BH-A0HP	13	3	19	4	0	0	0	3	1	0	0	0	0	78	236	0	0	0	0	0
BRCA_TCGA-BH-A0RX	0	2	6	9	2	12	0	0	1	3	3	0	1	0	4	0	0	4	0	2
BRCA_TCGA-BH-A0W3	1	0	0	1	0	6	0	0	0	2	2	0	0	0	3	2	0	3	0	3
BRCA_TCGA-BH-A0W4	0	0	5	4	0	0	2	0	2	1	2	1	0	5	6	2	0	6	0	3
BRCA_TCGA-BH-A0W5	1	3	2	3	0	4	0	0	2	5	2	3	0	0	0	0	0	3	1	0
BRCA_TCGA-BH-A0W7	4	1	15	0	2	2	0	0	0	2	7	0	0	29	195	0	0	0	2	2
BRCA_TCGA-BH-A0WA	3	0	0	3	5	6	1	3	1	6	6	0	1	21	8	2	0	29	2	16
BRCA_TCGA-BH-A18F	3	0	7	9	4	2	0	2	0	0	1	0	2	16	10	0	0	3	5	3
BRCA_TCGA-BH-A18G	15	179	41	172	224	109	0	95	293	136	209	0	76	0	8	59	15	2	0	35
BRCA_TCGA-BH-A18H	0	0	2	2	9	2	0	0	3	0	2	0	4	12	7	0	2	4	2	3
BRCA_TCGA-BH-A18I	0	5	4	2	0	5	0	0	1	2	0	0	0	1	4	2	0	1	2	2
BRCA_TCGA-BH-A18J	2	4	3	0	3	2	2	1	3	0	1	0	0	12	64	0	0	0	6	8
BRCA_TCGA-BH-A18K	1	2	4	0	1	5	0	0	2	2	0	0	5	7	20	7	2	5	0	5
BRCA_TCGA-BH-A18L	1	7	3	9	0	3	1	3	3	7	0	0	2	4	1	4	0	7	7	3
BRCA_TCGA-BH-A18M	0	1	1	1	1	5	0	0	0	0	0	0	0	2	4	3	0	0	0	0
BRCA_TCGA-BH-A18N	0	6	2	6	0	1	0	0	4	1	5	0	0	0	0	2	1	9	2	4
BRCA_TCGA-BH-A18P	1	6	34	5	5	0	0	4	2	0	0	0	0	98	273	0	0	0	1	9
BRCA_TCGA-BH-A18Q	1	0	1	3	5	2	0	3	0	8	2	5	2	5	6	15	2	35	9	3
BRCA_TCGA-BH-A18R	1	0	1	3	1	0	2	0	0	2	6	1	0	6	4	0	0	15	0	0
BRCA_TCGA-BH-A18S	1	2	2	0	1	0	0	1	4	3	1	1	2	0	2	1	0	4	3	9
BRCA_TCGA-BH-A18T	1	1	2	3	7	4	2	5	4	2	0	3	3	2	14	6	0	42	1	0
BRCA_TCGA-BH-A18U	0	4	6	8	4	11	0	4	1	9	5	0	2	25	61	12	0	7	9	10
BRCA_TCGA-BH-A18V	10	0	4	2	2	0	3	2	0	8	14	3	0	10	79	2	5	91	15	0
BRCA_TCGA-BH-A1EO	0	6	4	10	0	7	0	0	1	0	0	0	0	4	4	2	0	6	2	4
BRCA_TCGA-BH-A1ET	3	2	1	3	3	4	2	0	2	1	1	0	2	0	1	5	0	3	0	0
BRCA_TCGA-BH-A1EU	0	0	1	6	0	0	0	0	4	0	2	0	2	5	1	6	0	1	4	2
BRCA_TCGA-BH-A1EV	3	5	11	4	1	11	0	0	6	5	2	0	0	16	50	0	0	15	0	0
BRCA_TCGA-BH-A1EW	0	1	2	0	0	0	0	0	1	4	1	0	2	9	0	0	0	0	0	1
BRCA_TCGA-BH-A1EX	0	3	5	3	0	2	0	0	4	3	2	0	0	1	0	4	0	5	2	1
BRCA_TCGA-BH-A1EY	0	1	5	4	3	4	0	0	5	2	2	0	0	1	16	1	0	6	5	0
BRCA_TCGA-BH-A1F0	3	3	4	2	0	7	0	3	1	0	1	0	0	7	16	19	0	21	8	0
BRCA_TCGA-BH-A1F2	3	4	3	6	2	13	0	2	3	0	0	0	1	8	12	0	0	5	5	4
BRCA_TCGA-BH-A1F5	1	0	3	4	0	7	0	1	0	3	0	0	2	5	1	5	0	0	3	9
BRCA_TCGA-BH-A1F6	0	4	1	6	5	3	2	0	0	0	0	0	2	4	6	8	2	9	0	1
BRCA_TCGA-BH-A1F8	5	1	11	5	5	7	0	0	0	1	1	1	4	38	97	0	0	0	4	12
BRCA_TCGA-BH-A1FC	2	8	5	12	2	0	5	1	7	8	0	4	1	7	29	6	5	21	4	3
BRCA_TCGA-BH-A1FE	1	2	2	0	0	2	0	0	1	2	0	1	0	5	3	4	0	0	2	1
BRCA_TCGA-BH-A1FG	0	2	1	3	0	0	2	1	0	6	1	0	0	1	1	1	0	0	0	2
BRCA_TCGA-BH-A1FH	0	1	1	8	0	0	0	0	0	4	0	0	5	9	1	0	1	2	0	1
BRCA_TCGA-BH-A1FJ	0	0	0	10	4	5	2	0	0	0	0	2	1	9	0	5	0	2	3	2
BRCA_TCGA-BH-A1FL	0	3	2	1	0	3	0	0	0	0	2	0	2	4	1	5	0	0	3	0
BRCA_TCGA-BH-A1FM	0	5	7	7	0	2	0	0	2	3	0	6	0	5	14	1	0	5	2	3
BRCA_TCGA-BH-A1FN	2	2	2	1	0	6	3	0	0	6	3	8	3	0	69	10	3	9	10	9
BRCA_TCGA-BH-A1FR	0	2	1	1	0	1	0	0	0	1	2	0	0	1	1	0	0	7	0	0
BRCA_TCGA-BH-A1FU	3	5	6	5	6	0	3	2	5	1	8	0	3	6	16	16	5	20	6	2
BRCA_TCGA-BH-A201	2	1	2	0	0	3	0	1	1	4	6	2	0	2	1	0	0	1	0	1
BRCA_TCGA-BH-A202	2	2	1	3	0	2	0	0	3	4	0	1	0	0	2	0	0	4	2	2
BRCA_TCGA-BH-A203	1	6	10	15	2	8	0	5	0	8	2	0	0	4	21	7	0	5	0	5
BRCA_TCGA-BH-A204	3	4	3	4	0	1	0	1	2	6	1	0	2	5	4	4	0	10	1	1
BRCA_TCGA-BH-A208	0	0	4	5	0	8	0	0	1	4	3	0	2	11	31	3	0	10	0	0
BRCA_TCGA-BH-A209	1	0	8	0	3	5	0	0	0	0	0	0	0	10	82	2	0	0	6	2
BRCA_TCGA-BH-A28Q	0	4	1	3	2	4	0	0	0	3	0	0	0	1	2	0	2	3	1	0
BRCA_TCGA-BH-A2L8	8	1	33	5	4	0	0	0	0	0	0	0	0	109	454	0	0	0	0	14
BRCA_TCGA-BH-A42U	0	0	3	3	0	0	0	0	0	0	1	3	0	9	10	0	0	0	1	2
BRCA_TCGA-BH-A42V	0	0	5	2	0	3	0	0	2	1	0	0	0	9	31	0	0	0	0	2
BRCA_TCGA-BH-A5IZ	3	2	0	10	0	2	0	4	3	0	1	0	11	14	6	0	0	22	8	10
BRCA_TCGA-BH-A5J0	1	7	10	3	0	1	3	1	2	0	3	0	0	26	36	0	0	0	3	6
BRCA_TCGA-BH-A6R8	0	2	3	8	3	0	0	0	1	0	2	1	0	6	3	0	0	6	2	0
BRCA_TCGA-BH-A6R9	1	1	2	1	0	3	0	0	0	2	0	1	1	2	0	2	0	9	0	0
BRCA_TCGA-BH-A8FY	1	5	0	1	2	0	0	0	0	4	4	3	1	10	3	1	0	12	0	9
BRCA_TCGA-BH-A8FZ	3	6	2	4	4	1	2	1	5	0	3	3	1	2	10	4	4	23	1	12
BRCA_TCGA-BH-A8G0	0	1	2	1	1	5	0	0	1	0	1	0	0	1	0	3	1	0	0	0
BRCA_TCGA-BH-AB28	0	6	2	4	3	1	2	3	0	2	1	0	0	5	3	1	2	0	1	7
BRCA_TCGA-C8-A12K	3	3	0	8	4	0	0	2	3	2	5	0	0	5	54	20	2	55	7	0
BRCA_TCGA-C8-A12L	0	4	3	4	10	2	0	0	0	6	0	8	0	2	5	9	0	27	4	5
BRCA_TCGA-C8-A12M	0	5	8	10	7	5	6	4	2	1	2	0	3	6	0	3	0	16	0	4
BRCA_TCGA-C8-A12N	1	1	0	5	0	4	0	0	3	4	0	0	0	0	4	1	0	2	2	0
BRCA_TCGA-C8-A12O	1	1	4	10	0	8	0	2	0	0	1	0	0	5	1	4	0	5	0	7
BRCA_TCGA-C8-A12P	4	4	13	7	6	10	2	0	5	3	2	0	0	23	87	0	5	7	12	12
BRCA_TCGA-C8-A12Q	4	3	13	0	3	5	0	1	4	0	4	5	0	21	62	0	1	0	9	4
BRCA_TCGA-C8-A12T	8	2	10	10	6	0	0	2	1	0	0	0	0	23	143	0	0	8	0	1
BRCA_TCGA-C8-A12U	0	0	1	7	5	15	0	0	0	0	1	1	3	1	8	4	0	8	2	5
BRCA_TCGA-C8-A12V	0	0	2	5	4	0	2	5	0	3	1	2	0	0	4	6	2	9	0	7
BRCA_TCGA-C8-A12W	1	1	7	23	3	12	0	0	5	3	0	2	2	0	4	1	0	9	0	4
BRCA_TCGA-C8-A12X	0	6	4	4	1	17	0	1	0	4	2	0	3	4	1	4	3	1	6	4
BRCA_TCGA-C8-A12Y	0	8	2	7	3	0	2	3	3	3	5	1	1	1	3	0	0	0	3	1
BRCA_TCGA-C8-A12Z	1	2	3	6	4	6	0	0	2	0	1	0	0	11	16	0	0	9	0	0
BRCA_TCGA-C8-A130	0	4	6	10	0	6	0	0	1	3	7	1	0	0	7	0	2	4	2	1
BRCA_TCGA-C8-A131	1	8	7	1	1	0	0	0	2	8	2	3	2	13	2	6	2	7	5	4
BRCA_TCGA-C8-A132	1	1	2	8	1	0	0	0	0	6	0	0	5	1	28	15	1	15	0	0
BRCA_TCGA-C8-A133	1	0	2	0	1	0	0	3	0	3	2	2	0	5	3	4	1	1	3	2
BRCA_TCGA-C8-A134	8	1	2	3	2	4	2	5	0	11	5	8	2	0	5	11	0	39	0	9
BRCA_TCGA-C8-A135	1	9	5	12	6	6	0	1	4	0	0	3	0	0	8	8	0	7	4	3
BRCA_TCGA-C8-A137	0	1	7	8	0	0	0	0	2	0	0	0	0	12	21	1	2	2	6	0
BRCA_TCGA-C8-A138	4	1	2	7	0	5	0	3	4	2	0	0	2	6	0	3	0	5	8	0
BRCA_TCGA-C8-A1HE	0	2	3	1	0	4	0	0	0	2	1	0	0	9	21	7	0	0	0	4
BRCA_TCGA-C8-A1HF	1	2	2	1	1	3	1	1	0	1	2	1	0	5	11	2	0	1	0	4
BRCA_TCGA-C8-A1HG	0	6	4	7	2	11	0	0	6	1	2	4	0	8	4	0	0	10	2	2
BRCA_TCGA-C8-A1HI	1	0	1	17	8	0	0	0	2	0	0	4	0	5	13	10	0	9	2	0
BRCA_TCGA-C8-A1HJ	2	2	2	3	4	6	0	3	3	6	9	7	8	0	11	0	4	45	4	5
BRCA_TCGA-C8-A1HK	2	3	6	1	7	7	0	0	3	0	1	2	0	0	27	0	0	11	3	0
BRCA_TCGA-C8-A1HL	1	5	1	0	2	3	2	1	0	6	2	2	0	3	0	2	0	4	3	0
BRCA_TCGA-C8-A1HM	11	8	22	8	5	6	1	0	0	4	8	2	0	30	284	0	1	42	16	0
BRCA_TCGA-C8-A1HN	1	3	1	12	2	6	2	0	0	2	7	3	2	8	2	3	0	10	6	0
BRCA_TCGA-C8-A1HO	3	0	2	5	4	3	2	2	2	0	0	0	0	5	9	5	0	2	4	1
BRCA_TCGA-C8-A26V	1	5	7	3	0	4	0	0	0	0	5	0	0	0	45	11	2	8	5	0
BRCA_TCGA-C8-A26W	0	2	8	2	2	2	0	0	2	0	4	1	3	13	21	0	0	5	0	4
BRCA_TCGA-C8-A26X	1	5	4	0	0	17	0	0	1	11	3	7	2	2	5	1	1	5	9	1
BRCA_TCGA-C8-A26Y	22	5	45	0	10	3	7	3	10	0	5	2	0	101	542	0	22	0	109	30
BRCA_TCGA-C8-A26Z	1	6	3	4	0	7	0	0	0	4	0	0	3	4	0	2	1	7	4	3
BRCA_TCGA-C8-A273	1	0	2	5	2	0	0	0	0	0	1	1	1	0	1	4	1	5	0	0
BRCA_TCGA-C8-A274	5	8	15	3	6	2	0	3	2	1	3	5	2	27	166	0	0	0	7	26
BRCA_TCGA-C8-A275	0	1	11	4	6	4	0	0	0	1	1	0	5	17	81	0	2	9	0	0
BRCA_TCGA-C8-A278	1	0	4	9	4	2	0	0	2	0	0	0	0	3	13	3	0	9	3	0
BRCA_TCGA-C8-A27A	4	2	4	3	0	2	2	0	0	0	1	0	3	2	6	5	0	5	0	1
BRCA_TCGA-C8-A27B	3	4	4	2	3	1	1	2	2	0	4	0	3	0	63	4	4	60	2	0
BRCA_TCGA-C8-A3M7	5	8	19	6	0	4	0	2	0	2	4	0	0	65	93	0	0	0	0	13
BRCA_TCGA-C8-A3M8	0	5	3	6	0	0	0	0	3	3	5	0	7	0	14	5	0	9	1	1
BRCA_TCGA-C8-A8HP	5	8	25	0	4	2	0	1	0	6	0	0	0	32	167	0	0	0	12	11
BRCA_TCGA-C8-A8HQ	4	1	37	14	1	5	0	6	2	1	2	0	0	42	242	0	1	0	0	14
BRCA_TCGA-C8-A8HR	0	4	2	3	0	8	5	0	2	0	5	3	0	6	2	5	4	10	0	1
BRCA_TCGA-C8-A9FZ	0	4	1	5	3	2	0	0	2	0	0	0	0	0	4	0	0	7	1	0
BRCA_TCGA-D8-A13Y	1	1	3	5	3	3	2	0	2	4	6	2	7	13	16	0	2	7	0	5
BRCA_TCGA-D8-A13Z	1	4	4	5	3	13	1	0	0	7	0	0	0	0	13	2	6	33	9	2
BRCA_TCGA-D8-A140	1	10	6	11	10	0	2	1	8	6	0	5	3	29	14	2	0	2	13	11
BRCA_TCGA-D8-A141	0	0	1	1	0	7	0	0	0	1	0	0	0	1	0	3	0	5	2	0
BRCA_TCGA-D8-A142	1	7	6	25	0	6	6	3	7	9	0	6	3	10	11	15	6	38	7	0
BRCA_TCGA-D8-A143	0	3	0	6	2	5	0	0	1	4	1	2	0	5	1	0	2	15	5	9
BRCA_TCGA-D8-A145	0	5	1	4	2	5	0	0	3	2	2	0	0	0	3	5	0	9	1	5
BRCA_TCGA-D8-A146	0	4	4	4	0	1	0	0	4	5	2	0	1	11	1	2	1	0	1	0
BRCA_TCGA-D8-A147	2	0	6	5	5	0	1	5	1	10	3	9	6	10	50	5	11	64	4	3
BRCA_TCGA-D8-A1J8	22	43	62	33	81	11	2	20	22	32	41	0	0	106	446	0	1	0	9	30
BRCA_TCGA-D8-A1J9	12	3	27	0	0	0	0	0	0	1	3	1	4	27	179	0	5	0	7	9
BRCA_TCGA-D8-A1JB	1	0	2	2	3	4	0	2	1	3	2	0	7	4	5	1	3	16	3	4
BRCA_TCGA-D8-A1JC	3	0	9	11	2	0	0	1	1	6	2	0	0	21	50	0	1	8	0	7
BRCA_TCGA-D8-A1JD	4	2	4	4	8	0	0	3	0	15	4	0	7	2	20	4	2	31	4	8
BRCA_TCGA-D8-A1JE	1	1	0	9	4	0	2	0	0	0	4	6	0	2	2	1	0	0	3	5
BRCA_TCGA-D8-A1JF	0	4	2	7	8	0	2	0	0	0	3	0	2	2	4	4	0	9	0	2
BRCA_TCGA-D8-A1JG	32	6	18	15	8	6	16	2	0	0	0	8	10	10	11	8	1	17	1	0
BRCA_TCGA-D8-A1JH	0	2	1	1	0	1	0	1	1	0	0	3	0	1	1	7	0	2	0	3
BRCA_TCGA-D8-A1JI	0	0	2	4	5	0	0	0	2	3	4	3	0	10	0	3	0	0	6	0
BRCA_TCGA-D8-A1JJ	1	5	8	3	4	5	0	0	2	5	3	1	0	11	35	2	3	0	0	10
BRCA_TCGA-D8-A1JK	5	6	4	0	8	7	11	8	7	13	6	23	10	25	17	45	5	23	15	11
BRCA_TCGA-D8-A1JL	3	1	4	6	6	0	0	4	6	3	7	1	9	4	10	17	2	38	5	1
BRCA_TCGA-D8-A1JM	0	0	4	5	1	7	0	0	1	3	2	3	2	1	2	0	0	10	10	2
BRCA_TCGA-D8-A1JN	6	5	23	2	0	5	2	0	0	0	1	0	0	44	97	0	0	0	9	14
BRCA_TCGA-D8-A1JP	1	2	2	0	4	0	5	0	12	8	3	4	0	11	7	7	6	41	13	9
BRCA_TCGA-D8-A1JS	1	2	1	4	1	0	0	0	2	1	1	0	0	6	0	0	0	3	3	4
