Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N
BRCA_TCGA-BH-A0BP	16	4	6	16	9	0	0	0	11	2	30	56	46	0
BRCA_TCGA-BH-A0BQ	5	1	1	2	4	0	0	0	2	0	4	9	2	0
BRCA_TCGA-BH-A0BS	2	0	1	0	1	0	0	0	0	4	8	5	1	1
BRCA_TCGA-BH-A0BT	3	1	8	3	0	0	0	1	2	6	10	9	5	0
BRCA_TCGA-BH-A0BV	1	0	1	1	1	0	0	0	0	1	14	1	4	0
BRCA_TCGA-BH-A0BW	8	0	1	3	11	3	3	6	0	8	5	37	15	3
BRCA_TCGA-BH-A0BZ	2	13	17	3	17	1	6	10	0	11	35	138	38	5
BRCA_TCGA-BH-A0C0	1	0	2	2	0	8	0	0	7	6	0	18	4	0
BRCA_TCGA-BH-A0C1	6	0	7	2	10	0	0	1	0	0	7	8	7	2
BRCA_TCGA-BH-A0C3	3	0	0	1	1	0	0	5	0	1	2	4	0	1
BRCA_TCGA-BH-A0C7	13	0	1	2	6	4	4	3	0	0	2	19	4	0
BRCA_TCGA-BH-A0DD	7	0	6	3	0	0	0	4	0	0	6	5	6	0
BRCA_TCGA-BH-A0DE	1	1	0	1	1	0	0	4	1	0	16	7	1	0
BRCA_TCGA-BH-A0DG	0	1	0	7	5	1	0	2	3	2	3	8	13	2
BRCA_TCGA-BH-A0DH	11	0	2	4	8	0	3	0	0	4	6	0	13	1
BRCA_TCGA-BH-A0DI	7	0	5	1	0	2	4	1	0	0	3	18	21	0
BRCA_TCGA-BH-A0DK	7	3	0	1	0	0	3	4	8	2	1	18	6	0
BRCA_TCGA-BH-A0DL	8	1	8	3	1	0	0	1	10	5	2	6	16	4
BRCA_TCGA-BH-A0DO	0	0	5	4	2	0	0	1	0	1	4	7	6	0
BRCA_TCGA-BH-A0DP	0	0	0	1	0	0	0	0	4	2	4	5	3	0
BRCA_TCGA-BH-A0DQ	4	0	1	1	1	0	0	3	12	0	7	5	1	0
BRCA_TCGA-BH-A0DT	3	0	0	0	3	0	3	0	0	0	2	1	3	0
BRCA_TCGA-BH-A0DV	0	0	0	0	1	0	0	2	0	0	4	4	3	1
BRCA_TCGA-BH-A0DX	8	1	1	5	0	0	2	2	0	0	4	15	39	0
BRCA_TCGA-BH-A0DZ	0	4	0	18	0	0	7	0	14	0	4	0	170	0
BRCA_TCGA-BH-A0E0	9	0	0	2	0	2	0	0	0	0	4	2	2	3
BRCA_TCGA-BH-A0E1	6	0	0	3	1	0	0	1	0	0	0	1	6	1
BRCA_TCGA-BH-A0E9	6	0	3	1	1	2	0	0	4	2	4	4	1	0
BRCA_TCGA-BH-A0EA	2	0	4	3	6	0	0	1	0	1	5	7	3	0
BRCA_TCGA-BH-A0EI	4	0	1	1	1	0	1	2	4	2	6	2	0	0
BRCA_TCGA-BH-A0H3	3	0	0	0	0	0	0	1	0	0	5	7	1	0
BRCA_TCGA-BH-A0H5	0	7	1	18	0	0	3	0	0	0	25	0	115	0
BRCA_TCGA-BH-A0H7	4	1	0	1	0	2	0	3	0	1	0	0	5	0
BRCA_TCGA-BH-A0H9	0	0	1	1	0	0	0	3	0	0	3	8	3	4
BRCA_TCGA-BH-A0HA	83	0	31	11	47	4	2	112	0	36	13	2	34	7
BRCA_TCGA-BH-A0HI	6	2	0	2	0	0	3	3	4	0	7	3	5	0
BRCA_TCGA-BH-A0HK	1	0	6	6	1	0	2	0	2	0	14	4	27	0
BRCA_TCGA-BH-A0HN	7	0	0	4	0	0	0	0	4	3	4	8	4	0
BRCA_TCGA-BH-A0HP	0	11	1	23	0	0	2	0	40	0	16	0	264	0
BRCA_TCGA-BH-A0RX	17	0	0	6	2	0	0	0	9	5	1	6	3	0
BRCA_TCGA-BH-A0W3	2	1	0	0	1	0	0	0	1	4	4	7	3	0
BRCA_TCGA-BH-A0W4	5	0	0	6	0	0	3	3	0	2	3	9	8	0
BRCA_TCGA-BH-A0W5	6	1	2	2	1	0	0	2	1	3	2	9	0	0
BRCA_TCGA-BH-A0W7	0	4	1	18	1	0	0	0	7	9	11	0	210	0
BRCA_TCGA-BH-A0WA	2	3	0	0	7	0	2	0	16	8	19	40	16	0
BRCA_TCGA-BH-A18F	7	2	0	8	2	0	1	0	13	0	13	6	15	0
BRCA_TCGA-BH-A18G	272	21	181	34	313	102	0	419	6	242	48	12	0	18
BRCA_TCGA-BH-A18H	0	0	1	3	8	0	0	4	9	1	8	7	10	3
BRCA_TCGA-BH-A18I	6	0	4	4	0	0	1	0	3	0	2	6	5	0
BRCA_TCGA-BH-A18J	0	2	6	3	2	1	5	4	7	2	3	3	73	0
BRCA_TCGA-BH-A18K	0	1	3	5	1	0	0	5	1	1	15	10	24	2
BRCA_TCGA-BH-A18L	12	2	7	3	1	5	3	5	0	0	9	15	3	0
BRCA_TCGA-BH-A18M	3	0	0	1	0	0	0	0	7	0	3	0	4	0
BRCA_TCGA-BH-A18N	8	0	6	2	0	0	0	5	0	5	0	15	1	1
BRCA_TCGA-BH-A18P	0	0	7	41	0	0	4	0	36	0	37	0	313	0
BRCA_TCGA-BH-A18Q	2	1	1	1	7	4	0	1	3	4	11	62	8	2
BRCA_TCGA-BH-A18R	2	1	0	1	2	0	3	0	0	7	3	17	6	0
BRCA_TCGA-BH-A18S	1	1	3	2	3	2	0	6	0	1	0	15	2	1
BRCA_TCGA-BH-A18T	5	1	1	2	9	6	1	6	3	0	3	49	16	0
BRCA_TCGA-BH-A18U	11	0	3	7	6	1	3	0	23	9	20	23	72	0
BRCA_TCGA-BH-A18V	3	11	0	5	6	3	4	0	0	15	3	101	93	6
BRCA_TCGA-BH-A1EO	17	0	4	3	0	0	0	0	0	0	8	13	5	0
BRCA_TCGA-BH-A1ET	5	3	1	1	2	0	2	3	4	3	3	6	0	0
BRCA_TCGA-BH-A1EU	6	0	0	1	1	0	2	6	0	3	4	9	2	0
BRCA_TCGA-BH-A1EV	8	2	4	13	0	0	0	4	12	3	12	11	60	0
BRCA_TCGA-BH-A1EW	0	0	1	3	1	0	1	2	2	1	5	2	3	0
BRCA_TCGA-BH-A1EX	4	0	3	5	0	0	0	4	0	3	3	13	0	0
BRCA_TCGA-BH-A1EY	7	0	1	6	4	0	0	6	0	2	2	12	15	0
BRCA_TCGA-BH-A1F0	2	3	3	4	0	3	1	1	0	6	18	36	18	0
BRCA_TCGA-BH-A1F2	11	2	3	3	0	0	0	2	14	0	11	10	15	0
BRCA_TCGA-BH-A1F5	6	1	0	3	0	1	0	0	6	0	15	10	2	0
BRCA_TCGA-BH-A1F6	8	0	4	1	4	0	3	2	2	1	5	14	7	2
BRCA_TCGA-BH-A1F8	2	4	1	13	0	0	2	0	33	0	23	1	113	0
BRCA_TCGA-BH-A1FC	14	3	7	5	6	3	7	9	0	0	5	32	34	5
BRCA_TCGA-BH-A1FE	0	1	3	2	0	0	0	1	0	0	8	6	4	1
BRCA_TCGA-BH-A1FG	4	0	1	1	4	2	4	0	0	1	1	2	1	0
BRCA_TCGA-BH-A1FH	9	0	0	1	3	0	2	1	0	0	6	6	4	1
BRCA_TCGA-BH-A1FJ	10	0	0	1	3	0	3	0	5	0	15	7	1	0
BRCA_TCGA-BH-A1FL	1	0	4	2	0	0	1	0	0	4	11	2	1	0
BRCA_TCGA-BH-A1FM	9	0	4	8	0	0	0	1	6	0	2	14	18	0
BRCA_TCGA-BH-A1FN	3	2	2	1	3	1	3	1	0	6	12	34	74	4
BRCA_TCGA-BH-A1FR	2	0	2	1	1	0	0	0	0	2	0	8	1	0
BRCA_TCGA-BH-A1FU	4	3	6	7	6	0	4	10	0	12	10	31	19	6
BRCA_TCGA-BH-A201	0	3	1	2	1	1	0	0	8	8	0	1	2	0
BRCA_TCGA-BH-A202	6	3	1	1	3	0	0	3	0	0	0	8	3	0
BRCA_TCGA-BH-A203	23	1	3	10	8	6	0	0	0	5	8	12	23	0
BRCA_TCGA-BH-A204	4	3	4	3	2	2	0	2	0	1	10	15	6	0
BRCA_TCGA-BH-A208	7	0	0	4	0	0	0	1	4	4	17	11	34	0
BRCA_TCGA-BH-A209	2	1	0	10	3	0	1	0	0	2	9	2	89	0
BRCA_TCGA-BH-A28Q	5	0	4	1	3	0	0	0	0	0	3	5	3	2
BRCA_TCGA-BH-A2L8	0	6	2	40	0	0	0	0	26	0	39	0	515	0
BRCA_TCGA-BH-A42U	1	0	0	4	0	0	1	0	4	0	6	2	14	0
BRCA_TCGA-BH-A42V	3	0	0	6	0	0	0	2	4	0	7	0	33	0
BRCA_TCGA-BH-A5IZ	10	3	0	0	0	3	2	7	9	0	12	38	12	0
BRCA_TCGA-BH-A5J0	1	1	7	12	0	0	6	0	13	3	13	1	45	0
BRCA_TCGA-BH-A6R8	9	0	1	3	3	0	1	2	2	1	1	9	5	0
BRCA_TCGA-BH-A6R9	2	1	1	2	0	0	0	0	5	1	4	9	0	0
BRCA_TCGA-BH-A8FY	0	1	6	0	2	0	0	0	0	4	14	22	7	0
BRCA_TCGA-BH-A8FZ	5	3	8	2	2	1	2	8	4	4	0	34	13	5
BRCA_TCGA-BH-A8G0	3	0	0	2	0	0	0	1	6	3	1	0	0	1
BRCA_TCGA-BH-AB28	6	0	8	2	3	4	4	0	0	2	3	4	5	2
BRCA_TCGA-C8-A12K	6	3	4	0	4	1	0	5	0	9	13	66	60	2
BRCA_TCGA-C8-A12L	4	0	5	3	13	0	0	0	0	0	12	46	6	0
BRCA_TCGA-C8-A12M	13	0	4	9	8	3	8	3	0	3	10	20	1	0
BRCA_TCGA-C8-A12N	9	1	0	0	3	0	0	4	0	0	0	6	4	0
BRCA_TCGA-C8-A12O	15	1	0	4	0	1	0	0	4	3	8	10	3	0
BRCA_TCGA-C8-A12P	12	4	3	15	5	0	5	4	13	2	13	20	101	5
BRCA_TCGA-C8-A12Q	0	4	4	16	0	0	3	3	17	5	13	1	73	0
BRCA_TCGA-C8-A12T	10	8	1	11	7	1	0	2	0	0	12	4	158	0
BRCA_TCGA-C8-A12U	12	0	0	0	2	0	0	0	13	3	10	13	8	0
BRCA_TCGA-C8-A12V	4	0	0	2	8	7	2	1	0	2	0	19	4	3
BRCA_TCGA-C8-A12W	29	1	0	7	4	0	0	7	5	1	4	15	4	0
BRCA_TCGA-C8-A12X	11	0	5	4	1	0	1	0	12	6	11	9	1	4
BRCA_TCGA-C8-A12Y	8	0	9	2	4	4	4	3	0	5	0	4	3	0
BRCA_TCGA-C8-A12Z	8	1	2	3	3	0	0	2	7	1	10	4	20	0
BRCA_TCGA-C8-A130	18	0	1	6	1	0	0	1	0	9	0	9	7	2
BRCA_TCGA-C8-A131	0	1	10	8	3	0	2	3	0	3	15	21	6	2
BRCA_TCGA-C8-A132	9	1	0	2	6	0	0	3	0	0	4	26	31	2
BRCA_TCGA-C8-A133	0	1	0	2	3	4	1	0	0	3	7	6	4	2
BRCA_TCGA-C8-A134	3	9	2	2	6	8	0	1	0	8	14	58	6	0
BRCA_TCGA-C8-A135	19	1	7	4	4	2	0	8	0	0	0	23	9	0
BRCA_TCGA-C8-A137	7	0	0	8	0	0	2	2	0	0	7	8	26	2
BRCA_TCGA-C8-A138	9	4	0	2	1	3	2	5	2	0	10	14	0	0
BRCA_TCGA-C8-A1HE	1	0	2	3	0	0	0	0	3	3	13	2	26	1
BRCA_TCGA-C8-A1HF	2	1	3	2	0	1	1	0	4	4	6	3	12	0
BRCA_TCGA-C8-A1HG	12	0	6	4	0	0	1	4	11	3	10	12	6	0
BRCA_TCGA-C8-A1HI	16	2	0	1	10	0	0	6	0	0	5	16	16	0
BRCA_TCGA-C8-A1HJ	5	2	2	2	6	3	0	3	11	11	0	63	12	4
BRCA_TCGA-C8-A1HK	4	3	3	6	5	0	0	3	3	3	0	16	27	0
BRCA_TCGA-C8-A1HL	0	1	7	1	3	2	3	0	0	2	11	7	0	0
BRCA_TCGA-C8-A1HM	12	12	8	25	5	0	0	0	0	10	16	43	316	1
BRCA_TCGA-C8-A1HN	13	1	1	1	2	0	4	0	5	8	12	19	4	0
BRCA_TCGA-C8-A1HO	5	3	0	2	2	1	2	2	5	1	8	9	9	0
BRCA_TCGA-C8-A26V	5	1	6	8	0	0	0	0	0	10	1	15	48	2
BRCA_TCGA-C8-A26W	1	0	3	9	0	0	0	4	4	4	13	3	28	0
BRCA_TCGA-C8-A26X	6	0	5	4	0	0	1	0	19	7	13	16	4	0
BRCA_TCGA-C8-A26Y	0	23	5	55	0	0	36	9	39	5	35	58	630	21
BRCA_TCGA-C8-A26Z	8	1	6	3	0	0	1	0	4	0	8	16	1	1
BRCA_TCGA-C8-A273	5	1	0	2	2	0	0	0	0	1	1	10	1	1
BRCA_TCGA-C8-A274	2	4	11	18	3	1	0	2	28	5	3	12	191	1
BRCA_TCGA-C8-A275	4	0	2	12	7	0	0	0	6	1	11	7	89	3
BRCA_TCGA-C8-A278	10	1	0	4	4	0	0	3	1	0	1	16	13	0
BRCA_TCGA-C8-A27A	3	4	2	4	0	0	2	0	0	3	7	7	8	0
BRCA_TCGA-C8-A27B	2	3	6	4	1	2	0	3	0	7	0	58	71	5
BRCA_TCGA-C8-A3M7	1	3	8	23	0	0	3	0	41	1	26	0	115	0
BRCA_TCGA-C8-A3M8	6	0	6	3	1	0	0	5	0	7	6	16	12	0
BRCA_TCGA-C8-A8HP	2	5	9	30	6	0	3	0	11	0	7	8	192	0
BRCA_TCGA-C8-A8HQ	15	3	0	42	0	7	0	1	12	3	16	0	272	1
BRCA_TCGA-C8-A8HR	6	0	4	2	0	0	6	2	1	8	11	11	4	5
BRCA_TCGA-C8-A9FZ	7	0	4	1	2	0	0	3	0	0	0	8	4	0
BRCA_TCGA-D8-A13Y	4	1	1	3	3	0	3	4	12	6	14	9	19	3
BRCA_TCGA-D8-A13Z	14	1	2	4	7	0	1	0	0	1	5	47	15	6
BRCA_TCGA-D8-A140	8	1	11	7	10	0	7	8	16	0	21	22	23	0
BRCA_TCGA-D8-A141	4	0	0	1	0	0	0	0	4	0	5	7	0	0
BRCA_TCGA-D8-A142	30	1	3	6	0	5	7	10	0	0	24	59	14	7
BRCA_TCGA-D8-A143	10	0	3	0	4	0	0	0	0	1	9	28	4	2
BRCA_TCGA-D8-A145	8	0	4	0	3	0	0	4	0	4	4	17	3	0
BRCA_TCGA-D8-A146	5	0	4	5	1	0	2	6	0	2	9	2	4	1
BRCA_TCGA-D8-A147	4	3	0	7	14	7	0	3	2	2	7	79	59	13
BRCA_TCGA-D8-A1J8	34	23	52	71	99	13	2	30	32	42	58	0	504	1
BRCA_TCGA-D8-A1J9	0	12	4	32	0	0	0	0	4	4	8	9	199	6
BRCA_TCGA-D8-A1JB	2	1	1	2	3	1	0	2	5	2	10	24	6	4
BRCA_TCGA-D8-A1JC	9	3	0	11	5	1	0	1	5	1	10	12	63	1
BRCA_TCGA-D8-A1JD	3	5	3	5	18	4	0	0	0	4	8	46	23	3
BRCA_TCGA-D8-A1JE	8	1	0	0	4	0	4	0	5	5	0	10	3	0
BRCA_TCGA-D8-A1JF	7	0	4	2	10	0	3	1	0	4	0	13	5	0
BRCA_TCGA-D8-A1JG	16	33	6	21	5	0	19	1	17	0	12	24	13	2
BRCA_TCGA-D8-A1JH	2	0	2	1	0	2	0	2	0	2	2	9	2	0
BRCA_TCGA-D8-A1JI	1	0	1	2	7	0	2	3	1	4	15	6	0	0
BRCA_TCGA-D8-A1JJ	5	1	5	9	5	0	0	1	7	4	8	7	42	4
BRCA_TCGA-D8-A1JK	0	5	8	5	9	11	19	14	21	14	43	71	23	6
BRCA_TCGA-D8-A1JL	4	3	2	5	7	3	0	12	0	8	11	57	12	3
BRCA_TCGA-D8-A1JM	8	0	0	4	2	0	1	0	7	2	2	25	2	0
BRCA_TCGA-D8-A1JN	0	6	6	28	0	0	7	0	15	0	28	0	118	0
BRCA_TCGA-D8-A1JP	0	2	3	2	6	0	8	15	0	3	14	64	12	6
BRCA_TCGA-D8-A1JS	4	1	1	1	2	0	1	3	0	1	5	8	2	0
BRCA_TCGA-D8-A1JT	7	0	2	1	1	2	0	2	0	0	13	13	0	0
BRCA_TCGA-D8-A1JU	5	0	0	1	1	0	0	4	0	0	2	5	1	1
BRCA_TCGA-D8-A1X5	10	6	3	1	0	4	0	7	4	0	4	17	7	3
BRCA_TCGA-D8-A1X6	8	3	5	1	1	0	0	0	6	2	7	7	2	0
BRCA_TCGA-D8-A1X7	3	0	1	2	2	0	1	0	5	0	6	10	2	0
BRCA_TCGA-D8-A1X9	5	4	0	0	11	8	4	4	0	6	2	48	9	1
BRCA_TCGA-D8-A1XA	5	0	0	2	0	0	2	5	2	2	6	4	0	0
BRCA_TCGA-D8-A1XB	7	0	7	4	0	1	1	1	0	5	4	12	8	0
BRCA_TCGA-D8-A1XC	1	0	3	1	0	0	0	0	24	0	3	2	0	0
BRCA_TCGA-D8-A1XF	8	0	6	7	0	2	0	0	12	0	0	13	3	0
BRCA_TCGA-D8-A1XG	0	0	2	2	4	3	0	1	2	3	0	9	1	0
BRCA_TCGA-D8-A1XK	81	7	57	3	0	16	12	602	0	329	0	140	5	48
BRCA_TCGA-D8-A1XL	5	4	3	4	2	5	1	5	5	10	2	51	10	3
BRCA_TCGA-D8-A1XM	8	2	0	9	0	0	4	0	5	0	12	4	20	0
BRCA_TCGA-D8-A1XO	4	0	0	0	3	0	0	0	2	0	2	8	9	1
BRCA_TCGA-D8-A1XQ	141	9	48	25	122	28	12	204	4	189	26	159	39	25
BRCA_TCGA-D8-A1XR	3	0	5	1	4	4	0	3	2	2	1	4	2	1
BRCA_TCGA-D8-A1XS	2	0	3	4	0	0	0	0	0	0	0	12	5	0
BRCA_TCGA-D8-A1XT	3	0	4	2	0	0	0	0	14	0	8	10	3	1
BRCA_TCGA-D8-A1XU	2	0	0	1	2	0	0	0	7	1	5	6	11	0
BRCA_TCGA-D8-A1XV	11	0	0	0	0	0	0	2	1	3	6	9	4	0
BRCA_TCGA-D8-A1XW	8	0	3	3	7	0	0	10	0	0	5	61	16	9
BRCA_TCGA-D8-A1XY	13	1	5	3	0	3	3	0	10	1	7	7	6	0
BRCA_TCGA-D8-A1XZ	26	1	6	6	14	0	0	0	0	0	4	28	10	1
BRCA_TCGA-D8-A1Y0	6	4	0	2	5	3	0	5	6	3	4	28	14	1
BRCA_TCGA-D8-A1Y1	124	2	5	10	22	7	1	16	0	16	1	5	24	0
BRCA_TCGA-D8-A1Y2	5	0	0	2	1	0	0	1	3	0	0	0	10	0
BRCA_TCGA-D8-A1Y3	20	0	2	3	0	0	3	0	0	10	13	14	1	1
BRCA_TCGA-D8-A27E	0	0	0	1	1	0	0	0	6	0	0	3	0	0
BRCA_TCGA-D8-A27F	3	3	0	1	6	0	3	4	0	1	0	38	11	0
BRCA_TCGA-D8-A27G	0	22	5	87	0	0	16	0	64	0	48	0	934	0
BRCA_TCGA-D8-A27H	10	0	0	1	3	2	0	8	0	5	0	72	58	1
BRCA_TCGA-D8-A27I	7	0	0	2	3	0	1	2	0	1	0	12	8	0
BRCA_TCGA-D8-A27K	5	0	0	1	1	0	0	0	3	3	3	4	1	0
BRCA_TCGA-D8-A27L	0	0	5	6	0	0	1	0	3	0	17	1	20	0
BRCA_TCGA-D8-A27M	1	4	6	5	0	0	5	0	14	3	0	39	13	0
BRCA_TCGA-D8-A27N	13	1	4	4	3	2	0	0	2	3	7	16	4	1
BRCA_TCGA-D8-A27P	1	0	7	1	3	0	0	2	0	1	4	10	1	0
BRCA_TCGA-D8-A27R	0	0	3	3	1	0	0	1	0	0	7	16	4	0
BRCA_TCGA-D8-A27T	6	0	4	1	0	1	3	0	3	4	4	2	3	0
BRCA_TCGA-D8-A27V	0	7	4	23	0	0	1	4	1	3	31	7	154	0
BRCA_TCGA-D8-A27W	19	0	5	3	4	0	1	3	0	0	4	10	5	1
BRCA_TCGA-D8-A3Z6	5	1	2	1	3	0	0	0	5	7	4	2	7	0
BRCA_TCGA-D8-A4Z1	0	1	3	6	0	0	1	0	1	0	7	0	27	0
BRCA_TCGA-D8-A73U	0	4	4	14	0	0	2	0	30	1	29	0	123	0
BRCA_TCGA-D8-A73W	10	0	10	0	6	0	0	0	0	1	10	7	4	4
BRCA_TCGA-D8-A73X	11	0	2	4	0	2	0	7	0	6	3	11	6	0
BRCA_TCGA-E2-A105	10	1	2	1	4	1	0	8	3	0	18	11	8	0
BRCA_TCGA-E2-A107	7	1	0	3	1	0	3	4	0	3	7	1	6	0
BRCA_TCGA-E2-A108	6	4	0	7	4	3	0	6	3	5	2	22	124	0
BRCA_TCGA-E2-A109	5	2	7	3	0	2	0	0	21	7	13	24	0	0
BRCA_TCGA-E2-A10A	0	0	4	0	2	0	1	1	1	0	8	3	8	0
BRCA_TCGA-E2-A10B	4	0	2	5	2	4	5	2	1	7	7	5	27	2
BRCA_TCGA-E2-A10C	0	9	1	46	0	0	9	0	31	0	30	0	393	0
BRCA_TCGA-E2-A10F	3	0	3	2	0	0	2	3	2	1	4	5	5	0
BRCA_TCGA-E2-A14N	2	0	4	6	2	0	0	1	0	5	14	46	21	8
BRCA_TCGA-E2-A14O	8	1	0	7	0	0	0	0	7	0	7	6	0	0
BRCA_TCGA-E2-A14P	10	2	8	10	0	0	4	5	14	3	21	9	26	0
BRCA_TCGA-E2-A14Q	8	1	0	0	0	0	0	0	8	6	7	3	5	2
BRCA_TCGA-E2-A14R	5	3	2	5	8	0	7	3	9	14	9	60	16	2
BRCA_TCGA-E2-A14T	6	0	5	4	1	0	0	1	0	1	0	11	8	6
BRCA_TCGA-E2-A14V	19	1	0	12	3	4	0	7	0	0	8	24	57	6
BRCA_TCGA-E2-A14W	0	0	3	5	6	1	5	0	7	5	9	46	12	3
BRCA_TCGA-E2-A14X	10	0	7	4	0	0	0	0	0	0	3	5	7	1
BRCA_TCGA-E2-A14Y	5	0	1	0	0	0	0	1	4	2	5	3	29	0
BRCA_TCGA-E2-A14Z	4	2	1	8	1	1	3	1	8	0	12	24	27	3
BRCA_TCGA-E2-A150	10	8	8	4	10	0	10	4	0	0	3	21	6	7
BRCA_TCGA-E2-A152	3	3	0	23	10	0	5	0	5	1	4	14	103	0
BRCA_TCGA-E2-A153	7	0	2	2	1	0	1	3	0	0	2	2	6	0
BRCA_TCGA-E2-A154	11	3	2	6	4	2	1	0	0	0	0	27	2	0
BRCA_TCGA-E2-A155	8	2	4	4	8	0	0	0	8	5	8	20	13	1
BRCA_TCGA-E2-A156	3	0	0	1	0	0	0	0	4	4	4	4	5	0
BRCA_TCGA-E2-A158	8	1	0	3	9	5	1	2	0	5	4	50	5	4
BRCA_TCGA-E2-A159	6	1	4	7	0	0	0	0	11	4	13	15	135	5
BRCA_TCGA-E2-A15A	5	3	4	0	1	0	1	0	9	0	8	23	4	4
BRCA_TCGA-E2-A15C	9	0	4	2	3	0	0	1	11	1	9	9	1	0
BRCA_TCGA-E2-A15D	8	3	3	2	5	0	0	5	0	1	1	3	1	2
BRCA_TCGA-E2-A15E	11	1	0	0	0	0	0	4	0	9	1	8	6	0
BRCA_TCGA-E2-A15F	7	0	0	1	2	0	0	1	1	1	4	10	1	0
BRCA_TCGA-E2-A15G	10	0	0	5	3	0	2	4	0	8	11	23	7	0
BRCA_TCGA-E2-A15H	5	0	4	2	1	0	0	0	6	5	6	4	0	0
BRCA_TCGA-E2-A15I	10	1	0	1	0	0	1	0	11	0	4	11	4	0
BRCA_TCGA-E2-A15J	0	0	5	0	0	0	1	0	3	0	5	8	0	0
BRCA_TCGA-E2-A15K	8	1	4	2	2	4	2	2	0	0	14	12	2	0
BRCA_TCGA-E2-A15L	11	0	0	2	0	0	1	1	0	6	0	9	4	0
BRCA_TCGA-E2-A15M	9	2	8	4	0	1	0	2	11	3	16	21	31	0
BRCA_TCGA-E2-A15O	8	0	0	2	2	0	0	0	0	3	1	14	2	2
BRCA_TCGA-E2-A15P	3	0	3	1	0	0	0	3	1	2	9	5	1	0
BRCA_TCGA-E2-A15R	10	0	0	5	0	0	0	1	8	1	13	6	3	0
BRCA_TCGA-E2-A15S	6	0	0	1	5	5	2	9	0	0	6	18	11	5
BRCA_TCGA-E2-A15T	10	0	0	1	3	0	1	5	0	1	5	11	3	0
BRCA_TCGA-E2-A1AZ	0	1	6	11	1	0	0	0	0	10	0	24	26	0
BRCA_TCGA-E2-A1B0	7	0	2	7	0	0	0	11	10	1	4	8	8	2
BRCA_TCGA-E2-A1B1	5	1	0	2	0	0	4	0	12	0	12	0	30	0
BRCA_TCGA-E2-A1B4	0	0	7	4	0	0	1	2	3	0	6	13	6	0
BRCA_TCGA-E2-A1B5	4	0	3	5	0	0	3	3	2	0	5	0	19	2
BRCA_TCGA-E2-A1B6	8	0	3	0	4	1	0	1	0	2	0	32	4	1
BRCA_TCGA-E2-A1BC	2	0	7	0	1	0	3	0	0	4	5	17	2	0
BRCA_TCGA-E2-A1BD	10	1	0	3	0	0	0	0	12	5	5	7	0	0
BRCA_TCGA-E2-A1IE	4	0	0	1	3	2	0	1	6	0	3	8	0	2
BRCA_TCGA-E2-A1IF	2	0	2	1	0	0	0	2	0	6	3	8	0	0
BRCA_TCGA-E2-A1IG	7	0	0	7	1	0	3	2	6	0	11	14	6	0
BRCA_TCGA-E2-A1IH	5	2	4	3	0	0	2	8	0	5	8	15	32	1
BRCA_TCGA-E2-A1II	5	0	2	0	0	0	12	0	0	3	0	11	1	0
BRCA_TCGA-E2-A1IJ	6	0	0	0	2	0	3	0	2	0	0	3	0	2
BRCA_TCGA-E2-A1IK	2	0	1	4	0	0	0	2	0	0	0	7	1	0
BRCA_TCGA-E2-A1IL	1	1	6	4	0	0	0	0	0	3	6	9	0	1
BRCA_TCGA-E2-A1IN	7	0	4	13	6	0	0	0	15	6	1	23	171	2
BRCA_TCGA-E2-A1IO	6	0	0	2	0	0	2	2	0	0	0	3	1	0
BRCA_TCGA-E2-A1IU	2	0	1	7	2	0	0	1	0	0	2	10	5	1
BRCA_TCGA-E2-A1L6	0	0	1	5	3	0	0	0	3	5	4	6	1	0
BRCA_TCGA-E2-A1L7	7	3	0	1	3	2	4	5	0	3	8	35	5	5
BRCA_TCGA-E2-A1L8	6	0	0	0	0	2	2	7	2	0	5	7	7	0
BRCA_TCGA-E2-A1L9	2	0	2	2	1	0	0	0	11	3	0	5	2	0
BRCA_TCGA-E2-A1LA	5	1	2	2	7	0	0	0	5	19	5	46	9	6
BRCA_TCGA-E2-A1LB	3	3	0	4	2	1	3	2	5	0	4	5	23	0
BRCA_TCGA-E2-A1LG	6	3	0	19	5	2	0	0	1	1	11	6	163	2
BRCA_TCGA-E2-A1LH	13	10	0	4	0	8	0	14	0	10	9	95	59	9
BRCA_TCGA-E2-A1LI	1	0	1	2	0	3	0	0	0	2	0	17	11	0
BRCA_TCGA-E2-A1LK	20	0	11	7	0	0	3	0	0	5	0	4	3	1
BRCA_TCGA-E2-A1LL	6	1	4	1	2	0	0	4	1	2	6	24	5	5
BRCA_TCGA-E2-A2P6	0	0	11	19	0	0	2	0	32	0	24	0	98	0
BRCA_TCGA-E2-A56Z	9	2	5	4	4	0	4	11	0	0	8	11	1	1
BRCA_TCGA-E2-A570	5	0	1	1	0	0	0	3	0	0	12	6	1	1
BRCA_TCGA-E2-A572	9	0	0	0	1	0	1	5	0	0	0	10	3	0
BRCA_TCGA-E2-A573	6	3	7	2	6	0	7	7	0	0	3	23	6	2
BRCA_TCGA-E2-A574	7	2	11	16	0	0	3	3	7	0	25	22	59	1
BRCA_TCGA-E2-A576	17	0	0	4	8	0	1	0	12	0	11	16	0	1
BRCA_TCGA-E2-A9RU	20	6	11	10	0	0	2	3	3	4	17	13	17	1
