Samples	SBS96A	SBS96B	SBS96C	SBS96D
MSH6_0_multinomial_train1	0.00E+00	2.89E-04	1.30E-44	1.92E-04
MSH2_0_multinomial_train1	0.00E+00	7.42E-04	1.02E-03	6.44E-04
MSH6_0_multinomial_train1.1	0.00E+00	2.22E-04	0.00E+00	1.95E-04
MLH1_0_multinomial_train1	0.00E+00	3.60E-04	0.00E+00	0.00E+00
MSH6_1_multinomial_train1.1	0.00E+00	1.57E-04	5.72E-160	2.06E-04
MLH1_0_multinomial_train1.1	0.00E+00	3.54E-04	0.00E+00	1.93E-04
PMS1_0_multinomial_train1.1	0.00E+00	3.84E-02	5.19E-03	2.34E-45
PMS1_0_multinomial_train1.2	0.00E+00	1.61E-02	4.62E-03	0.00E+00
MSH6_1_multinomial_train1.2	0.00E+00	1.49E-04	0.00E+00	1.88E-04
MSH6_1_multinomial_train1.3	0.00E+00	1.22E-04	0.00E+00	1.71E-83
PMS1_0_multinomial_train1.3	0.00E+00	3.85E-02	5.52E-03	2.98E-03
PMS1_0_multinomial_train1.4	0.00E+00	3.66E-02	6.62E-03	2.12E-03
PMS2_0_multinomial_train1	0.00E+00	2.65E-04	2.76E-04	0.00E+00
MSH6_1_multinomial_train1.4	0.00E+00	1.53E-04	0.00E+00	2.04E-04
MSH6_0_multinomial_train1.2	0.00E+00	2.50E-04	4.40E-138	1.93E-04
PMS1_0_multinomial_train1.5	0.00E+00	4.82E-02	5.87E-03	1.63E-03
PMS1_0_multinomial_train1.6	0.00E+00	4.81E-02	3.67E-03	1.65E-03
PMS1_0_multinomial_train1.7	0.00E+00	4.14E-02	5.90E-03	6.64E-113
MSH6_1_multinomial_train1.5	0.00E+00	2.01E-04	1.67E-125	2.20E-04
MLH1_0_multinomial_train1.2	0.00E+00	3.71E-04	0.00E+00	0.00E+00
PMS1_0_multinomial_train1.8	0.00E+00	7.84E-03	4.41E-03	0.00E+00
PMS1_0_multinomial_train1.9	0.00E+00	5.04E-02	5.13E-03	1.61E-03
MLH1_0_multinomial_train1.3	0.00E+00	4.36E-04	0.00E+00	0.00E+00
MSH2_0_multinomial_train1.1	0.00E+00	7.98E-04	1.02E-03	7.14E-04
MSH6_1_multinomial_train1.6	0.00E+00	2.17E-04	1.11E-143	1.94E-04
MSH2_0_multinomial_train1.2	0.00E+00	3.38E-04	4.10E-72	1.98E-04
PMS1_0_multinomial_train1.10	0.00E+00	1.97E-02	4.56E-03	3.63E-129
MSH6_0_multinomial_train1.3	0.00E+00	3.01E-04	3.22E-29	1.90E-04
MLH1_0_multinomial_train1.4	0.00E+00	3.87E-04	0.00E+00	0.00E+00
MSH2_0_multinomial_train1.3	0.00E+00	8.51E-04	9.55E-04	3.13E-04
MSH6_1_multinomial_train1.7	0.00E+00	1.69E-04	1.79E-45	1.97E-04
MLH1_0_multinomial_train1.5	0.00E+00	4.47E-04	0.00E+00	0.00E+00
MLH1_0_multinomial_train1.6	0.00E+00	4.81E-04	0.00E+00	0.00E+00
MLH1_0_multinomial_train1.7	0.00E+00	3.20E-04	0.00E+00	0.00E+00
MSH6_1_multinomial_train1.8	0.00E+00	1.57E-04	0.00E+00	2.12E-04
PMS1_0_multinomial_train1.11	0.00E+00	5.35E-02	1.06E-02	2.93E-03
PMS1_0_multinomial_train1.12	0.00E+00	5.09E-02	6.84E-03	2.14E-03
MSH2_0_multinomial_train1.4	0.00E+00	6.48E-04	6.00E-04	2.60E-04
PMS2_0_multinomial_train1.1	0.00E+00	3.51E-04	4.64E-04	0.00E+00
MLH1_0_multinomial_train1.8	0.00E+00	3.62E-04	0.00E+00	0.00E+00
PMS1_0_multinomial_train1.13	0.00E+00	6.03E-02	1.45E-02	1.33E-34
MSH6_1_multinomial_train1.9	0.00E+00	1.85E-04	1.70E-33	2.19E-04
MSH2_0_multinomial_train1.5	0.00E+00	3.60E-04	2.46E-12	1.97E-04
MLH1_0_multinomial_train1.9	0.00E+00	5.12E-04	0.00E+00	3.45E-31
MSH6_0_multinomial_train1.4	0.00E+00	2.53E-04	6.36E-18	1.92E-04
PMS2_0_multinomial_train1.2	0.00E+00	3.92E-04	4.95E-04	0.00E+00
MLH1_0_multinomial_train1.10	0.00E+00	4.09E-04	0.00E+00	0.00E+00
MSH6_0_multinomial_train1.5	0.00E+00	3.05E-04	3.17E-18	1.96E-04
PMS2_0_multinomial_train1.3	0.00E+00	3.70E-04	4.70E-04	0.00E+00
MSH2_0_multinomial_train1.6	0.00E+00	6.30E-04	1.00E-03	7.58E-04
MSH2_0_multinomial_train1.7	0.00E+00	4.58E-04	3.12E-110	2.06E-04
MLH1_0_multinomial_train1.11	0.00E+00	4.02E-04	0.00E+00	0.00E+00
MSH6_1_multinomial_train1.10	0.00E+00	1.99E-04	3.37E-150	2.13E-04
PMS2_0_multinomial_train1.4	0.00E+00	4.64E-04	6.37E-04	0.00E+00
MSH6_1_multinomial_train1.11	0.00E+00	1.62E-04	1.99E-61	2.13E-04
MSH6_1_multinomial_train1.12	0.00E+00	1.33E-04	3.88E-73	1.91E-04
MSH6_0_multinomial_train1.6	0.00E+00	2.81E-04	0.00E+00	0.00E+00
MSH6_0_multinomial_train1.7	0.00E+00	2.02E-04	0.00E+00	1.09E-04
MSH2_0_multinomial_train1.8	0.00E+00	4.54E-04	1.26E-08	2.21E-04
MLH1_0_multinomial_train1.12	0.00E+00	4.22E-04	0.00E+00	5.68E-08
PMS1_0_multinomial_train1.14	0.00E+00	3.63E-02	5.34E-03	5.59E-108
MSH6_0_multinomial_train1.8	0.00E+00	2.15E-04	6.44E-87	1.90E-04
MSH6_0_multinomial_train1.9	0.00E+00	2.49E-04	3.25E-65	1.90E-04
MLH1_0_multinomial_train1.13	0.00E+00	2.63E-04	0.00E+00	0.00E+00
MSH2_0_multinomial_train1.9	0.00E+00	3.69E-04	1.71E-06	2.02E-04
MLH1_0_multinomial_train1.14	0.00E+00	4.32E-04	0.00E+00	0.00E+00
PMS2_0_multinomial_train1.5	0.00E+00	3.97E-04	5.12E-04	0.00E+00
PMS1_0_multinomial_train1.15	0.00E+00	3.34E-02	6.04E-03	1.17E-78
MLH1_0_multinomial_train1.15	0.00E+00	3.56E-04	0.00E+00	0.00E+00
MLH1_0_multinomial_train1.16	0.00E+00	4.73E-04	0.00E+00	0.00E+00
MSH2_0_multinomial_train1.10	0.00E+00	1.10E-03	2.06E-03	1.35E-03
MSH6_0_multinomial_train1.10	0.00E+00	2.58E-04	3.82E-105	2.17E-04
MSH6_0_multinomial_train1.11	0.00E+00	2.62E-04	0.00E+00	1.65E-04
PMS1_0_multinomial_train1.16	0.00E+00	3.83E-02	6.36E-03	2.72E-03
PMS2_0_multinomial_train1.6	0.00E+00	6.18E-04	7.28E-04	0.00E+00
PMS1_0_multinomial_train1.17	0.00E+00	4.15E-02	3.21E-03	1.59E-03
MSH6_1_multinomial_train1.13	0.00E+00	1.45E-04	0.00E+00	1.93E-04
MLH1_0_multinomial_train1.17	0.00E+00	4.70E-04	0.00E+00	6.88E-113
PMS1_0_multinomial_train1.18	0.00E+00	5.38E-02	8.98E-03	1.13E-76
PMS1_0_multinomial_train1.19	0.00E+00	8.09E-03	4.46E-03	0.00E+00
PMS2_0_multinomial_train1.7	0.00E+00	5.26E-04	6.70E-04	0.00E+00
MLH1_0_multinomial_train1.18	0.00E+00	4.03E-04	0.00E+00	0.00E+00
PMS1_0_multinomial_train1.20	0.00E+00	4.19E-02	7.41E-03	1.35E-03
MSH6_0_multinomial_train1.12	0.00E+00	2.40E-04	4.13E-79	1.92E-04
PMS1_0_multinomial_train1.21	0.00E+00	2.99E-02	5.58E-03	1.08E-04
MSH6_0_multinomial_train1.13	0.00E+00	3.51E-04	2.39E-127	1.94E-04
MSH2_0_multinomial_train1.11	0.00E+00	3.58E-04	3.40E-39	2.11E-04
MSH6_0_multinomial_train1.14	0.00E+00	2.08E-04	0.00E+00	1.65E-04
MSH2_0_multinomial_train1.12	0.00E+00	3.73E-04	9.31E-63	2.03E-04
PMS2_0_multinomial_train1.8	0.00E+00	5.34E-04	7.02E-04	0.00E+00
MSH2_0_multinomial_train1.13	0.00E+00	3.19E-04	4.25E-04	4.88E-04
PMS1_0_multinomial_train1.22	0.00E+00	4.20E-02	5.70E-03	2.91E-03
OGG1_1_real_train2	1.81E-146	0.00E+00	8.24E-41	7.77E-04
RNF168_1_real_train2	1.83E-04	0.00E+00	5.42E-118	1.92E-22
UNG_1_real_train2	2.31E-03	2.63E-03	0.00E+00	5.04E-04
ATP2B4_2_real_train2	7.38E-03	1.75E-03	9.68E-03	4.11E-116
ATP2B4_3_real_train2	6.35E-03	5.15E-04	7.64E-03	2.91E-03
MLH1_1_real_train2	0.00E+00	4.43E-04	0.00E+00	1.67E-13
MSH6_2_real_train2	0.00E+00	2.20E-04	1.35E-07	1.97E-04
MSH6_3_real_train2	0.00E+00	1.85E-04	0.00E+00	0.00E+00
PMS1_1_real_train2	0.00E+00	3.89E-02	6.07E-03	3.81E-38
PMS2_1_real_train2	0.00E+00	1.44E-03	2.21E-03	0.00E+00
OGG1_1_multinomial_train2	1.11E-73	0.00E+00	3.63E-26	7.83E-04
UNG_1_multinomial_train2	1.76E-02	1.54E-02	0.00E+00	1.69E-03
UNG_1_multinomial_train2.1	1.66E-02	1.68E-02	0.00E+00	4.79E-04
OGG1_1_multinomial_train2.1	0.00E+00	0.00E+00	1.57E-101	8.13E-04
UNG_1_multinomial_train2.2	1.20E-03	1.02E-03	0.00E+00	4.85E-04
UNG_1_multinomial_train2.3	1.12E-03	8.59E-04	0.00E+00	4.52E-04
UNG_1_multinomial_train2.4	1.16E-03	7.51E-04	0.00E+00	4.40E-04
UNG_1_multinomial_train2.5	3.49E-03	4.36E-03	0.00E+00	4.89E-04
UNG_1_multinomial_train2.6	1.83E-02	1.71E-02	0.00E+00	1.38E-03
UNG_1_multinomial_train2.7	5.93E-02	4.42E-02	0.00E+00	6.32E-02
UNG_1_multinomial_train2.8	1.14E-03	8.29E-04	0.00E+00	4.66E-04
OGG1_1_multinomial_train2.2	2.61E-123	0.00E+00	7.04E-50	7.89E-04
OGG1_1_multinomial_train2.3	0.00E+00	0.00E+00	1.38E-60	7.98E-04
UNG_1_multinomial_train2.9	1.17E-03	8.12E-04	0.00E+00	4.67E-04
OGG1_1_multinomial_train2.4	4.43E-124	0.00E+00	1.65E-33	7.93E-04
OGG1_1_multinomial_train2.5	3.25E-127	0.00E+00	4.58E-44	7.75E-04
OGG1_1_multinomial_train2.6	4.99E-03	0.00E+00	3.08E-03	1.37E-03
OGG1_1_multinomial_train2.7	0.00E+00	0.00E+00	9.74E-71	7.79E-04
OGG1_1_multinomial_train2.8	2.33E-26	4.96E-56	2.44E-50	7.62E-04
UNG_1_multinomial_train2.10	1.09E-02	1.19E-02	0.00E+00	3.11E-04
OGG1_1_multinomial_train2.9	5.99E-29	0.00E+00	1.67E-80	7.76E-04
UNG_1_multinomial_train2.11	1.23E-03	1.41E-03	0.00E+00	4.73E-04
UNG_1_multinomial_train2.12	1.27E-03	1.36E-03	0.00E+00	4.86E-04
OGG1_1_multinomial_train2.10	0.00E+00	0.00E+00	2.74E-39	7.61E-04
OGG1_1_multinomial_train2.11	9.15E-96	0.00E+00	1.56E-29	7.74E-04
UNG_1_multinomial_train2.13	4.12E-03	4.20E-03	0.00E+00	5.48E-04
UNG_1_multinomial_train2.14	4.10E-03	4.76E-03	0.00E+00	4.61E-04
UNG_1_multinomial_train2.15	2.07E-03	2.20E-03	0.00E+00	5.35E-04
UNG_1_multinomial_train2.16	1.36E-03	1.13E-03	0.00E+00	5.36E-04
OGG1_1_multinomial_train2.12	0.00E+00	0.00E+00	3.81E-43	7.94E-04
UNG_1_multinomial_train2.17	3.67E-03	3.65E-03	0.00E+00	6.02E-04
OGG1_1_multinomial_train2.13	2.68E-49	0.00E+00	4.67E-48	7.98E-04
UNG_1_multinomial_train2.18	2.29E-03	2.62E-03	0.00E+00	5.12E-04
OGG1_1_multinomial_train2.14	0.00E+00	0.00E+00	1.49E-35	8.12E-04
UNG_1_multinomial_train2.19	2.94E-03	2.81E-03	0.00E+00	6.15E-04
UNG_1_multinomial_train2.20	4.94E-03	5.15E-03	0.00E+00	5.18E-04
OGG1_1_multinomial_train2.15	0.00E+00	0.00E+00	2.34E-96	8.03E-04
UNG_1_multinomial_train2.21	6.21E-02	5.95E-02	0.00E+00	6.28E-02
UNG_1_multinomial_train2.22	8.24E-03	7.29E-03	0.00E+00	1.03E-03
OGG1_1_multinomial_train2.16	1.24E-64	2.61E-139	2.01E-18	7.60E-04
OGG1_1_multinomial_train2.17	0.00E+00	0.00E+00	8.26E-60	7.74E-04
UNG_1_multinomial_train2.23	1.21E-03	1.59E-03	0.00E+00	4.79E-04
OGG1_1_multinomial_train2.18	3.37E-145	0.00E+00	5.27E-30	7.80E-04
UNG_1_multinomial_train2.24	1.22E-03	1.05E-03	0.00E+00	4.79E-04
UNG_1_multinomial_train2.25	1.25E-03	1.08E-03	0.00E+00	5.19E-04
UNG_1_multinomial_train2.26	1.25E-03	1.34E-03	0.00E+00	4.77E-04
UNG_1_multinomial_train2.27	1.11E-03	1.35E-03	0.00E+00	4.57E-04
UNG_1_multinomial_train2.28	1.17E-03	1.08E-03	0.00E+00	4.69E-04
OGG1_1_multinomial_train2.19	0.00E+00	0.00E+00	3.24E-34	7.74E-04
UNG_1_multinomial_train2.29	3.59E-03	4.08E-03	0.00E+00	4.74E-04
OGG1_1_multinomial_train2.20	0.00E+00	0.00E+00	3.34E-128	7.89E-04
UNG_1_multinomial_train2.30	1.02E-02	1.17E-02	0.00E+00	3.97E-04
UNG_1_multinomial_train2.31	7.40E-05	8.63E-07	0.00E+00	7.01E-02
UNG_1_multinomial_train2.32	1.10E-02	1.17E-02	0.00E+00	2.83E-04
UNG_1_multinomial_train2.33	6.54E-03	6.38E-03	0.00E+00	6.33E-04
OGG1_1_multinomial_train2.21	0.00E+00	0.00E+00	6.42E-51	8.07E-04
UNG_1_multinomial_train2.34	1.44E-03	1.95E-03	0.00E+00	4.96E-04
OGG1_1_multinomial_train2.22	4.62E-16	7.32E-04	1.99E-20	8.05E-04
OGG1_1_multinomial_train2.23	2.13E-19	0.00E+00	2.98E-03	1.67E-03
UNG_1_multinomial_train2.35	1.36E-03	1.36E-03	0.00E+00	4.85E-04
UNG_1_multinomial_train2.36	3.92E-03	3.94E-03	0.00E+00	6.00E-04
OGG1_1_multinomial_train2.24	4.28E-03	0.00E+00	1.75E-58	1.20E-03
UNG_1_multinomial_train2.37	6.53E-02	7.02E-02	0.00E+00	8.46E-03
OGG1_1_multinomial_train2.25	0.00E+00	0.00E+00	5.14E-68	7.98E-04
UNG_1_multinomial_train2.38	1.48E-03	1.56E-03	0.00E+00	4.92E-04
OGG1_1_multinomial_train2.26	0.00E+00	0.00E+00	8.59E-56	7.72E-04
OGG1_1_multinomial_train2.27	5.05E-49	0.00E+00	1.73E-16	7.69E-04
OGG1_1_multinomial_train2.28	6.08E-04	0.00E+00	4.95E-03	3.03E-03
OGG1_1_multinomial_train2.29	3.25E-03	0.00E+00	3.12E-33	1.07E-03
OGG1_1_multinomial_train2.30	2.18E-95	0.00E+00	5.29E-40	7.57E-04
UNG_1_multinomial_train2.39	4.97E-03	6.78E-03	0.00E+00	7.57E-04
UNG_1_multinomial_train2.40	1.03E-03	8.98E-04	0.00E+00	4.22E-04
OGG1_1_multinomial_train2.31	6.19E-03	5.57E-69	1.70E-03	9.52E-04
OGG1_1_multinomial_train2.32	0.00E+00	0.00E+00	7.16E-50	7.64E-04
OGG1_1_multinomial_train2.33	5.45E-03	0.00E+00	2.80E-03	1.13E-03
UNG_1_multinomial_train2.41	9.97E-03	1.29E-02	0.00E+00	1.07E-03
UNG_1_multinomial_train2.42	1.49E-02	5.74E-02	0.00E+00	7.07E-02
OGG1_1_multinomial_train2.34	0.00E+00	0.00E+00	1.85E-78	7.89E-04
UNG_1_multinomial_train2.43	1.91E-03	1.69E-03	0.00E+00	6.07E-04
OGG1_1_multinomial_train2.35	1.17E-104	0.00E+00	2.66E-35	8.03E-04
OGG1_1_multinomial_train2.36	6.05E-03	0.00E+00	6.87E-14	1.42E-03
UNG_1_multinomial_train2.44	1.18E-03	1.12E-03	0.00E+00	4.67E-04
OGG1_1_multinomial_train2.37	3.68E-127	0.00E+00	5.15E-37	7.48E-04
UNG_1_multinomial_train2.45	2.11E-02	2.10E-02	0.00E+00	5.74E-04
UNG_1_multinomial_train2.46	6.66E-02	2.50E-02	0.00E+00	5.68E-02
UNG_1_multinomial_train2.47	1.48E-03	1.46E-03	0.00E+00	5.02E-04
UNG_1_multinomial_train2.48	1.45E-02	1.59E-02	0.00E+00	3.48E-04
UNG_1_multinomial_train2.49	3.81E-03	4.45E-03	0.00E+00	4.77E-04
UNG_1_multinomial_train2.50	1.61E-02	1.47E-02	0.00E+00	1.32E-03
OGG1_1_multinomial_train2.38	0.00E+00	0.00E+00	3.89E-36	7.77E-04
UNG_1_multinomial_train2.51	3.75E-03	5.95E-03	0.00E+00	1.02E-03
UNG_1_multinomial_train2.52	1.74E-03	1.98E-03	0.00E+00	5.01E-04
OGG1_1_multinomial_train2.39	5.09E-03	0.00E+00	1.21E-03	8.31E-04
OGG1_1_multinomial_train2.40	7.03E-122	0.00E+00	1.25E-37	7.69E-04
UNG_1_multinomial_train2.53	1.13E-03	1.34E-03	0.00E+00	4.62E-04
OGG1_1_multinomial_train2.41	6.49E-03	0.00E+00	2.13E-11	1.73E-03
OGG1_1_multinomial_train2.42	1.10E-97	0.00E+00	1.16E-57	7.70E-04
UNG_1_multinomial_train2.54	1.16E-03	1.33E-03	0.00E+00	4.71E-04
RNF168_1_multinomial_train2	3.15E-04	0.00E+00	6.80E-09	1.61E-04
RNF168_1_multinomial_train2.1	1.62E-04	0.00E+00	0.00E+00	7.35E-71
RNF168_1_multinomial_train2.2	3.51E-04	0.00E+00	0.00E+00	1.60E-04
RNF168_1_multinomial_train2.3	1.84E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.4	1.97E-04	0.00E+00	0.00E+00	3.55E-133
RNF168_1_multinomial_train2.5	4.79E-04	0.00E+00	1.04E-03	6.84E-04
RNF168_1_multinomial_train2.6	2.16E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.7	5.97E-04	0.00E+00	3.93E-04	3.61E-07
RNF168_1_multinomial_train2.8	1.84E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.9	2.02E-04	0.00E+00	1.75E-89	0.00E+00
RNF168_1_multinomial_train2.10	1.95E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.11	1.95E-04	0.00E+00	1.01E-39	0.00E+00
RNF168_1_multinomial_train2.12	2.26E-04	0.00E+00	5.52E-36	2.36E-20
RNF168_1_multinomial_train2.13	2.03E-04	1.07E-04	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.14	2.98E-04	2.31E-91	3.25E-55	1.57E-04
RNF168_1_multinomial_train2.15	9.28E-04	4.09E-115	7.18E-04	1.91E-94
RNF168_1_multinomial_train2.16	1.13E-03	0.00E+00	1.01E-03	2.56E-92
RNF168_1_multinomial_train2.17	3.32E-04	0.00E+00	0.00E+00	1.63E-04
RNF168_1_multinomial_train2.18	3.71E-04	0.00E+00	1.70E-08	1.91E-04
RNF168_1_multinomial_train2.19	2.15E-03	0.00E+00	2.91E-03	1.33E-03
RNF168_1_multinomial_train2.20	2.66E-04	0.00E+00	0.00E+00	1.59E-04
RNF168_1_multinomial_train2.21	1.95E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.22	4.28E-04	0.00E+00	0.00E+00	1.69E-04
RNF168_1_multinomial_train2.23	1.65E-04	2.12E-92	0.00E+00	8.77E-146
RNF168_1_multinomial_train2.24	3.61E-04	0.00E+00	2.86E-38	1.72E-04
RNF168_1_multinomial_train2.25	1.19E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.26	3.24E-04	0.00E+00	4.68E-57	1.68E-04
RNF168_1_multinomial_train2.27	6.81E-04	1.01E-04	5.42E-04	6.59E-39
RNF168_1_multinomial_train2.28	1.60E-04	0.00E+00	3.30E-20	2.38E-63
RNF168_1_multinomial_train2.29	2.54E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.30	4.12E-04	0.00E+00	9.91E-10	1.98E-04
RNF168_1_multinomial_train2.31	1.54E-04	0.00E+00	1.55E-136	0.00E+00
RNF168_1_multinomial_train2.32	5.10E-04	0.00E+00	3.88E-04	1.18E-79
RNF168_1_multinomial_train2.33	1.84E-04	0.00E+00	8.62E-116	2.40E-27
RNF168_1_multinomial_train2.34	2.51E-04	0.00E+00	1.53E-20	1.51E-04
RNF168_1_multinomial_train2.35	1.26E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.36	5.08E-04	0.00E+00	3.84E-04	0.00E+00
RNF168_1_multinomial_train2.37	1.78E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.38	3.51E-04	0.00E+00	1.55E-04	1.18E-157
RNF168_1_multinomial_train2.39	1.33E-04	9.46E-05	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.40	1.31E-04	0.00E+00	2.64E-31	0.00E+00
RNF168_1_multinomial_train2.41	1.07E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.42	2.10E-04	0.00E+00	0.00E+00	1.84E-107
RNF168_1_multinomial_train2.43	3.76E-04	8.14E-05	3.18E-04	3.80E-61
RNF168_1_multinomial_train2.44	1.29E-04	4.76E-151	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.45	7.82E-04	0.00E+00	6.32E-04	0.00E+00
RNF168_1_multinomial_train2.46	1.14E-03	0.00E+00	1.69E-03	9.73E-04
RNF168_1_multinomial_train2.47	3.31E-04	0.00E+00	0.00E+00	1.64E-04
RNF168_1_multinomial_train2.48	4.35E-04	0.00E+00	3.02E-04	1.32E-127
RNF168_1_multinomial_train2.49	2.88E-04	0.00E+00	1.82E-93	1.49E-04
RNF168_1_multinomial_train2.50	2.17E-04	0.00E+00	0.00E+00	3.12E-07
RNF168_1_multinomial_train2.51	2.06E-04	0.00E+00	2.94E-61	5.91E-37
RNF168_1_multinomial_train2.52	2.15E-04	1.36E-04	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.53	2.60E-04	0.00E+00	0.00E+00	2.91E-35
RNF168_1_multinomial_train2.54	3.51E-04	0.00E+00	1.67E-127	1.73E-04
RNF168_1_multinomial_train2.55	1.21E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.56	2.00E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.57	6.98E-04	0.00E+00	5.40E-04	3.77E-23
RNF168_1_multinomial_train2.58	1.54E-03	0.00E+00	2.50E-03	1.40E-03
RNF168_1_multinomial_train2.59	2.29E-04	1.42E-04	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.60	1.15E-04	1.19E-04	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.61	2.06E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.62	1.11E-03	3.15E-137	9.29E-04	0.00E+00
RNF168_1_multinomial_train2.63	1.80E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.64	2.86E-04	0.00E+00	6.02E-65	1.59E-04
RNF168_1_multinomial_train2.65	9.88E-05	6.23E-106	0.00E+00	7.33E-82
RNF168_1_multinomial_train2.66	2.04E-04	0.00E+00	0.00E+00	2.44E-152
RNF168_1_multinomial_train2.67	2.74E-04	0.00E+00	0.00E+00	1.46E-04
RNF168_1_multinomial_train2.68	7.74E-04	0.00E+00	6.48E-04	2.89E-153
RNF168_1_multinomial_train2.69	1.02E-04	4.66E-162	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.70	3.32E-04	0.00E+00	1.02E-40	1.66E-04
RNF168_1_multinomial_train2.71	1.55E-04	1.45E-91	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.72	1.77E-04	0.00E+00	1.06E-61	0.00E+00
RNF168_1_multinomial_train2.73	2.21E-04	3.51E-120	1.56E-45	5.29E-05
RNF168_1_multinomial_train2.74	1.58E-04	0.00E+00	1.03E-87	3.32E-23
RNF168_1_multinomial_train2.75	1.91E-04	7.53E-19	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.76	2.11E-04	0.00E+00	3.04E-141	5.54E-09
RNF168_1_multinomial_train2.77	4.59E-04	0.00E+00	2.47E-04	0.00E+00
RNF168_1_multinomial_train2.78	1.63E-04	9.99E-05	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.79	1.78E-04	0.00E+00	4.49E-161	8.78E-101
RNF168_1_multinomial_train2.80	3.68E-04	0.00E+00	1.04E-62	1.72E-04
RNF168_1_multinomial_train2.81	2.84E-04	2.82E-42	8.75E-45	1.51E-04
RNF168_1_multinomial_train2.82	3.10E-04	0.00E+00	0.00E+00	1.50E-04
RNF168_1_multinomial_train2.83	2.16E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.84	2.49E-04	0.00E+00	0.00E+00	1.93E-130
RNF168_1_multinomial_train2.85	2.77E-04	0.00E+00	0.00E+00	1.65E-04
RNF168_1_multinomial_train2.86	1.54E-04	1.12E-04	0.00E+00	3.74E-144
RNF168_1_multinomial_train2.87	2.01E-04	8.61E-05	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.88	8.37E-05	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.89	8.09E-04	0.00E+00	6.57E-04	1.11E-84
RNF168_1_multinomial_train2.90	2.28E-04	0.00E+00	1.20E-35	6.46E-31
RNF168_1_multinomial_train2.91	1.49E-04	8.82E-05	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.92	1.29E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.93	1.65E-04	1.07E-04	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.94	2.03E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.95	1.43E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_1_multinomial_train2.96	1.56E-04	9.39E-11	9.11E-135	2.49E-159
RNF168_1_multinomial_train2.97	3.83E-04	0.00E+00	1.44E-33	1.67E-04
RNF168_1_multinomial_train2.98	2.39E-04	0.00E+00	0.00E+00	5.13E-28
ATP2B4_2_multinomial_train2	9.24E-03	4.22E-07	1.03E-02	0.00E+00
ATP2B4_2_multinomial_train2.1	7.94E-03	2.96E-03	1.06E-02	0.00E+00
ATP2B4_3_multinomial_train2	5.36E-03	5.04E-39	2.94E-03	3.66E-03
ATP2B4_3_multinomial_train2.1	5.51E-03	6.03E-04	9.13E-04	6.72E-03
ATP2B4_2_multinomial_train2.2	6.71E-03	0.00E+00	6.75E-03	3.73E-03
ATP2B4_2_multinomial_train2.3	6.50E-03	0.00E+00	6.89E-03	5.26E-03
ATP2B4_3_multinomial_train2.2	5.67E-03	1.95E-149	3.29E-03	3.59E-03
ATP2B4_3_multinomial_train2.3	5.35E-03	1.99E-03	1.71E-03	5.61E-03
ATP2B4_2_multinomial_train2.4	7.73E-03	2.07E-03	1.01E-02	0.00E+00
ATP2B4_3_multinomial_train2.4	6.35E-03	0.00E+00	2.03E-03	8.15E-03
ATP2B4_2_multinomial_train2.5	8.43E-03	1.51E-03	1.04E-02	0.00E+00
ATP2B4_2_multinomial_train2.6	6.08E-03	3.07E-03	9.08E-03	1.09E-96
ATP2B4_3_multinomial_train2.5	6.59E-03	7.23E-08	3.95E-03	3.79E-03
