Samples	SBS96A	SBS96B	SBS96C
UNG_0_multinomial_train1.61	1.61E-01	1.39E-01	5.87E-03
UNG_0_multinomial_train1.62	1.51E-01	1.40E-01	3.18E-03
UNG_0_multinomial_train1.63	1.56E-01	1.49E-01	1.32E-26
UNG_0_multinomial_train1.64	1.52E-01	1.54E-01	9.56E-04
UNG_0_multinomial_train1.65	1.59E-01	1.50E-01	1.32E-26
UNG_0_multinomial_train1.66	1.55E-01	1.45E-01	5.45E-03
UNG_0_multinomial_train1.67	1.61E-01	1.49E-01	3.00E-03
UNG_0_multinomial_train1.68	1.55E-01	1.38E-01	6.61E-03
UNG_0_multinomial_train1.69	1.43E-01	1.38E-01	1.06E-02
UNG_0_multinomial_train1.70	1.58E-01	1.38E-01	7.31E-03
UNG_0_multinomial_train1.71	1.66E-01	1.43E-01	1.74E-03
UNG_0_multinomial_train1.72	1.57E-01	1.44E-01	5.28E-03
UNG_0_multinomial_train1.73	1.63E-01	1.51E-01	8.54E-24
UNG_0_multinomial_train1.74	1.51E-01	1.41E-01	6.21E-03
UNG_0_multinomial_train1.75	1.68E-01	1.51E-01	1.32E-26
UNG_0_multinomial_train1.76	1.71E-01	1.48E-01	1.09E-02
UNG_0_multinomial_train1.77	1.68E-01	1.48E-01	1.32E-26
UNG_0_multinomial_train1.78	1.67E-01	1.60E-01	1.33E-26
UNG_0_multinomial_train1.79	1.57E-01	1.54E-01	1.32E-26
UNG_0_multinomial_train1.80	1.65E-01	1.49E-01	1.32E-26
UNG_0_multinomial_train1.81	1.69E-01	1.61E-01	1.32E-26
UNG_0_multinomial_train1.82	1.41E-01	1.36E-01	8.27E-03
UNG_0_multinomial_train1.83	1.60E-01	1.39E-01	7.38E-03
UNG_0_multinomial_train1.84	1.50E-01	1.43E-01	6.24E-03
UNG_0_multinomial_train1.85	1.60E-01	1.46E-01	2.60E-14
UNG_0_multinomial_train1.86	1.52E-01	1.48E-01	8.47E-10
UNG_0_multinomial_train1.87	1.60E-01	1.46E-01	6.05E-03
UNG_0_multinomial_train1.88	1.59E-01	1.48E-01	1.32E-26
UNG_0_multinomial_train1.89	1.58E-01	1.49E-01	3.31E-03
UNG_0_multinomial_train1.90	1.61E-01	1.56E-01	1.32E-26
UNG_0_multinomial_train1.91	1.44E-01	1.54E-01	1.45E-12
UNG_0_multinomial_train1.92	1.59E-01	1.44E-01	6.83E-03
UNG_0_multinomial_train1.93	1.78E-01	1.53E-01	1.32E-26
UNG_0_multinomial_train1.94	1.57E-01	1.46E-01	2.59E-03
UNG_0_multinomial_train1.95	1.57E-01	1.53E-01	1.32E-26
UNG_0_multinomial_train1.96	1.53E-01	1.56E-01	1.32E-26
UNG_0_multinomial_train1.97	1.50E-01	1.42E-01	5.76E-03
UNG_0_multinomial_train1.98	1.61E-01	1.50E-01	4.44E-17
ATP2B4_1_multinomial_train1	1.10E-01	1.21E-01	1.12E-01
ATP2B4_0_multinomial_train1	9.04E-02	9.36E-02	9.55E-02
ATP2B4_0_multinomial_train1.1	9.88E-02	1.02E-01	1.02E-01
ATP2B4_1_multinomial_train1.1	1.07E-01	1.15E-01	1.07E-01
ATP2B4_0_multinomial_train1.2	9.94E-02	1.07E-01	1.08E-01
ATP2B4_1_multinomial_train1.2	9.92E-02	1.01E-01	9.92E-02
ATP2B4_0_multinomial_train1.3	9.42E-02	8.89E-02	9.32E-02
ATP2B4_1_multinomial_train1.3	1.04E-01	1.21E-01	1.14E-01
ATP2B4_1_multinomial_train1.4	9.81E-02	1.10E-01	1.05E-01
ATP2B4_0_multinomial_train1.4	9.63E-02	9.86E-02	9.93E-02
ATP2B4_1_multinomial_train1.5	9.84E-02	1.19E-01	1.13E-01
ATP2B4_1_multinomial_train1.6	9.44E-02	1.09E-01	1.07E-01
ATP2B4_1_multinomial_train1.7	1.00E-01	1.23E-01	1.17E-01
ATP2B4_1_multinomial_train1.8	1.14E-01	1.24E-01	1.14E-01
ATP2B4_0_multinomial_train1.5	1.06E-01	1.03E-01	9.76E-02
ATP2B4_1_multinomial_train1.9	1.01E-01	1.13E-01	1.06E-01
ATP2B4_0_multinomial_train1.6	9.10E-02	9.63E-02	9.97E-02
ATP2B4_0_multinomial_train1.7	8.55E-02	8.84E-02	9.47E-02
ATP2B4_1_multinomial_train1.10	1.04E-01	1.10E-01	1.03E-01
ATP2B4_1_multinomial_train1.11	9.19E-02	1.10E-01	1.06E-01
ATP2B4_1_multinomial_train1.12	1.03E-01	1.25E-01	1.18E-01
ATP2B4_0_multinomial_train1.8	9.63E-02	9.41E-02	9.71E-02
ATP2B4_0_multinomial_train1.9	9.42E-02	9.45E-02	9.64E-02
ATP2B4_1_multinomial_train1.13	9.31E-02	1.04E-01	1.09E-01
ATP2B4_1_multinomial_train1.14	9.72E-02	1.14E-01	1.08E-01
ATP2B4_1_multinomial_train1.15	9.53E-02	1.16E-01	1.11E-01
ATP2B4_1_multinomial_train1.16	9.78E-02	1.25E-01	1.21E-01
ATP2B4_1_multinomial_train1.17	9.62E-02	1.27E-01	1.27E-01
ATP2B4_0_multinomial_train1.10	8.70E-02	9.43E-02	9.56E-02
ATP2B4_0_multinomial_train1.11	8.87E-02	8.95E-02	9.29E-02
ATP2B4_0_multinomial_train1.12	9.47E-02	1.03E-01	1.08E-01
ATP2B4_1_multinomial_train1.18	1.01E-01	1.19E-01	1.12E-01
ATP2B4_1_multinomial_train1.19	1.06E-01	1.21E-01	1.13E-01
ATP2B4_1_multinomial_train1.20	1.03E-01	1.31E-01	1.25E-01
ATP2B4_0_multinomial_train1.13	8.98E-02	9.67E-02	1.02E-01
ATP2B4_0_multinomial_train1.14	9.46E-02	9.64E-02	9.90E-02
ATP2B4_1_multinomial_train1.21	1.01E-01	1.15E-01	1.09E-01
ATP2B4_0_multinomial_train1.15	1.01E-01	1.08E-01	1.01E-01
ATP2B4_1_multinomial_train1.22	1.09E-01	1.25E-01	1.16E-01
ATP2B4_0_multinomial_train1.16	8.85E-02	9.46E-02	9.85E-02
ATP2B4_1_multinomial_train1.23	9.77E-02	1.17E-01	1.11E-01
ATP2B4_1_multinomial_train1.24	1.04E-01	1.13E-01	1.06E-01
ATP2B4_0_multinomial_train1.17	9.68E-02	1.01E-01	1.02E-01
ATP2B4_0_multinomial_train1.18	8.69E-02	9.49E-02	9.51E-02
ATP2B4_0_multinomial_train1.19	9.04E-02	9.38E-02	9.51E-02
ATP2B4_1_multinomial_train1.25	1.07E-01	1.24E-01	1.16E-01
ATP2B4_0_multinomial_train1.20	9.07E-02	9.40E-02	9.58E-02
ATP2B4_1_multinomial_train1.26	1.02E-01	1.13E-01	1.07E-01
ATP2B4_1_multinomial_train1.27	9.60E-02	1.21E-01	1.18E-01
ATP2B4_0_multinomial_train1.21	9.73E-02	1.02E-01	1.01E-01
ATP2B4_1_multinomial_train1.28	1.01E-01	1.36E-01	1.35E-01
ATP2B4_1_multinomial_train1.29	9.73E-02	1.15E-01	1.09E-01
ATP2B4_0_multinomial_train1.22	9.12E-02	9.45E-02	9.25E-02
ATP2B4_0_multinomial_train1.23	9.15E-02	9.40E-02	9.63E-02
ATP2B4_0_multinomial_train1.24	1.01E-01	9.96E-02	9.56E-02
ATP2B4_1_multinomial_train1.30	1.05E-01	1.26E-01	1.18E-01
ATP2B4_1_multinomial_train1.31	1.00E-01	1.13E-01	1.07E-01
ATP2B4_1_multinomial_train1.32	1.05E-01	1.15E-01	1.08E-01
ATP2B4_0_multinomial_train1.25	9.33E-02	9.59E-02	9.79E-02
ATP2B4_0_multinomial_train1.26	9.60E-02	9.82E-02	1.01E-01
ATP2B4_0_multinomial_train1.27	8.17E-02	8.52E-02	8.86E-02
ATP2B4_1_multinomial_train1.33	9.93E-02	1.13E-01	1.08E-01
ATP2B4_0_multinomial_train1.28	9.40E-02	1.00E-01	9.97E-02
ATP2B4_1_multinomial_train1.34	1.03E-01	1.25E-01	1.17E-01
ATP2B4_1_multinomial_train1.35	9.94E-02	1.21E-01	1.15E-01
ATP2B4_0_multinomial_train1.29	1.02E-01	9.94E-02	9.57E-02
ATP2B4_1_multinomial_train1.36	9.82E-02	1.30E-01	1.27E-01
ATP2B4_0_multinomial_train1.30	9.89E-02	9.88E-02	1.00E-01
ATP2B4_1_multinomial_train1.37	1.01E-01	1.30E-01	1.25E-01
ATP2B4_0_multinomial_train1.31	9.38E-02	9.38E-02	9.72E-02
ATP2B4_0_multinomial_train1.32	8.85E-02	9.23E-02	9.46E-02
ATP2B4_0_multinomial_train1.33	9.39E-02	1.03E-01	1.01E-01
ATP2B4_0_multinomial_train1.34	9.26E-02	9.79E-02	1.01E-01
ATP2B4_1_multinomial_train1.38	9.62E-02	1.08E-01	1.02E-01
ATP2B4_0_multinomial_train1.35	8.86E-02	9.24E-02	9.51E-02
ATP2B4_1_multinomial_train1.39	1.06E-01	1.24E-01	1.16E-01
ATP2B4_0_multinomial_train1.36	9.15E-02	9.30E-02	9.52E-02
ATP2B4_0_multinomial_train1.37	8.18E-02	8.34E-02	8.80E-02
ATP2B4_1_multinomial_train1.40	9.26E-02	1.04E-01	1.11E-01
ATP2B4_0_multinomial_train1.38	9.18E-02	9.20E-02	9.57E-02
ATP2B4_1_multinomial_train1.41	9.93E-02	1.09E-01	1.03E-01
ATP2B4_0_multinomial_train1.39	9.01E-02	9.41E-02	9.56E-02
ATP2B4_0_multinomial_train1.40	9.49E-02	9.94E-02	1.01E-01
ATP2B4_0_multinomial_train1.41	9.21E-02	9.19E-02	9.46E-02
ATP2B4_1_multinomial_train1.42	1.00E-01	1.11E-01	1.04E-01
ATP2B4_1_multinomial_train1.43	1.01E-01	1.19E-01	1.12E-01
ATP2B4_0_multinomial_train1.42	8.81E-02	9.30E-02	9.60E-02
ATP2B4_1_multinomial_train1.44	1.07E-01	1.24E-01	1.15E-01
ATP2B4_1_multinomial_train1.45	1.09E-01	1.30E-01	1.21E-01
ATP2B4_0_multinomial_train1.43	9.16E-02	8.54E-02	9.18E-02
ATP2B4_1_multinomial_train1.46	1.02E-01	1.19E-01	1.12E-01
ATP2B4_0_multinomial_train1.44	9.74E-02	9.55E-02	9.37E-02
ATP2B4_0_multinomial_train1.45	8.57E-02	8.47E-02	9.00E-02
ATP2B4_1_multinomial_train1.47	9.44E-02	1.07E-01	1.14E-01
ATP2B4_0_multinomial_train1.46	8.75E-02	9.23E-02	9.69E-02
ATP2B4_1_multinomial_train1.48	1.07E-01	1.27E-01	1.18E-01
ATP2B4_1_multinomial_train1.49	1.14E-01	1.14E-01	1.05E-01
ATP2B4_0_multinomial_train1.47	8.89E-02	9.54E-02	9.73E-02
MLH1_0_multinomial_train1	1.30E-01	6.86E-04	1.33E-26
MLH1_0_multinomial_train1.1	1.32E-01	1.00E-26	1.33E-26
MLH1_0_multinomial_train1.2	1.31E-01	1.00E-26	1.78E-03
MLH1_0_multinomial_train1.3	1.28E-01	3.55E-03	4.64E-04
MLH1_0_multinomial_train1.4	1.31E-01	1.04E-03	1.33E-26
MLH1_0_multinomial_train1.5	1.26E-01	3.36E-03	1.33E-26
MLH1_0_multinomial_train1.6	1.29E-01	1.97E-03	1.33E-26
MLH1_0_multinomial_train1.7	1.27E-01	3.56E-03	7.94E-04
MLH1_0_multinomial_train1.8	1.30E-01	4.18E-15	1.33E-26
MLH1_0_multinomial_train1.9	1.31E-01	5.06E-04	1.33E-26
MLH1_0_multinomial_train1.10	1.29E-01	3.27E-04	1.33E-26
MLH1_0_multinomial_train1.11	1.29E-01	2.85E-03	1.33E-26
MLH1_0_multinomial_train1.12	1.32E-01	1.00E-26	1.33E-26
MLH1_0_multinomial_train1.13	1.29E-01	1.00E-26	5.91E-04
MLH1_0_multinomial_train1.14	1.31E-01	1.00E-26	1.33E-26
MLH1_0_multinomial_train1.15	1.30E-01	1.39E-14	6.09E-04
MLH1_0_multinomial_train1.16	1.31E-01	8.36E-04	1.33E-26
MLH1_0_multinomial_train1.17	1.27E-01	3.72E-03	1.33E-26
MLH1_0_multinomial_train1.18	1.28E-01	3.83E-03	1.33E-26
MLH1_0_multinomial_train1.19	1.34E-01	1.00E-26	5.45E-04
MLH1_0_multinomial_train1.20	1.28E-01	6.74E-04	1.33E-26
MLH1_0_multinomial_train1.21	1.32E-01	1.33E-26	1.33E-26
MLH1_0_multinomial_train1.22	1.30E-01	5.99E-04	1.33E-26
MLH1_0_multinomial_train1.23	1.29E-01	2.20E-03	1.33E-26
MLH1_0_multinomial_train1.24	1.30E-01	1.00E-26	2.92E-04
MLH1_0_multinomial_train1.25	1.30E-01	2.62E-03	1.33E-26
MLH1_0_multinomial_train1.26	1.32E-01	1.33E-26	1.33E-26
MLH1_0_multinomial_train1.27	1.26E-01	3.22E-03	7.62E-04
MLH1_0_multinomial_train1.28	1.26E-01	5.39E-03	1.33E-26
MLH1_0_multinomial_train1.29	1.32E-01	1.00E-26	3.66E-04
MLH1_0_multinomial_train1.30	1.29E-01	3.35E-04	1.81E-04
MLH1_0_multinomial_train1.31	1.30E-01	1.64E-18	1.33E-26
MLH1_0_multinomial_train1.32	1.28E-01	4.19E-20	2.32E-03
MLH1_0_multinomial_train1.33	1.29E-01	2.83E-03	6.86E-04
MLH1_0_multinomial_train1.34	1.29E-01	2.84E-03	1.33E-26
MLH1_0_multinomial_train1.35	1.29E-01	3.50E-04	1.33E-26
MLH1_0_multinomial_train1.36	1.29E-01	4.00E-03	1.33E-26
MLH1_0_multinomial_train1.37	1.29E-01	1.24E-06	1.33E-26
MLH1_0_multinomial_train1.38	1.29E-01	9.58E-07	4.03E-04
MLH1_0_multinomial_train1.39	1.27E-01	3.28E-03	1.28E-03
MLH1_0_multinomial_train1.40	1.31E-01	3.98E-04	1.33E-26
MLH1_0_multinomial_train1.41	1.30E-01	9.13E-04	4.61E-04
MLH1_0_multinomial_train1.42	1.24E-01	5.44E-03	1.33E-26
MLH1_0_multinomial_train1.43	1.27E-01	1.94E-03	1.33E-26
MLH1_0_multinomial_train1.44	1.30E-01	9.30E-11	1.33E-26
MLH1_0_multinomial_train1.45	1.28E-01	4.76E-03	1.33E-26
MLH1_0_multinomial_train1.46	1.29E-01	2.52E-03	1.33E-26
MLH1_0_multinomial_train1.47	1.34E-01	1.33E-26	1.33E-26
MLH1_0_multinomial_train1.48	1.32E-01	1.00E-26	1.33E-26
MLH1_0_multinomial_train1.49	1.29E-01	3.09E-03	1.33E-26
MLH1_0_multinomial_train1.50	1.30E-01	1.09E-03	1.33E-26
MLH1_0_multinomial_train1.51	1.25E-01	5.35E-03	1.33E-26
MLH1_0_multinomial_train1.52	1.25E-01	5.36E-03	1.33E-26
MLH1_0_multinomial_train1.53	1.34E-01	1.33E-26	1.33E-26
MLH1_0_multinomial_train1.54	1.27E-01	4.91E-03	1.33E-26
MLH1_0_multinomial_train1.55	1.33E-01	1.33E-26	1.33E-26
MLH1_0_multinomial_train1.56	1.27E-01	1.00E-26	7.68E-04
MLH1_0_multinomial_train1.57	1.27E-01	4.44E-03	1.33E-26
MLH1_0_multinomial_train1.58	1.27E-01	8.08E-04	2.00E-03
MLH1_0_multinomial_train1.59	1.31E-01	1.00E-26	4.81E-04
MLH1_0_multinomial_train1.60	1.30E-01	1.56E-03	1.33E-26
MLH1_0_multinomial_train1.61	1.30E-01	2.25E-04	1.33E-26
MLH1_0_multinomial_train1.62	1.36E-01	1.33E-26	1.33E-26
MLH1_0_multinomial_train1.63	1.26E-01	4.54E-03	1.33E-26
MLH1_0_multinomial_train1.64	1.31E-01	1.33E-26	1.33E-26
MLH1_0_multinomial_train1.65	1.29E-01	3.38E-03	1.33E-26
MLH1_0_multinomial_train1.66	1.24E-01	6.57E-03	1.33E-26
MLH1_0_multinomial_train1.67	1.28E-01	1.67E-03	7.11E-04
MLH1_0_multinomial_train1.68	1.31E-01	1.00E-26	4.85E-04
MLH1_0_multinomial_train1.69	1.28E-01	2.65E-03	2.02E-03
MLH1_0_multinomial_train1.70	1.26E-01	2.60E-03	1.33E-26
MLH1_0_multinomial_train1.71	1.29E-01	1.33E-26	1.33E-26
MLH1_0_multinomial_train1.72	1.27E-01	2.71E-03	9.83E-04
MLH1_0_multinomial_train1.73	1.33E-01	1.33E-26	1.33E-26
MLH1_0_multinomial_train1.74	1.33E-01	1.33E-26	1.33E-26
MLH1_0_multinomial_train1.75	1.30E-01	1.00E-26	7.85E-04
MLH1_0_multinomial_train1.76	1.26E-01	5.10E-03	1.33E-26
MLH1_0_multinomial_train1.77	1.31E-01	1.33E-26	1.33E-26
MLH1_0_multinomial_train1.78	1.34E-01	1.00E-26	1.33E-26
MLH1_0_multinomial_train1.79	1.31E-01	1.21E-03	1.33E-26
MLH1_0_multinomial_train1.80	1.28E-01	1.92E-03	1.09E-04
MLH1_0_multinomial_train1.81	1.28E-01	7.57E-04	1.33E-26
MLH1_0_multinomial_train1.82	1.31E-01	1.48E-04	1.33E-26
MLH1_0_multinomial_train1.83	1.28E-01	4.29E-21	9.70E-04
MLH1_0_multinomial_train1.84	1.30E-01	1.27E-03	4.92E-04
MLH1_0_multinomial_train1.85	1.27E-01	5.38E-03	1.33E-26
MLH1_0_multinomial_train1.86	1.32E-01	1.00E-26	1.33E-26
MLH1_0_multinomial_train1.87	1.28E-01	4.17E-03	1.33E-26
MLH1_0_multinomial_train1.88	1.31E-01	1.33E-26	1.33E-26
MLH1_0_multinomial_train1.89	1.27E-01	3.53E-03	8.50E-04
MLH1_0_multinomial_train1.90	1.27E-01	4.74E-03	1.33E-26
MLH1_0_multinomial_train1.91	1.29E-01	1.00E-26	5.08E-04
MLH1_0_multinomial_train1.92	1.24E-01	6.38E-03	5.55E-04
MLH1_0_multinomial_train1.93	1.27E-01	4.49E-03	1.33E-26
MLH1_0_multinomial_train1.94	1.29E-01	1.00E-26	7.19E-04
MLH1_0_multinomial_train1.95	1.26E-01	4.73E-03	1.62E-04
MLH1_0_multinomial_train1.96	1.28E-01	3.80E-03	1.33E-26
MLH1_0_multinomial_train1.97	1.28E-01	2.43E-03	1.33E-26
MLH1_0_multinomial_train1.98	1.30E-01	1.00E-26	2.40E-19
MSH2_0_multinomial_train1	4.04E-02	6.46E-02	1.00E-26
MSH2_0_multinomial_train1.1	3.89E-02	6.48E-02	1.00E-26
MSH2_0_multinomial_train1.2	3.94E-02	6.23E-02	1.00E-26
MSH2_0_multinomial_train1.3	3.96E-02	6.42E-02	1.00E-26
MSH2_0_multinomial_train1.4	3.94E-02	6.37E-02	1.00E-26
MSH2_0_multinomial_train1.5	3.87E-02	6.32E-02	1.00E-26
MSH2_0_multinomial_train1.6	4.00E-02	6.36E-02	1.00E-26
MSH2_0_multinomial_train1.7	3.96E-02	6.32E-02	1.00E-26
MSH2_0_multinomial_train1.8	4.11E-02	6.58E-02	1.00E-26
MSH2_0_multinomial_train1.9	3.92E-02	6.31E-02	1.00E-26
MSH2_0_multinomial_train1.10	3.89E-02	6.29E-02	1.00E-26
MSH2_0_multinomial_train1.11	3.89E-02	6.16E-02	1.00E-26
MSH2_0_multinomial_train1.12	3.96E-02	6.44E-02	8.13E-04
MSH2_0_multinomial_train1.13	3.40E-03	9.34E-01	7.06E-42
MSH2_0_multinomial_train1.14	3.95E-02	6.33E-02	1.00E-26
MSH2_0_multinomial_train1.15	4.01E-02	6.38E-02	1.00E-26
MSH2_0_multinomial_train1.16	3.89E-02	6.45E-02	1.18E-04
MSH2_0_multinomial_train1.17	3.91E-02	6.41E-02	1.00E-26
MSH2_0_multinomial_train1.18	3.91E-02	6.29E-02	1.00E-26
MSH2_0_multinomial_train1.19	3.98E-02	6.21E-02	1.00E-26
MSH2_0_multinomial_train1.20	3.97E-02	6.44E-02	1.00E-26
MSH2_0_multinomial_train1.21	9.73E-03	1.00E-26	9.02E-27
MSH2_0_multinomial_train1.22	4.01E-02	6.43E-02	1.00E-26
MSH2_0_multinomial_train1.23	3.85E-02	6.36E-02	1.00E-26
MSH2_0_multinomial_train1.24	3.82E-02	6.36E-02	1.00E-26
MSH2_0_multinomial_train1.25	3.93E-02	6.35E-02	1.00E-26
MSH2_0_multinomial_train1.26	3.97E-02	6.58E-02	1.00E-26
MSH2_0_multinomial_train1.27	3.96E-02	6.36E-02	1.00E-26
MSH2_0_multinomial_train1.28	3.93E-02	6.39E-02	1.00E-26
MSH2_0_multinomial_train1.29	3.91E-02	6.53E-02	1.00E-26
MSH2_0_multinomial_train1.30	3.82E-02	6.28E-02	2.47E-04
MSH2_0_multinomial_train1.31	3.86E-02	6.28E-02	1.00E-26
MSH2_0_multinomial_train1.32	3.95E-02	6.48E-02	1.00E-26
MSH2_0_multinomial_train1.33	3.91E-02	6.37E-02	1.00E-26
MSH2_0_multinomial_train1.34	3.93E-02	6.27E-02	1.00E-26
MSH2_0_multinomial_train1.35	3.90E-02	6.40E-02	1.00E-26
MSH2_0_multinomial_train1.36	3.98E-02	6.48E-02	1.79E-04
MSH2_0_multinomial_train1.37	4.01E-02	6.39E-02	1.00E-26
MSH2_0_multinomial_train1.38	3.91E-02	6.38E-02	1.00E-26
MSH2_0_multinomial_train1.39	3.95E-02	6.39E-02	2.19E-04
MSH2_0_multinomial_train1.40	4.04E-02	6.49E-02	1.00E-26
MSH2_0_multinomial_train1.41	3.96E-02	6.30E-02	1.00E-26
MSH2_0_multinomial_train1.42	3.88E-02	6.44E-02	1.00E-26
MSH2_0_multinomial_train1.43	3.99E-02	6.56E-02	1.00E-26
MSH2_0_multinomial_train1.44	3.96E-02	6.53E-02	1.00E-26
MSH2_0_multinomial_train1.45	3.96E-02	6.42E-02	5.54E-04
MSH2_0_multinomial_train1.46	3.93E-02	6.34E-02	1.45E-04
MSH2_0_multinomial_train1.47	3.94E-02	6.28E-02	4.06E-04
MSH2_0_multinomial_train1.48	4.03E-02	6.39E-02	1.00E-26
MSH2_0_multinomial_train1.49	4.03E-02	6.43E-02	1.00E-26
MSH2_0_multinomial_train1.50	3.90E-02	6.40E-02	1.00E-26
MSH2_0_multinomial_train1.51	3.86E-02	6.26E-02	1.00E-26
MSH2_0_multinomial_train1.52	4.07E-02	6.38E-02	1.00E-26
MSH2_0_multinomial_train1.53	4.03E-02	6.36E-02	1.00E-26
MSH2_0_multinomial_train1.54	4.00E-02	6.49E-02	1.00E-26
MSH2_0_multinomial_train1.55	3.85E-02	6.31E-02	1.00E-26
MSH2_0_multinomial_train1.56	3.92E-02	6.45E-02	1.00E-26
MSH2_0_multinomial_train1.57	3.79E-02	6.40E-02	1.00E-26
MSH2_0_multinomial_train1.58	3.89E-02	6.40E-02	1.00E-26
MSH2_0_multinomial_train1.59	4.00E-02	6.32E-02	1.00E-26
MSH2_0_multinomial_train1.60	3.92E-02	6.40E-02	1.00E-26
MSH2_0_multinomial_train1.61	3.86E-02	6.49E-02	1.00E-26
MSH2_0_multinomial_train1.62	4.00E-02	6.41E-02	1.00E-26
MSH2_0_multinomial_train1.63	4.00E-02	6.54E-02	7.21E-04
MSH2_0_multinomial_train1.64	3.96E-02	6.43E-02	1.00E-26
MSH2_0_multinomial_train1.65	3.85E-02	6.32E-02	1.00E-26
MSH2_0_multinomial_train1.66	3.95E-02	6.34E-02	1.00E-26
MSH2_0_multinomial_train1.67	4.09E-02	6.45E-02	1.00E-26
MSH2_0_multinomial_train1.68	3.90E-02	6.33E-02	1.00E-26
MSH2_0_multinomial_train1.69	3.95E-02	6.43E-02	1.00E-26
MSH2_0_multinomial_train1.70	3.91E-02	6.38E-02	1.00E-26
MSH2_0_multinomial_train1.71	4.02E-02	6.40E-02	1.00E-26
MSH2_0_multinomial_train1.72	4.00E-02	6.39E-02	1.00E-26
MSH2_0_multinomial_train1.73	3.97E-02	6.42E-02	1.78E-04
MSH2_0_multinomial_train1.74	3.94E-02	6.32E-02	1.00E-26
MSH2_0_multinomial_train1.75	3.97E-02	6.42E-02	1.00E-26
MSH2_0_multinomial_train1.76	3.90E-02	6.41E-02	1.00E-26
MSH2_0_multinomial_train1.77	4.05E-02	6.47E-02	1.00E-26
MSH2_0_multinomial_train1.78	3.41E-03	9.37E-01	7.06E-42
MSH2_0_multinomial_train1.79	4.02E-02	6.51E-02	1.00E-26
MSH2_0_multinomial_train1.80	4.04E-02	6.64E-02	1.00E-26
MSH2_0_multinomial_train1.81	4.06E-02	6.59E-02	1.00E-26
MSH2_0_multinomial_train1.82	3.95E-02	6.42E-02	1.00E-26
MSH2_0_multinomial_train1.83	4.06E-02	6.41E-02	1.00E-26
MSH2_0_multinomial_train1.84	4.05E-02	6.46E-02	1.00E-26
MSH2_0_multinomial_train1.85	3.87E-02	6.23E-02	1.00E-26
MSH2_0_multinomial_train1.86	3.99E-02	6.54E-02	2.23E-04
MSH2_0_multinomial_train1.87	3.97E-02	6.40E-02	1.90E-04
MSH2_0_multinomial_train1.88	3.84E-02	6.31E-02	2.17E-04
MSH2_0_multinomial_train1.89	3.92E-02	6.46E-02	1.00E-26
MSH2_0_multinomial_train1.90	3.94E-02	6.28E-02	1.00E-26
MSH2_0_multinomial_train1.91	4.01E-02	6.50E-02	1.00E-26
MSH2_0_multinomial_train1.92	4.02E-02	6.33E-02	1.00E-26
MSH2_0_multinomial_train1.93	4.01E-02	6.41E-02	1.00E-26
MSH2_0_multinomial_train1.94	3.94E-02	6.38E-02	1.00E-26
MSH2_0_multinomial_train1.95	3.88E-02	6.38E-02	1.00E-26
MSH2_0_multinomial_train1.96	4.05E-02	6.23E-02	2.46E-04
MSH2_0_multinomial_train1.97	4.05E-02	6.60E-02	1.00E-26
MSH2_0_multinomial_train1.98	3.91E-02	6.47E-02	2.54E-04
MSH6_1_multinomial_train1	8.81E-42	1.22E-01	1.33E-26
MSH6_1_multinomial_train1.1	8.81E-42	1.19E-01	1.33E-26
MSH6_0_multinomial_train1	8.81E-42	1.20E-01	1.33E-26
MSH6_0_multinomial_train1.1	8.81E-42	1.19E-01	1.33E-26
MSH6_1_multinomial_train1.2	8.81E-42	1.20E-01	1.33E-26
MSH6_0_multinomial_train1.2	8.81E-42	1.20E-01	1.33E-26
MSH6_0_multinomial_train1.3	8.81E-42	1.18E-01	1.33E-26
MSH6_0_multinomial_train1.4	8.81E-42	1.20E-01	1.33E-26
MSH6_1_multinomial_train1.3	8.81E-42	1.21E-01	1.33E-26
MSH6_0_multinomial_train1.5	8.81E-42	1.18E-01	1.33E-26
MSH6_0_multinomial_train1.6	8.81E-42	1.20E-01	1.33E-26
MSH6_0_multinomial_train1.7	8.81E-42	1.18E-01	1.53E-26
MSH6_1_multinomial_train1.4	8.81E-42	1.21E-01	1.33E-26
MSH6_1_multinomial_train1.5	8.81E-42	1.20E-01	1.33E-26
MSH6_0_multinomial_train1.8	8.81E-42	1.18E-01	1.53E-26
MSH6_1_multinomial_train1.6	8.81E-42	1.19E-01	1.33E-26
MSH6_1_multinomial_train1.7	8.81E-42	1.23E-01	1.33E-26
MSH6_0_multinomial_train1.9	8.81E-42	1.21E-01	1.33E-26
MSH6_1_multinomial_train1.8	8.81E-42	1.21E-01	1.33E-26
MSH6_1_multinomial_train1.9	8.81E-42	1.19E-01	1.33E-26
MSH6_1_multinomial_train1.10	8.81E-42	1.20E-01	1.33E-26
MSH6_1_multinomial_train1.11	8.81E-42	1.18E-01	1.33E-26
MSH6_0_multinomial_train1.10	8.81E-42	1.20E-01	1.33E-26
MSH6_1_multinomial_train1.12	8.81E-42	1.19E-01	1.33E-26
MSH6_1_multinomial_train1.13	8.81E-42	1.20E-01	1.33E-26
MSH6_1_multinomial_train1.14	8.81E-42	1.21E-01	1.33E-26
MSH6_1_multinomial_train1.15	8.81E-42	1.19E-01	1.33E-26
MSH6_0_multinomial_train1.11	8.81E-42	1.21E-01	1.33E-26
MSH6_1_multinomial_train1.16	8.81E-42	1.18E-01	1.33E-26
MSH6_1_multinomial_train1.17	8.81E-42	1.21E-01	1.33E-26
