Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U	SBS96V	SBS96W
BRCA_TCGA-AR-A1AU	0	3	0	1	5	0	0	0	1	2	2	0	0	0	0	5	0	0	0	0	6	0	1
BRCA_TCGA-AR-A1AV	1	8	3	2	6	0	0	2	0	0	3	2	2	0	1	7	0	0	0	2	3	2	5
BRCA_TCGA-AR-A1AW	1	2	0	5	0	6	0	2	1	1	4	0	3	0	2	2	2	0	2	0	3	4	1
BRCA_TCGA-AR-A1AX	0	2	4	1	2	0	0	0	3	0	2	1	2	0	0	6	1	0	0	0	0	3	5
BRCA_TCGA-AR-A1AY	1	2	3	6	6	3	0	0	4	0	6	0	4	1	9	6	0	0	8	1	8	2	2
BRCA_TCGA-AR-A24H	8	2	1	4	7	2	0	2	6	0	4	6	13	5	25	3	0	0	8	3	39	10	4
BRCA_TCGA-AR-A24K	0	1	2	1	3	0	3	0	4	3	0	0	4	0	0	0	2	0	0	0	8	0	3
BRCA_TCGA-AR-A24L	0	2	0	1	1	2	0	0	0	2	0	3	5	0	6	1	3	1	1	4	17	1	3
BRCA_TCGA-AR-A24M	0	2	0	1	2	0	1	0	1	0	3	3	0	3	1	0	1	0	0	3	1	2	1
BRCA_TCGA-AR-A24N	0	3	1	6	5	2	2	0	3	1	0	3	4	0	3	5	3	0	0	1	2	0	3
BRCA_TCGA-AR-A24O	1	0	0	4	3	2	0	0	2	0	1	0	0	1	1	1	2	0	0	0	2	1	1
BRCA_TCGA-AR-A24P	0	2	3	0	2	0	0	0	2	2	0	0	2	2	0	1	0	0	1	0	0	2	0
BRCA_TCGA-AR-A24Q	5	5	4	1	2	5	2	4	16	3	4	4	5	11	27	15	9	2	23	8	63	11	3
BRCA_TCGA-AR-A24R	0	3	1	4	2	0	2	0	2	0	4	0	4	0	1	0	0	0	0	0	3	0	0
BRCA_TCGA-AR-A24S	1	3	2	5	5	0	1	0	0	4	0	3	2	1	7	5	10	0	0	0	4	4	0
BRCA_TCGA-AR-A24T	0	1	2	4	3	0	0	0	0	0	1	0	2	0	2	1	3	0	0	2	0	0	3
BRCA_TCGA-AR-A24U	0	4	3	1	3	0	0	0	1	0	0	0	1	2	14	7	0	0	0	3	0	5	0
BRCA_TCGA-AR-A24V	0	3	3	4	1	0	0	0	0	1	2	0	0	0	4	0	0	0	2	2	2	4	0
BRCA_TCGA-AR-A24W	0	1	1	0	0	0	0	0	3	0	0	0	2	0	0	2	0	0	1	0	0	2	2
BRCA_TCGA-AR-A24X	0	3	4	1	3	2	0	0	0	1	3	0	1	1	0	2	2	1	0	0	0	0	10
BRCA_TCGA-AR-A24Z	0	2	2	5	3	0	0	0	6	0	1	0	2	0	4	2	3	0	3	0	9	2	12
BRCA_TCGA-AR-A250	4	8	12	12	8	1	3	1	5	2	1	2	10	3	56	5	0	0	0	0	11	0	11
BRCA_TCGA-AR-A251	5	3	0	6	2	3	1	0	0	1	12	7	18	13	33	3	0	3	12	1	69	6	7
BRCA_TCGA-AR-A252	0	1	0	6	0	2	0	0	1	0	2	0	0	0	0	2	5	0	0	0	0	0	0
BRCA_TCGA-AR-A254	1	2	4	4	6	2	0	0	1	0	0	1	0	0	2	5	1	0	1	0	3	4	5
BRCA_TCGA-AR-A255	7	1	6	6	1	1	0	0	5	1	3	2	1	3	29	2	5	0	4	0	0	1	11
BRCA_TCGA-AR-A256	4	4	5	3	3	4	2	3	6	5	6	0	17	4	20	15	3	5	17	5	66	12	15
BRCA_TCGA-AR-A2LE	11	1	29	3	2	2	0	0	10	0	0	0	0	0	201	94	26	1	0	5	0	8	1
BRCA_TCGA-AR-A2LH	1	3	6	1	2	0	1	0	0	1	0	1	0	2	27	18	1	0	1	0	0	6	0
BRCA_TCGA-AR-A2LK	0	4	2	6	5	0	5	0	2	3	1	0	2	0	1	6	1	0	0	0	2	2	6
BRCA_TCGA-AR-A2LL	3	0	2	5	10	0	0	0	0	0	1	1	4	0	0	2	1	0	3	0	4	1	0
BRCA_TCGA-AR-A2LM	0	0	2	0	1	0	0	0	0	0	2	0	1	0	0	1	2	0	0	0	6	0	2
BRCA_TCGA-AR-A2LN	0	1	5	4	2	0	2	0	0	3	0	1	0	0	10	18	1	0	0	2	0	5	0
BRCA_TCGA-AR-A2LO	0	1	1	1	1	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	3	5	0
BRCA_TCGA-AR-A2LQ	0	0	0	2	1	0	0	0	0	0	1	0	3	0	0	0	4	0	0	0	2	0	0
BRCA_TCGA-AR-A2LR	1	6	3	2	4	1	0	4	3	1	0	0	10	2	2	2	1	0	4	1	8	1	14
BRCA_TCGA-AR-A5QM	0	3	2	2	5	0	3	0	0	0	2	0	5	0	0	2	0	0	3	0	1	2	6
BRCA_TCGA-AR-A5QN	0	5	4	7	2	4	0	0	2	2	0	1	4	0	2	4	7	0	3	0	0	2	0
BRCA_TCGA-AR-A5QP	1	2	2	2	5	1	0	0	2	3	0	0	3	0	1	4	4	0	3	0	0	1	0
BRCA_TCGA-AR-A5QQ	1	0	1	7	1	6	0	1	4	5	4	1	6	0	9	1	7	4	8	1	22	5	2
BRCA_TCGA-B6-A0I1	0	1	5	3	14	0	0	0	4	2	0	0	1	0	2	4	6	0	4	6	20	8	0
BRCA_TCGA-B6-A0IH	0	8	3	2	2	1	0	0	2	1	0	4	2	2	0	3	3	0	0	2	0	5	1
BRCA_TCGA-B6-A0RH	0	0	2	1	7	0	0	2	4	0	0	2	0	0	10	5	4	0	0	0	4	4	0
BRCA_TCGA-B6-A0RL	1	3	4	9	3	1	0	0	10	1	0	0	4	1	12	4	6	2	2	0	0	3	3
BRCA_TCGA-B6-A0RM	0	2	2	3	4	3	0	2	2	1	0	0	0	0	3	2	7	0	0	0	0	2	3
BRCA_TCGA-B6-A0RN	0	2	2	4	6	2	2	0	3	1	1	0	0	0	0	1	4	0	0	0	3	0	2
BRCA_TCGA-B6-A0RO	0	0	5	2	0	2	1	0	5	0	3	0	7	2	3	0	3	1	0	0	7	2	0
BRCA_TCGA-B6-A0RP	0	2	0	4	0	0	0	0	2	1	1	0	5	0	0	3	2	0	0	0	1	3	6
BRCA_TCGA-B6-A0RQ	1	2	3	2	3	1	0	0	0	1	3	0	5	0	9	11	8	2	3	1	0	0	1
BRCA_TCGA-B6-A0RT	1	1	2	5	0	2	0	4	0	2	1	1	4	8	19	0	0	0	1	0	14	5	2
BRCA_TCGA-B6-A0RU	1	4	5	4	0	1	1	0	1	2	4	1	0	0	3	5	0	2	6	2	5	9	2
BRCA_TCGA-B6-A0RV	2	1	3	1	5	0	0	0	0	0	0	0	0	0	38	5	7	0	0	0	0	5	0
BRCA_TCGA-B6-A0WS	1	1	0	1	0	0	0	2	2	1	3	0	0	0	2	1	1	0	0	0	0	3	0
BRCA_TCGA-B6-A0WT	1	1	3	4	1	0	0	0	0	0	6	0	0	0	0	2	1	0	0	2	1	0	0
BRCA_TCGA-B6-A0WV	0	1	0	1	4	4	0	0	2	0	2	0	3	1	3	4	4	3	0	0	5	0	0
BRCA_TCGA-B6-A0WW	1	1	3	6	0	0	0	2	0	1	3	3	1	0	6	3	5	0	0	3	6	1	2
BRCA_TCGA-B6-A0WX	1	1	3	4	5	2	0	0	1	2	2	4	0	0	1	0	0	0	3	2	9	1	4
BRCA_TCGA-B6-A0WY	0	4	3	0	2	3	2	0	0	2	0	0	1	0	6	1	2	0	3	0	3	2	1
BRCA_TCGA-B6-A0WZ	1	2	5	1	1	0	0	0	4	0	0	1	0	0	43	19	12	0	0	1	0	5	0
BRCA_TCGA-B6-A0X0	1	0	2	3	1	0	0	0	0	0	1	1	0	0	1	1	3	0	3	2	2	1	3
BRCA_TCGA-B6-A0X1	1	0	5	4	0	4	2	0	5	5	6	0	9	0	14	7	2	0	0	0	28	0	0
BRCA_TCGA-B6-A0X4	3	0	4	4	1	0	0	0	1	0	0	0	2	0	0	2	0	0	2	0	1	0	2
BRCA_TCGA-B6-A0X5	5	2	7	0	1	0	0	0	4	3	3	0	0	2	3	1	7	0	1	7	2	0	0
BRCA_TCGA-B6-A0X7	0	0	2	2	3	3	0	0	0	0	1	0	2	0	4	2	0	0	1	0	0	0	3
BRCA_TCGA-B6-A1KN	5	4	0	3	4	0	1	1	6	2	4	0	5	5	2	6	2	0	5	1	5	3	8
BRCA_TCGA-B6-A2IU	0	4	7	5	0	5	0	0	0	0	2	1	2	0	8	7	7	0	3	2	0	1	0
BRCA_TCGA-B6-A401	0	4	2	1	2	1	0	0	3	0	0	0	5	0	1	0	0	1	6	0	1	0	1
BRCA_TCGA-B6-A409	0	3	3	4	5	0	0	0	2	0	3	1	4	3	5	3	3	1	7	2	3	0	4
BRCA_TCGA-B6-A40B	1	3	1	6	0	3	0	0	2	0	3	0	4	0	10	9	8	0	2	0	7	3	4
BRCA_TCGA-B6-A40C	3	2	1	6	13	1	0	0	1	0	2	2	2	0	3	5	1	0	5	1	2	0	4
BRCA_TCGA-BH-A0AU	0	2	0	1	3	2	0	0	2	0	0	0	0	4	3	0	0	0	0	0	0	1	5
BRCA_TCGA-BH-A0AV	1	2	2	0	1	4	2	4	4	4	4	0	14	0	12	5	0	0	0	0	25	2	1
BRCA_TCGA-BH-A0AY	1	2	4	2	5	0	0	0	3	1	0	1	4	2	5	2	1	0	1	4	1	4	3
BRCA_TCGA-BH-A0AZ	1	0	1	2	1	2	0	2	3	0	2	1	0	3	15	3	7	2	11	3	4	4	3
BRCA_TCGA-BH-A0B0	1	4	11	0	0	0	0	0	1	0	0	0	0	0	44	20	11	0	0	0	0	7	0
BRCA_TCGA-BH-A0B3	1	1	1	2	1	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	6	0	2
BRCA_TCGA-BH-A0B6	18	0	80	21	0	9	0	0	23	0	0	2	0	0	807	209	66	3	9	16	0	27	0
BRCA_TCGA-BH-A0B7	0	3	5	5	0	0	0	0	1	1	0	0	5	0	8	2	0	3	0	0	8	0	1
BRCA_TCGA-BH-A0B8	1	1	1	0	2	3	0	0	3	0	0	0	4	0	1	7	0	0	1	0	2	3	5
BRCA_TCGA-BH-A0BA	0	2	1	1	2	2	0	2	2	0	2	0	0	2	5	2	2	0	0	0	3	1	0
BRCA_TCGA-BH-A0BC	0	4	3	2	4	0	0	2	1	0	1	1	3	0	7	4	2	0	0	1	0	10	0
BRCA_TCGA-BH-A0BF	0	1	2	2	2	2	0	0	1	0	3	1	3	2	5	0	0	0	0	0	4	3	2
BRCA_TCGA-BH-A0BG	0	3	0	2	0	0	1	0	1	1	0	0	5	1	7	0	5	0	0	0	13	0	6
BRCA_TCGA-BH-A0BJ	0	1	1	0	1	0	0	0	2	1	0	0	0	2	0	1	0	0	0	1	0	3	4
BRCA_TCGA-BH-A0BL	3	3	3	3	4	0	0	1	0	0	0	4	3	2	1	0	4	0	10	2	19	0	7
BRCA_TCGA-BH-A0BM	1	1	0	1	0	0	0	0	2	1	0	0	4	0	2	1	2	0	0	3	0	1	0
BRCA_TCGA-BH-A0BO	0	1	2	2	2	2	0	0	3	0	9	1	2	0	5	0	0	0	0	0	0	1	1
BRCA_TCGA-BH-A0BP	4	6	13	13	8	7	0	0	7	2	1	0	10	4	39	15	0	0	12	6	32	9	8
BRCA_TCGA-BH-A0BQ	1	1	2	3	2	2	0	0	2	0	0	1	2	0	2	0	1	0	4	0	0	5	2
BRCA_TCGA-BH-A0BS	0	1	0	2	1	0	0	0	2	1	3	0	4	0	1	1	1	0	0	0	4	0	2
BRCA_TCGA-BH-A0BT	1	5	3	5	0	0	0	0	3	1	3	0	3	0	2	6	6	0	0	0	7	3	0
BRCA_TCGA-BH-A0BV	0	1	1	1	2	0	0	0	0	0	1	3	7	0	3	4	1	0	0	0	0	0	0
BRCA_TCGA-BH-A0BW	0	2	3	3	5	6	3	2	5	4	4	0	3	1	12	2	4	2	7	1	13	14	7
BRCA_TCGA-BH-A0BZ	12	11	2	3	5	12	0	5	6	7	6	6	23	5	34	6	0	4	30	12	91	2	14
BRCA_TCGA-BH-A0C0	0	2	2	2	0	1	6	0	0	0	3	3	0	0	2	3	3	0	7	0	11	1	2
BRCA_TCGA-BH-A0C1	0	6	2	3	4	6	0	0	7	1	0	0	4	0	5	3	2	1	0	0	0	0	6
BRCA_TCGA-BH-A0C3	0	0	1	0	4	0	0	0	1	3	2	0	2	2	0	0	0	0	0	0	1	0	2
BRCA_TCGA-BH-A0C7	0	3	3	3	9	5	3	2	1	1	0	2	3	0	4	1	2	0	0	1	3	0	12
BRCA_TCGA-BH-A0DD	0	6	3	2	4	0	0	0	0	3	1	1	3	0	5	3	0	0	0	0	1	4	1
BRCA_TCGA-BH-A0DE	1	0	1	0	3	2	0	0	0	2	0	2	11	1	0	4	0	0	1	0	3	0	2
BRCA_TCGA-BH-A0DG	1	0	6	1	1	4	1	0	1	1	1	1	3	1	14	1	0	2	0	1	4	1	2
BRCA_TCGA-BH-A0DH	0	3	4	4	5	1	0	2	6	0	2	0	1	0	8	5	3	1	2	1	0	4	0
BRCA_TCGA-BH-A0DI	0	5	1	2	4	0	1	0	0	0	1	0	0	0	16	6	3	0	0	7	11	5	0
BRCA_TCGA-BH-A0DK	3	0	1	4	4	0	0	0	0	3	2	3	0	2	4	3	2	0	2	8	7	1	4
BRCA_TCGA-BH-A0DL	1	6	3	6	2	3	0	0	2	0	2	0	0	2	13	3	11	3	1	0	0	3	4
BRCA_TCGA-BH-A0DO	0	3	3	0	1	0	0	0	2	1	0	1	3	0	5	0	1	0	5	0	1	4	0
BRCA_TCGA-BH-A0DP	0	0	1	2	0	0	0	0	1	1	1	0	1	0	2	3	2	0	0	0	2	1	2
BRCA_TCGA-BH-A0DQ	0	1	1	7	1	4	0	0	0	2	0	3	5	2	2	0	1	0	3	0	1	1	1
BRCA_TCGA-BH-A0DT	0	1	0	1	2	0	0	2	2	0	0	1	1	0	2	1	1	0	0	0	1	0	0
BRCA_TCGA-BH-A0DV	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	1	6	0	1	0	1	0	1
BRCA_TCGA-BH-A0DX	1	3	4	1	6	0	0	0	1	1	0	0	0	0	29	8	5	0	0	3	0	5	10
BRCA_TCGA-BH-A0DZ	4	0	14	2	2	0	0	4	2	0	1	0	0	2	150	28	0	0	0	4	0	3	1
BRCA_TCGA-BH-A0E0	0	1	2	6	3	0	2	0	0	0	0	0	2	0	1	2	0	2	0	0	3	0	0
BRCA_TCGA-BH-A0E1	0	1	3	0	5	0	0	0	0	0	0	1	1	0	6	0	1	0	0	0	1	0	0
BRCA_TCGA-BH-A0E9	0	3	1	7	1	0	1	0	3	0	1	0	0	2	0	2	1	0	0	0	4	0	2
BRCA_TCGA-BH-A0EA	0	3	3	1	2	5	0	0	2	0	0	0	2	0	2	2	5	0	0	0	0	2	3
BRCA_TCGA-BH-A0EI	0	1	1	4	2	0	0	0	1	1	2	3	3	0	0	2	0	0	0	2	1	0	1
BRCA_TCGA-BH-A0H3	0	1	0	0	3	0	0	0	0	0	0	0	3	0	0	2	4	0	0	0	1	0	3
BRCA_TCGA-BH-A0H5	6	0	14	1	0	0	0	0	0	0	0	0	6	0	95	31	6	0	0	5	0	5	0
BRCA_TCGA-BH-A0H7	1	1	1	0	3	0	2	0	0	1	2	2	0	0	4	0	0	0	0	0	0	0	0
BRCA_TCGA-BH-A0H9	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	2	2	3	6	0	2	0	2
BRCA_TCGA-BH-A0HA	0	36	13	28	44	37	9	0	20	62	31	6	11	0	25	10	33	5	2	3	0	3	4
BRCA_TCGA-BH-A0HI	2	0	2	3	3	2	0	2	0	2	0	0	3	0	4	3	3	0	0	2	1	2	1
BRCA_TCGA-BH-A0HK	0	5	5	1	3	0	0	0	3	0	0	0	3	0	19	13	3	0	1	0	0	4	3
BRCA_TCGA-BH-A0HN	0	1	4	7	3	0	0	0	0	0	1	0	2	2	3	2	3	0	0	0	3	2	1
BRCA_TCGA-BH-A0HP	12	1	18	4	4	0	3	0	3	1	0	1	0	1	234	68	6	0	0	0	0	1	0
BRCA_TCGA-BH-A0RX	0	2	6	12	6	2	0	0	3	1	3	0	0	0	3	1	2	0	1	0	4	2	1
BRCA_TCGA-BH-A0W3	1	0	0	3	1	0	0	0	1	0	3	1	3	0	3	0	0	0	1	0	2	2	2
BRCA_TCGA-BH-A0W4	0	1	5	1	3	0	0	2	1	2	2	0	0	0	5	4	4	0	3	0	4	2	0
BRCA_TCGA-BH-A0W5	1	2	2	4	2	0	0	0	3	2	2	0	1	3	1	0	0	0	0	0	3	1	2
BRCA_TCGA-BH-A0W7	4	0	14	3	0	3	0	0	1	0	4	0	5	0	181	25	12	0	2	2	0	4	1
BRCA_TCGA-BH-A0WA	3	0	0	6	2	2	3	0	8	1	6	1	4	0	8	16	3	0	3	4	28	15	0
BRCA_TCGA-BH-A18F	3	0	6	4	7	2	1	0	1	0	0	3	5	0	9	12	6	0	0	1	1	1	5
BRCA_TCGA-BH-A18G	18	171	43	123	125	173	99	0	164	249	190	89	55	5	3	3	46	16	47	0	1	48	0
BRCA_TCGA-BH-A18H	0	0	2	2	2	6	0	0	5	3	2	2	1	0	7	10	0	2	0	0	2	1	7
BRCA_TCGA-BH-A18I	0	4	4	6	1	0	0	0	2	1	0	0	0	0	3	2	3	0	0	2	1	1	1
BRCA_TCGA-BH-A18J	2	3	2	2	0	3	1	1	2	2	0	0	0	0	58	10	15	0	0	4	0	6	0
BRCA_TCGA-BH-A18K	1	1	4	3	0	0	0	0	2	2	0	4	6	0	21	5	6	2	2	0	4	5	0
BRCA_TCGA-BH-A18L	1	7	3	5	7	1	3	0	2	3	0	2	4	0	1	4	1	0	0	7	7	7	0
BRCA_TCGA-BH-A18M	0	0	1	4	1	2	0	0	0	0	0	0	0	0	3	2	3	0	2	0	0	0	0
BRCA_TCGA-BH-A18N	0	6	2	2	4	0	0	0	1	4	4	0	0	0	0	0	3	0	0	0	8	3	6
BRCA_TCGA-BH-A18P	1	4	32	5	6	2	5	0	9	0	0	0	0	0	255	82	25	0	0	2	0	10	0
BRCA_TCGA-BH-A18Q	1	0	1	1	3	6	3	0	3	0	1	0	6	2	6	3	7	1	11	1	32	5	14
BRCA_TCGA-BH-A18R	1	0	1	1	2	0	0	2	3	0	5	0	0	0	3	5	2	0	0	0	16	0	1
BRCA_TCGA-BH-A18S	1	2	2	0	1	0	1	0	2	4	1	2	0	0	2	0	0	0	2	2	4	10	1
BRCA_TCGA-BH-A18T	1	1	2	3	3	5	4	2	4	3	0	2	2	2	13	2	6	0	10	0	32	0	5
BRCA_TCGA-BH-A18U	0	3	6	12	6	1	4	0	9	0	4	2	6	0	56	20	20	0	4	6	4	10	5
BRCA_TCGA-BH-A18V	9	0	4	2	3	0	3	1	8	1	12	1	4	5	80	11	0	5	0	14	85	0	2
BRCA_TCGA-BH-A1EO	0	6	4	7	6	0	0	0	0	1	0	0	4	0	4	2	3	0	6	0	3	1	3
BRCA_TCGA-BH-A1ET	3	1	1	4	2	3	0	2	0	1	1	1	3	0	0	0	4	0	1	0	4	1	1
BRCA_TCGA-BH-A1EU	0	1	1	1	5	0	0	0	1	4	3	1	2	0	1	3	1	0	0	2	1	2	5
BRCA_TCGA-BH-A1EV	3	3	11	10	2	1	0	0	5	5	2	0	0	0	48	15	5	0	6	0	13	0	0
BRCA_TCGA-BH-A1EW	0	1	2	0	1	0	0	0	2	1	1	1	1	1	0	7	0	0	0	0	1	1	1
BRCA_TCGA-BH-A1EX	0	3	5	2	2	0	0	0	1	4	3	0	3	0	0	1	0	0	0	0	4	3	4
BRCA_TCGA-BH-A1EY	0	1	5	4	3	3	0	0	2	5	1	0	2	0	15	1	0	0	3	3	4	1	2
BRCA_TCGA-BH-A1F0	3	2	4	5	2	0	3	0	0	2	4	1	13	0	18	5	0	0	3	5	17	2	6
BRCA_TCGA-BH-A1F2	3	3	3	11	3	2	2	0	1	3	0	2	4	0	13	6	0	0	0	1	5	3	6
BRCA_TCGA-BH-A1F5	1	0	3	7	3	0	2	0	0	0	0	1	5	0	1	3	2	0	1	2	0	12	1
BRCA_TCGA-BH-A1F6	0	4	1	4	4	4	0	2	0	0	0	2	2	0	5	3	1	1	4	0	8	4	4
BRCA_TCGA-BH-A1F8	5	0	10	8	4	2	0	0	4	0	0	3	3	1	88	29	20	0	1	2	0	9	3
BRCA_TCGA-BH-A1FC	3	8	5	1	10	1	1	4	6	6	0	1	3	2	29	6	6	4	11	2	17	2	2
BRCA_TCGA-BH-A1FE	1	2	2	1	0	0	0	0	0	1	0	0	3	0	3	2	3	0	2	0	0	2	4
BRCA_TCGA-BH-A1FG	0	2	1	1	2	0	2	2	3	0	1	0	1	0	1	1	0	0	0	0	1	3	0
BRCA_TCGA-BH-A1FH	0	2	1	0	8	0	0	0	2	0	0	3	2	0	1	7	0	1	0	0	3	1	2
BRCA_TCGA-BH-A1FJ	0	1	1	6	7	2	0	2	2	0	0	2	8	1	0	6	0	0	0	0	0	0	7
BRCA_TCGA-BH-A1FL	0	3	2	2	1	0	0	0	0	0	3	2	4	0	1	2	3	0	0	2	0	0	1
BRCA_TCGA-BH-A1FM	0	5	7	4	5	1	0	0	1	2	0	0	0	6	14	4	2	0	2	1	4	2	2
BRCA_TCGA-BH-A1FN	2	1	2	2	2	0	0	2	2	0	2	3	10	5	67	0	5	3	11	6	5	9	7
BRCA_TCGA-BH-A1FR	0	2	1	1	1	0	0	0	1	0	2	0	0	0	1	1	0	0	0	0	6	0	1
BRCA_TCGA-BH-A1FU	3	5	6	2	4	3	2	2	4	4	8	3	8	0	16	4	7	5	0	5	22	3	2
BRCA_TCGA-BH-A201	2	0	2	2	0	0	1	0	3	1	5	0	0	2	1	2	3	0	0	0	2	1	0
BRCA_TCGA-BH-A202	2	2	1	2	2	0	0	0	3	2	1	0	0	1	2	0	1	0	0	2	6	1	0
BRCA_TCGA-BH-A203	1	7	9	9	10	0	4	0	7	0	2	0	6	0	22	3	6	0	7	0	1	3	2
BRCA_TCGA-BH-A204	3	4	3	2	3	0	2	0	3	2	1	1	6	0	5	3	0	0	0	0	11	0	3
BRCA_TCGA-BH-A208	0	0	4	7	4	0	0	0	2	1	3	1	8	0	31	8	0	0	2	0	8	0	3
BRCA_TCGA-BH-A209	1	0	8	3	1	3	0	0	0	0	1	0	4	0	77	9	0	0	0	6	0	6	0
BRCA_TCGA-BH-A28Q	0	3	1	5	2	1	0	0	3	0	0	0	1	0	2	1	0	2	0	0	1	0	4
BRCA_TCGA-BH-A2L8	7	0	30	3	7	0	0	0	12	0	0	0	0	0	424	95	40	0	0	0	0	10	0
BRCA_TCGA-BH-A42U	0	0	3	0	3	0	0	0	0	0	1	0	0	2	8	8	3	0	0	0	0	2	2
BRCA_TCGA-BH-A42V	0	0	5	3	2	0	0	0	1	1	0	0	2	0	27	7	6	0	0	0	0	1	0
BRCA_TCGA-BH-A5IZ	3	2	0	5	8	0	4	0	1	3	1	6	3	0	6	11	3	0	0	3	19	8	10
BRCA_TCGA-BH-A5J0	1	5	9	3	2	1	1	2	0	0	1	0	1	0	35	19	17	0	1	0	0	2	2
BRCA_TCGA-BH-A6R8	0	3	3	2	5	2	0	0	2	1	1	1	0	0	3	5	0	0	0	0	5	0	4
BRCA_TCGA-BH-A6R9	1	1	2	2	1	0	0	0	1	0	1	1	1	2	0	2	1	0	0	0	8	1	0
BRCA_TCGA-BH-A8FY	1	4	0	0	2	2	0	0	2	0	3	0	4	2	4	8	0	0	7	0	9	8	0
BRCA_TCGA-BH-A8FZ	2	6	2	2	3	4	1	2	1	3	2	2	0	2	8	2	10	3	1	0	21	9	5
BRCA_TCGA-BH-A8G0	0	0	2	2	1	2	0	0	0	1	1	0	0	0	0	1	2	1	3	0	0	0	1
BRCA_TCGA-BH-AB28	0	6	2	2	3	3	3	2	2	0	0	0	0	0	2	4	4	2	1	2	0	5	0
BRCA_TCGA-C8-A12K	3	4	1	0	7	4	2	0	2	3	7	1	17	0	56	2	0	2	0	7	50	5	0
BRCA_TCGA-C8-A12L	0	4	3	1	4	7	0	0	6	0	0	0	8	5	5	1	0	0	6	1	29	5	4
BRCA_TCGA-C8-A12M	0	5	8	5	7	5	3	6	3	2	2	2	5	0	0	5	0	0	7	0	13	2	2
BRCA_TCGA-C8-A12N	1	1	0	3	3	0	0	0	3	2	0	1	0	0	4	0	1	0	4	2	2	0	0
BRCA_TCGA-C8-A12O	1	1	4	9	7	0	1	0	0	0	2	0	2	0	1	4	4	0	2	0	3	8	0
BRCA_TCGA-C8-A12P	4	3	13	10	5	4	0	2	5	4	2	1	0	0	83	20	3	4	3	9	6	15	6
BRCA_TCGA-C8-A12Q	4	2	12	5	0	4	1	0	0	3	3	0	1	4	59	18	6	0	0	7	0	6	4
BRCA_TCGA-C8-A12T	7	2	9	1	9	5	1	0	3	0	0	0	5	0	140	21	4	0	0	0	0	3	4
BRCA_TCGA-C8-A12U	0	0	1	12	5	4	0	0	0	0	1	3	5	0	8	1	3	0	5	1	7	5	0
BRCA_TCGA-C8-A12V	0	0	2	0	5	2	5	2	4	0	2	1	2	2	4	0	2	2	0	0	9	8	0
BRCA_TCGA-C8-A12W	1	2	7	14	16	3	0	0	2	4	1	1	3	2	5	0	1	0	0	0	10	4	1
BRCA_TCGA-C8-A12X	0	4	4	12	2	0	2	0	4	0	3	4	4	0	1	4	2	3	3	4	2	4	3
BRCA_TCGA-C8-A12Y	0	10	2	2	6	1	3	2	5	2	4	1	0	1	2	1	1	0	0	2	0	0	1
BRCA_TCGA-C8-A12Z	1	2	3	7	4	3	0	0	3	2	2	0	1	0	15	9	0	0	0	0	9	0	0
BRCA_TCGA-C8-A130	0	4	6	8	7	0	0	0	2	1	6	0	2	0	7	0	0	1	0	0	3	2	5
BRCA_TCGA-C8-A131	1	7	7	0	2	1	0	0	5	1	1	1	4	2	1	8	10	2	7	1	6	3	4
BRCA_TCGA-C8-A132	1	2	2	0	8	1	0	0	4	1	0	2	6	0	28	2	5	2	5	0	13	0	2
BRCA_TCGA-C8-A133	1	0	2	0	1	0	3	0	3	0	2	0	4	2	2	3	3	1	0	1	0	2	3
BRCA_TCGA-C8-A134	8	1	2	3	2	4	5	2	2	0	5	2	12	6	6	0	1	0	0	0	35	15	6
BRCA_TCGA-C8-A135	1	8	5	8	9	7	1	0	0	3	0	0	0	2	8	0	9	0	1	1	5	3	6
BRCA_TCGA-C8-A137	0	2	7	0	8	0	0	0	0	2	0	0	3	0	21	10	0	2	1	3	1	0	2
BRCA_TCGA-C8-A138	3	1	2	6	5	0	3	0	2	3	0	1	3	0	0	5	2	0	0	6	5	0	5
BRCA_TCGA-C8-A1HE	0	1	3	3	0	0	0	0	2	0	1	0	4	0	18	7	10	0	1	0	0	3	1
BRCA_TCGA-C8-A1HF	1	2	2	3	1	2	2	1	0	0	2	0	1	0	9	4	1	0	0	0	1	7	0
BRCA_TCGA-C8-A1HG	0	5	4	11	4	3	0	0	2	5	2	0	3	3	4	6	0	0	4	2	10	1	0
BRCA_TCGA-C8-A1HI	1	1	2	2	12	6	0	0	4	1	0	1	3	2	13	4	9	0	0	0	6	0	5
BRCA_TCGA-C8-A1HJ	2	2	2	5	2	3	3	0	5	3	7	5	0	6	12	0	0	3	4	1	42	6	11
BRCA_TCGA-C8-A1HK	2	2	6	5	0	7	0	0	0	2	1	0	3	2	29	0	0	0	0	0	7	0	7
BRCA_TCGA-C8-A1HL	1	4	1	2	0	1	1	2	4	0	2	0	9	2	0	1	0	0	0	1	3	0	3
